Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H25S1V001,H25S1V002,H25S1V003,H25S1V004,H25S1V005,H25S1V006,H25S1V007,H25S1V008,H25S1V009,H25S1V010,H25S1V011,H25S1V012,H25S1V013,H25S1V014,H25S1V015,H25S1V016,H25S1V017
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,10.02.1962,10.04.1962,10.04.1962,10.09.1962,10.11.1962,10.16.1962,10.17.1962,10.17.1962,10.25.1962,11.06.1962,11.06.1962,11.29.1962,12.04.1962,12.12.1962,01.31.1963,02.05.1963,02.05.1963
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,
583,QUEBEC WEST,Quebec,1947 - 1966,25,1962.06.18,1992,8f355133-7faf-4f07-b2a7-b0843d067747,"PLOURDE, Lucien",16169,0.5866,Social Credit,"Grocer, teacher",,1,1,,,,,,,,,,,,,1,2,2,2,1,1,1,1,1,1,2,9,9,9,2,1,1
297,HUMBOLDT--MELFORT--TISDALE,Saskatchewan,1961 - 1966,25,1962.06.18,2022,912ed007-7743-4bfd-a6da-737b8746c0c9,"RAPP, Reynold",11551,0.5227,Progressive Conservative Party,Farmer,,0,2,,,,,,,,,Russia,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
757,VANCOUVER CENTRE,British Columbia,1914 - ,25,1962.06.18,2044,928620b3-3f64-4cc5-bd23-a8acd6ca1756,"NICHOLSON, Jack R.",7697,0.3561,Liberal Party of Canada,"Barrister and solicitor, lawyer",,0,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,9,1,2,2,1,1
608,RICHELIEU--VERCHERES,Quebec,1933 - 1966,25,1962.06.18,2053,93651988-2631-417c-96e4-174904755eb1,"CARDIN, Louis-Joseph-Lucien",14658,0.5487,Liberal Party of Canada,Lawyer,,1,5,,,,,,,,,United States,,,,2,1,1,1,2,1,2,2,1,1,1,9,9,2,9,1,1
291,HUMBER--ST. GEORGE'S,Newfoundland and Labrador,1949 - 1966,25,1962.06.18,2066,9489ab9c-9ef3-40d5-813a-6bf676f6dcaf,"BATTEN, Herman Maxwell",12771,0.5114,Liberal Party of Canada,"School principal, teacher",,0,4,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,2,9,2,2,1,1
780,VICTORIA,British Columbia,1924 - ,25,1962.06.18,2077,94dde538-f35b-47c4-9280-5776c6fa2e24,"MCPHILLIPS, Albert De Burgo",14333,0.3606,Progressive Conservative Party,Barrister and solicitor,,0,3,,,1,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
245,GRAND FALLS--WHITE BAY--LABRADOR,Newfoundland and Labrador,1952 - 1987,25,1962.06.18,2083,95a5d297-cff6-4bbb-bcf4-8951bad11b91,"GRANGER, Charles Ronald",16401,0.6555,Liberal Party of Canada,Journalist,,0,2,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,9,9,2,2,1,1
76,BROME--MISSISQUOI,Quebec,1924 - 1966,25,1962.06.18,2087,95d80bc3-ef90-4b95-aa06-66756301e54b,"GRAFFTEY, Heward",8074,0.4183,Progressive Conservative Party,"Author, businessman, lawyer, lumber merchant, merchant",,0,2,,,1,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,9,1,1,2,2
474,NANAIMO--COWICHAN--THE ISLANDS,British Columbia,1962 - 1976,25,1962.06.18,2116,97f9d88f-ae28-4f99-8f6c-2ec41c4accfa,"CAMERON, Colin",11152,0.4235,New Democratic Party,"Economist, farmer, industrial worker",,0,3,,,,,,,,,England,,,,2,1,1,1,2,2,1,2,2,2,1,1,9,9,2,2,2
824,WINNIPEG SOUTH,Manitoba,1914 - 1976,25,1962.06.18,2141,999c2b6c-1bc8-490e-a8dd-37c7acb3b265,"CHOWN, Gordon",21743,0.4109,Progressive Conservative Party,"Barrister, lawyer",,0,3,,,,,,,,,,,,,2,2,2,2,1,9,1,1,9,2,2,9,9,1,1,2,2
58,BOW RIVER,Alberta,1914 - 1966,25,1962.06.18,2150,9a216666-6b6a-4761-9a98-afc11747bf5f,"WOOLLIAMS, Eldon M.",10733,0.4636,Progressive Conservative Party,"Barrister and solicitor, teacher, trial lawyer",,0,2,,,,,,,,,,,,,2,2,2,9,9,1,1,1,1,9,9,2,1,9,1,2,2
855,YORK--SUNBURY,New Brunswick,1914 - 1987,25,1962.06.18,2155,9aacb4d8-699a-4b45-937d-4ce774464e48,"MACRAE, J. Chester",15255,0.4859,Progressive Conservative Party,Teacher,,0,3,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
132,CHAPLEAU,Quebec,1933 - 1966,25,1962.06.18,2165,9b3dd9d2-7778-4d49-a34d-5f5d73259bfd,"LAPRISE, Gerard",15430,0.5771,Social Credit,Carpenter,,1,1,,,,,,,,,,,,,1,2,2,2,1,1,1,1,1,1,2,2,9,9,2,1,1
454,MOUNT ROYAL,Quebec,1924 - 1966,25,1962.06.18,2201,9dabb150-bb52-445b-84d2-25d358e604a2,"MACNAUGHTON, Alan",31654,0.6301,Liberal Party of Canada,"Barrister and solicitor, lawyer",,0,5,,,,,,,,,,,,,2,1,1,1,9,1,2,2,1,1,1,2,1,9,9,1,1
759,VANCOUVER EAST,British Columbia,1933 - ,25,1962.06.18,2226,9fa12394-384b-4e7a-872b-8230b0e27dd7,"WINCH, Harold Edward",12329,0.5435,New Democratic Party,Electrician,,0,4,,,,,,,,,England,,,,2,1,1,1,9,9,9,9,9,9,9,1,2,2,9,9,9
646,SAINT-JEAN--IBERVILLE--NAPIERVILLE,Quebec,1947 - 1966,25,1962.06.18,2228,9fc79dc4-b6e9-48d0-9c40-67d213a85220,"DUPUIS, Yvon",14147,0.5185,Liberal Party of Canada,"Businessman, merchant",,1,2,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,2,9,2,2,1,1
542,PERTH,Ontario,1933 - 1970,25,1962.06.18,2241,a0f7fa4b-ece7-4588-afc0-d76760d9d88c,"MONTEITH, J. Waldo",15108,0.5882,Progressive Conservative Party,Chartered accountant,,0,4,,1,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
187,DURHAM,Ontario,1903 - 1966,25,1962.06.18,2259,a23284af-ce25-4adb-9960-a4be0fc598bd,"HONEY, Russell C.",7971,0.4416,Liberal Party of Canada,"Barrister, lawyer",,0,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,1
768,VAUDREUIL--SOULANGES,Quebec,1914 - 1966,25,1962.06.18,2276,a3d4605a-949f-4c58-8947-0fc615bc2868,"BOURBONNAIS, J.-Marcel",8392,0.4754,Progressive Conservative Party,"Draftsman, engineer, foreman, technician",,1,2,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,9,9,2,9,1,1,2,2
315,JASPER--EDSON,Alberta,1933 - 1966,25,1962.06.18,2303,a51b971d-def8-4a0a-bb73-d7116425be67,"HORNER, Hugh M.",12371,0.4847,Progressive Conservative Party,"Physician, surgeon",,0,2,,,,,,,,,,,,,2,2,2,2,9,9,9,9,9,9,9,2,9,9,1,2,2
532,PAPINEAU,Quebec,1947 - 1987,25,1962.06.18,2306,a5734e52-6857-4c64-8905-6efed6fe1d06,"MEUNIER, Adrien",16062,0.5493,Liberal Party of Canada,Lawyer,,1,4,,,,,,,,,,,,,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1
138,CHARLOTTE,New Brunswick,1867 - 1966,25,1962.06.18,2314,a5b251f8-f76c-413d-a5c9-bc2deadbea6a,"MCLEAN, Allan M.A.",6159,0.5101,Liberal Party of Canada,"Industrialist, manufacturer",,0,1,,,,,,,,,,,,,2,1,1,1,2,9,2,2,1,1,1,9,1,2,9,9,9
521,OTTAWA EAST,Ontario,1933 - 1973,25,1962.06.18,2372,a990e2af-c044-40da-880c-510347167930,"RICHARD, J.-T.",15930,0.6507,Liberal Party of Canada,"Barrister, lawyer",,0,6,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,9,9,9,2,1,1
41,BEAUHARNOIS--SALABERRY,Quebec,1952 - 1966,25,1962.06.18,2409,ac2deb3a-df24-46e0-836e-f56573763ca6,"LANIEL, Gerald",13290,0.4314,Liberal Party of Canada,"Insurance broker, military, reservist",,1,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,2,9,2,2,1,1
373,LAPOINTE,Quebec,1947 - 1976,25,1962.06.18,2416,acd5380d-f564-427d-821a-4528ecdba8f3,"GREGOIRE, Gilles",16186,0.5403,Social Credit,"Advertising executive, businessman, journalist, publicist",,1,1,,,,,,,,,,,,,1,9,9,2,1,1,1,1,1,9,9,1,9,9,2,1,1
1127,SAINT-HENRI,Quebec,1952 - 1977,25,1962.06.18,2420,ad47c102-ab18-46f6-bc2e-773dd621c151,"LESSARD, H.-Pit",13323,0.5052,Liberal Party of Canada,"Agent, garage owner / operator",,1,2,,,,,,,,,,,,,2,1,1,1,2,9,2,2,9,1,1,2,9,2,2,1,1
318,JOLIETTE--L'ASSOMPTION--MONTCALM,Quebec,1933 - 1966,25,1962.06.18,2430,ae6b350d-2991-4187-83ec-3a9353c0dd91,"PIGEON, Louis-Joseph",17600,0.4768,Progressive Conservative Party,Agrologist,,1,2,,,1,,,,,,,,,,2,2,2,2,1,9,9,9,1,2,2,9,9,1,1,2,2
78,BRUCE,Ontario,1933 - 1975,25,1962.06.18,2436,aeb3bde4-8bfb-4614-8e62-6895bba040d7,"ROBINSON, Andy Ernest",7604,0.5162,Progressive Conservative Party,"Farmer, insurance agent",,0,5,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,9,1,9,2,2
431,MEDICINE HAT,Alberta,1907 - ,25,1962.06.18,2440,af0c867e-b570-40f2-b26a-5d005e6d5a98,"OLSON, Horace A. Bud",10453,0.414,Social Credit,"Farmer, merchant, rancher",,0,2,,,,,,,,,,,,,1,2,2,2,9,9,9,9,9,9,9,2,9,1,2,1,1
159,COMPTON--FRONTENAC,Quebec,1947 - 1966,25,1962.06.18,2452,afbb5b06-cb55-4cc8-b5af-780f0063bbb1,"LATULIPPE, Henry",8184,0.4753,Social Credit,"Industrialist, merchant",,1,1,,,,,,,,,,,,,1,2,2,9,1,1,1,1,1,1,1,1,9,1,2,1,1
528,OXFORD,Ontario,1933 - ,25,1962.06.18,2474,b1671015-8c69-4c16-9555-da7a421b4912,"NESBITT, Wally",18352,0.5783,Progressive Conservative Party,"Barrister, lawyer",,0,4,,,1,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,9,9,2,2
102,CALGARY SOUTH,Alberta,1952 - 1987,25,1962.06.18,2489,b23b1503-9580-4b42-9517-f22435c74a06,"SMITH, Art",21927,0.4643,Progressive Conservative Party,"Executive, public relations officer, publisher",,0,3,,,,,,,,,,,,,2,2,2,2,9,1,1,1,1,2,2,2,9,1,1,9,9
595,REGINA CITY,Saskatchewan,1933 - 1966,25,1962.06.18,2493,b29bb908-d27f-476a-ae8c-72e0363577db,"MORE, Ken",22164,0.5036,Progressive Conservative Party,"Businessman, clothier, manager, secretary-treasurer",,0,2,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,9,1,1,1,2,2
810,WESTMORLAND,New Brunswick,1867 - 1966,25,1962.06.18,2503,b404386c-1cde-431b-be24-95f8b340c449,"RIDEOUT, Sherwood H.",18334,0.428,Liberal Party of Canada,Trainmaster,,0,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,9,1,1,2,9,9,9,1,1
765,VANCOUVER--BURRARD,British Columbia,1924 - 1966,25,1962.06.18,2517,b4ec6d8f-edc9-4275-b515-1f3f5c59870d,"BERGER, Tom",9173,0.3147,New Democratic Party,"Radio & t.v. commentator, reporter",,0,1,,,,,,,,,,,,,2,1,1,1,2,2,1,2,9,2,1,1,2,2,2,1,1
585,QUEBEC SOUTH,Quebec,1914 - 1966,25,1962.06.18,2518,b4f60f83-937b-4f27-8179-3592b18f39b5,"CANTIN, Jean-Charles",12521,0.4375,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,9,9,2,9,1,1
527,OUTREMONT--ST-JEAN,Quebec,1947 - 1966,25,1962.06.18,2530,b5f37fd9-d8b5-45d5-969c-c8a112edab19,"BOURQUE, Romuald",10134,0.4708,Liberal Party of Canada,"Industrialist, person of independent means, publicist",,1,5,,,,,,,,,,,,,2,1,1,1,2,1,2,2,9,1,1,2,9,2,9,1,1
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,25,1962.06.18,2541,b73ecaba-0053-4f19-a99d-166ce554dbfa,"OUELLET, David",17597,0.4623,Social Credit,Insurance broker,,1,1,,,,,,,,,,,,,1,2,2,2,1,1,1,1,9,9,2,1,9,1,2,1,1
724,THE BATTLEFORDS,Saskatchewan,1933 - 1966,25,1962.06.18,2547,b7671bc7-d0bf-4dd0-9977-47a8ff9c15f3,"HORNER, Albert R.",11740,0.5348,Progressive Conservative Party,Farmer,,0,2,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
348,KOOTENAY WEST,British Columbia,1914 - 1987,25,1962.06.18,2563,b815a117-7953-4900-b152-afc56dfc44a1,"HERRIDGE, Herbert W.",8303,0.3683,New Democratic Party,Nurseryman,,0,6,,,,,,,,,England,,,,2,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2
354,LAC-SAINT-JEAN,Quebec,1947 - 2000,25,1962.06.18,2570,b8b44e5f-2064-4195-9cb1-770b1066e67d,"LESSARD, Marcel",10743,0.5643,Social Credit,Foreman,,1,1,,,,,,,,,,,,,1,2,2,9,1,1,1,1,1,1,2,9,9,1,2,1,1
181,DORCHESTER,Quebec,1867 - 1966,25,1962.06.18,2573,b8e2583c-fc28-42b6-aad4-8ac8e7b2d572,"BOUTIN, Pierre-Andre",7701,0.5059,Social Credit,Teacher,,1,1,,,,,,,,,,,,,1,2,2,2,1,1,9,9,1,1,2,1,9,1,2,1,1
613,RICHMOND--WOLFE,Quebec,1867 - 1966,25,1962.06.18,2589,b9e24852-c1f4-4d6f-8f36-52808619bfb0,"BERNIER, Andre",11816,0.4905,Social Credit,Accountant,,1,1,,,,,,,,,,,,,1,2,2,2,1,1,1,1,9,9,9,2,9,9,2,1,1
689,SKEENA,British Columbia,1914 - 2003,25,1962.06.18,2595,ba1f4916-0b63-4654-9f27-242c3d276e6e,"HOWARD, Frank",10946,0.5977,New Democratic Party,"Logger, union staff member",,0,3,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,9,9,1,2,9,2,1,1
640,SAINT-JACQUES,Quebec,1952 - 1976,25,1962.06.18,2611,baf68f42-f20c-4fb6-9a76-ae1b172c8c24,"RINFRET, Maurice",7664,0.4059,Liberal Party of Canada,"Businessman, trader",,1,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,2,9,2,2,1,1
210,ESQUIMALT--SAANICH,British Columbia,1952 - 1987,25,1962.06.18,2619,bbad949a-ad7c-4051-8dd1-01092f6e6eef,"CHATTERTON, George Louis",12612,0.3797,Progressive Conservative Party,Agrologist,,0,2,,,,,,,,,South Africa,,,,2,2,2,9,1,9,9,9,1,2,2,9,9,9,1,2,2
44,BELLECHASSE,Quebec,1867 - 1996,25,1962.06.18,2630,bca831f5-fe1d-4b1b-b227-ff89152987ff,"DUMONT, Bernard",5091,0.3917,Social Credit,"Administrator, agent, businessman, insurance broker, insurance executive",,1,1,,,,,,,,,,,,,1,2,2,9,1,1,1,1,9,1,9,9,9,1,9,1,1
1123,SAINT-ANTOINE--WESTMOUNT,Quebec,1952 - 1966,25,1962.06.18,2634,bcf1b481-1534-4cda-8cad-80c22792e971,"DRURY, Charles Mills",13973,0.5196,Liberal Party of Canada,"Businessman, lawyer, public servant",,0,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,9,1,9,9,1,1
320,KAMLOOPS,British Columbia,1933 - 1966,25,1962.06.18,2637,bd7064c6-90b2-4e0a-9a8f-1c4d781bb30e,"FULTON, Edmund Davie",11312,0.4313,Progressive Conservative Party,Barrister and solicitor,,0,6,,1,,,,,,,,,,,2,2,2,2,9,9,1,1,1,2,2,9,9,9,1,2,2
579,QUEBEC--MONTMORENCY,Quebec,1924 - 1966,25,1962.06.18,2679,c0967585-fce6-4c39-8b77-9095d6eb30b7,"MARCOUX, Guy",35499,0.5843,Social Credit,Physician,,1,1,,,,,,,,,,,,,1,2,2,2,1,9,1,1,1,1,2,2,9,9,9,1,1
1268,TROIS-RIVIERES,Quebec,1947 - 1972,25,1962.06.18,2695,c17c9546-ec4f-47a5-95a7-27b20ceb25f5,"BALCER, Leon",15545,0.4868,Progressive Conservative Party,Lawyer,,1,5,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,9,1,1,2,2
388,LEEDS,Ontario,1903 - 1976,25,1962.06.18,2697,c18f3e42-26b2-4238-a086-43f72b806f2f,"MATHESON, John R.",12071,0.529,Liberal Party of Canada,"Barrister, judge, lawyer",,0,2,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,1
443,MIDDLESEX WEST,Ontario,1867 - 1966,25,1962.06.18,2699,c1a3b80a-5f76-4af9-bcc3-4b7837e4553e,"THOMAS, W.H.A.",10178,0.5069,Progressive Conservative Party,"Educator, farmer",,0,3,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,9,1,2,2
601,RENFREW SOUTH,Ontario,1867 - 1966,25,1962.06.18,2746,c52b6cbf-eb66-46bc-8812-58ce7fb6d1e4,"BASKIN, James William",8732,0.4945,Progressive Conservative Party,"Businessman, lumberman",,0,3,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
1257,ST. JOHN'S EAST,Newfoundland and Labrador,1952 - 1987,25,1962.06.18,2762,c66cf26a-e903-46cf-9b31-057ed4080f6c,"MCGRATH, James Aloysius",14821,0.5233,Progressive Conservative Party,"Advertising executive, advertising salesman, broadcaster, sales agent, sales executive",,0,3,,,1,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,9,1,1,2,2
505,NOTRE-DAME-DE-GRACE,Quebec,1947 - 1980,25,1962.06.18,2776,c6fee03d-86a6-49e3-8efa-7b7cc8d43216,"ASSELIN, Edmund Tobin",22080,0.486,Liberal Party of Canada,"Administrator, businessman",,0,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,2,9,9,2,1,1
574,PROVENCHER,Manitoba,1871 - ,25,1962.06.18,2791,c7d2e66b-6107-4191-afaa-3db3cba3e5eb,"JORGENSON, Warner H.",6214,0.4354,Progressive Conservative Party,Farmer,,0,3,,,1,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
279,HASTINGS SOUTH,Ontario,1924 - 1966,25,1962.06.18,2795,c8331b28-05ab-4496-9a60-be7ea1804e50,"GRILLS, Lee",15527,0.4987,Progressive Conservative Party,"Dairy farmer, dairy proprietor",,0,3,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,9,1,1,1,2,2
503,NORTHUMBERLAND--MIRAMICHI,New Brunswick,1955 - 1987,25,1962.06.18,2807,c9078f2d-6d76-4e8a-be67-ec745bda0f91,"MCWILLIAM, George Roy",9899,0.526,Liberal Party of Canada,"Editor, publisher",,0,5,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,2,9,2,9,1,1
269,HAMILTON EAST,Ontario,1903 - 2003,25,1962.06.18,2847,cc275cc9-05f6-4a1e-9dc5-ad07470a59ef,"MUNRO, John Carr",12027,0.4324,Liberal Party of Canada,"Barrister and solicitor, lawyer",,0,1,,,,,,,,,,,,,2,1,1,1,2,9,2,2,1,1,1,2,1,2,2,1,1
310,ILES-DE-LA-MADELEINE,Quebec,1947 - 1966,25,1962.06.18,2856,ccdae9f1-4746-49d5-8f16-cbfd87e911df,"SAUVE, Maurice",2765,0.5462,Liberal Party of Canada,Economist,,1,1,,,,,,,,,,,,,2,1,1,1,2,9,9,9,9,1,1,2,9,2,2,1,1
801,WELLINGTON--HURON,Ontario,1952 - 1966,25,1962.06.18,2865,cd67e9cc-34b1-46e7-a0e3-c60ae00845db,"HOWE, Marvin",7455,0.4836,Progressive Conservative Party,Merchant,,0,4,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,9,1,1,1,2,2
11,ALGOMA WEST,Ontario,1903 - 1966,25,1962.06.18,2921,d24700e7-2465-4465-a49c-7496259cf5d9,"NIXON, George Ewart",13832,0.4351,Liberal Party of Canada,Merchant,,0,7,,,,,,,,,,,,,2,1,1,1,9,9,9,9,9,9,9,9,9,9,2,1,1
62,BRANDON--SOURIS,Manitoba,1952 - ,25,1962.06.18,2922,d25060a9-6d52-4461-a569-fc17c9e6d009,"DINSDALE, Walter Gilbert",17813,0.6013,Progressive Conservative Party,"Lecturer, social worker, teacher",,0,5,,1,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
825,WINNIPEG SOUTH CENTRE,Manitoba,1924 - 1976,25,1962.06.18,2923,d2512bc7-c1b4-48ab-9772-1abe28ea07fa,"CHURCHILL, Gordon",16547,0.4297,Progressive Conservative Party,"Barrister, school principal, teacher",,0,5,,1,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
623,ROSTHERN,Saskatchewan,1933 - 1966,25,1962.06.18,2924,d255b314-8143-4a4f-928f-ba36af80a4f9,"NASSERDEN, Edward",10626,0.5362,Progressive Conservative Party,"Executive director, farmer",,0,2,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,9,1,1,1,2,2
89,BURNABY--COQUITLAM,British Columbia,1952 - 1966,25,1962.10.22,2936,d34eb71d-3bc8-4258-8a3f-2007fa662c38,"DOUGLAS, T.C. Tommy",16313,0.5043,New Democratic Party,"Minister, printer",,0,3,,,,,,,,,Scotland,,,,99,99,99,99,99,99,99,99,9,2,1,1,2,2,2,1,1
185,DUFFERIN--SIMCOE,Ontario,1924 - 1966,25,1962.06.18-1963.01.08,2968,d5828758-1cba-4fc0-85ba-bc61c620ed60,"ROWE, W. Earl",10533,0.5372,Progressive Conservative Party,"Farmer, rancher",,0,11,,,,,,,,,United States,Resignation: 1963.01.08,,,2,2,2,2,1,9,9,9,1,2,2,2,1,1,99,99,99
486,NICOLET--YAMASKA,Quebec,1933 - 1966,25,1962.06.18,2975,d5bc60cd-f3bf-41b8-9769-4c1e17a5449f,"VINCENT, Clement",8861,0.4539,Progressive Conservative Party,Farmer,,1,1,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,9,1,1,2,2
413,MACKENZIE,Saskatchewan,1905 - 1996,25,1962.06.18,2991,d6a3fade-c097-4543-806f-c8d65b6941e3,"KORCHINSKI, Stanley James",9457,0.4913,Progressive Conservative Party,Farmer,,0,2,,,,,,,,,,,,,2,2,2,2,9,1,1,1,1,9,9,9,9,1,1,2,2
198,EDMONTON EAST,Alberta,1914 - 2000,25,1962.06.18,3004,d7bbbfa1-a268-4751-a2a6-91ece04c5b27,"SKOREYKO, William",9291,0.3349,Progressive Conservative Party,"Businessman, service station operator",,0,2,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,9,1,1,1,2,2
550,PICTOU,Nova Scotia,1867 - 1966,25,1962.06.18,3005,d7ca3778-89a3-43db-b8de-b3e0445d4000,"MACEWAN, Russell",10837,0.4926,Progressive Conservative Party,Barrister and solicitor,,0,3,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,9,1,1,1,2,2
272,HAMILTON WEST,Ontario,1903 - 2003,25,1962.06.18,3008,d7fdad8e-4c2b-4c9a-9d74-154e592f19d7,"FAIRCLOUGH, Ellen L.",12794,0.4325,Progressive Conservative Party,Accountant,,0,5,,1,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,9,1,9,1,2,2
769,VEGREVILLE,Alberta,1924 - 1996,25,1962.06.18,3014,d88adf6c-0912-4483-aa0b-ebd6031f5cbb,"FANE, Frank J.W.",9710,0.5253,Progressive Conservative Party,Farmer,,0,2,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
323,KAMOURASKA,Quebec,1867 - 1976,25,1962.06.18,3020,d8d6bde5-2e3b-4564-bc25-f192232775ca,"DIONNE, Chs.-Eugene",4550,0.3647,Social Credit,Labour representative,,1,1,,,,,,,,,,,,,1,2,2,2,1,9,1,1,1,1,9,2,9,1,2,1,1
665,SASKATOON,Saskatchewan,1947 - 1966,25,1962.06.18,3023,d8ecd825-9a8b-4a4d-a561-65a6d9381b7c,"JONES, Henry Frank",25341,0.559,Progressive Conservative Party,Barrister,,0,3,,,1,,,,,,,,,,2,2,2,2,1,9,9,9,9,2,2,2,1,1,1,2,2
213,ESSEX EAST,Ontario,1924 - 1966,25,1962.06.18,3058,dbc81dd3-47f7-4448-a205-ccbf43047e83,"MARTIN, Paul",24969,0.5869,Liberal Party of Canada,"Barrister, lawyer, lecturer",,0,8,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,9,9,9,2,1,1
400,LISGAR,Manitoba,1871 - 1987,25,1962.06.18,3081,dda68826-31f6-4f89-a1c5-74cebc755c68,"MUIR, George",9352,0.5005,Progressive Conservative Party,"Farmer, registered seed grower",,0,3,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
67,BRANT--HALDIMAND,Ontario,1952 - 1966,25,1962.06.18,3115,e10ba36a-10ee-446b-b3ce-002754347a1e,"PENNELL, Larry T.",11278,0.4384,Liberal Party of Canada,Lawyer,,0,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,2,1,9,2,1,1
797,WELLINGTON SOUTH,Ontario,1867 - 1966,25,1962.06.18,3116,e1235191-27b8-4499-b7bd-eca2a725ad3b,"HALES, Alfred Dryden",11345,0.4199,Progressive Conservative Party,"Butcher and meat cutter, farmer, manufacturer, merchant",,0,3,,,1,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
547,PETERBOROUGH,Ontario,1952 - ,25,1962.06.18,3118,e13e3123-084b-42d9-b103-8f59262f57ec,"STENSON, Fred",12185,0.3807,Progressive Conservative Party,Farmer,,0,1,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
125,CARTIER,Quebec,1924 - 1966,25,1962.06.18-1963.03.21,3120,e1563762-d628-4f12-ad58-fc20c4b62221,"CRESTOHL, Leon David",6464,0.4928,Liberal Party of Canada,Lawyer,,0,5,,,,,,,,,Poland,Died shortly after dissolution of the 25th Parliament: 1963.03.21,,,2,1,1,1,2,1,2,2,9,1,1,9,1,2,9,1,1
72,BROADVIEW,Ontario,1933 - 1976,25,1962.06.18,3132,e268685f-5f98-4956-a0d4-9aaefd036337,"HEES, George",8929,0.4074,Progressive Conservative Party,"Businessman, industrialist, manufacturer, military, military, professional football player",,0,5,,1,,,,,,,,,,,2,2,2,2,1,1,1,9,1,2,2,9,9,9,1,2,2
