Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H26S1V001,H26S1V002,H26S1V003,H26S1V004,H26S1V005,H26S1V006,H26S1V007,H26S1V008,H26S1V009,H26S1V010,H26S1V011,H26S1V012,H26S1V013,H26S1V014,H26S1V015,H26S1V016,H26S1V017,H26S1V018,H26S1V019,H26S1V020,H26S1V021,H26S1V022,H26S1V023,H26S1V024,H26S1V025,H26S1V026,H26S1V027,H26S1V028,H26S1V029,H26S1V030,H26S1V031,H26S1V032,H26S1V033,H26S1V034,H26S1V035,H26S1V036,H26S1V037,H26S1V038,H26S1V039,H26S1V040,H26S1V041,H26S1V042,H26S1V043,H26S1V044,H26S1V045,H26S2V001,H26S2V002,H26S2V003,H26S2V004,H26S2V005,H26S2V006,H26S2V007,H26S2V008,H26S2V009,H26S2V010,H26S2V011,H26S2V012,H26S2V013,H26S2V014,H26S2V015,H26S2V016,H26S2V017,H26S2V018,H26S2V019,H26S2V020,H26S2V021,H26S2V022,H26S2V023,H26S2V024,H26S2V025,H26S2V026,H26S2V027,H26S2V028,H26S2V029,H26S2V030,H26S2V031,H26S2V032,H26S2V033,H26S2V034,H26S2V035,H26S2V036,H26S2V037,H26S2V038,H26S2V039,H26S2V040,H26S2V041,H26S2V042,H26S2V043,H26S2V044,H26S2V045,H26S2V046,H26S2V047,H26S2V048,H26S2V049,H26S2V050,H26S2V051,H26S2V052,H26S2V053,H26S2V054,H26S2V055,H26S2V056,H26S2V057,H26S2V058,H26S3V001,H26S3V002,H26S3V003,H26S3V004,H26S3V005,H26S3V006,H26S3V007,H26S3V008,H26S3V009,H26S3V010,H26S3V011,H26S3V012,H26S3V013,H26S3V014,H26S3V015,H26S3V016,H26S3V017,H26S3V018,H26S3V019,H26S3V020,H26S3V021
142,CH‘TEAUGUAY--HUNTINGDON--LAPRAIRIE,Quebec,1947 - 1966,26,1963.04.08,1855,84ece46f-6d8e-43b4-b2c6-b90c023c35e4,"WATSON, Ian",10746,0.4685,Liberal Party of Canada,Lawyer,,0,1,,,,,,,,,,,,,2,2,9,9,2,1,1,1,2,1,1,9,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,9,1,2,1,2,2,2,2,9,1,1,9,1,9,2,1,1,2,9,2,9,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,9,2,2,1,1,9,2,2,9,9,1,9,2,9,2,1,1,1,2,9,2,2,1,9,2,1,2
554,PONTIAC--TEMISCAMINGUE,Quebec,1947 - 1966,26,1963.04.08,1856,84ed4838-0481-4feb-903d-e74c47997afa,"MARTINEAU, Paul",6448,0.3888,Progressive Conservative Party,"Crown attorney, lawyer",,1,3,,,,,,,,,,,,,1,1,2,9,1,2,2,1,1,9,2,1,9,1,1,2,9,9,2,1,1,1,2,1,1,1,9,1,1,2,2,9,2,1,1,1,1,1,9,9,9,2,9,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,9,9,9,9,9,9,2,9,9,2,9,9,9,1,9,2,1,9,9,1,9,2,2,2,1,2,9,1,2,1,2,1,2,9,9,9,9,9,9,9,9,9,1,2,9,9,1,9,9,9,9,1,9,2,1,9,9,1,2,9,1
143,CHICOUTIMI,Quebec,1924 - 2000,26,1963.04.08,1857,8528771f-9766-4e69-852c-1b27b715d480,"COTE, Maurice",14581,0.4663,Social Credit,"Broker, investment counsellor, manager, real estate agent, stockbroker",,1,2,,,,,,,,,,,,,1,9,1,1,9,2,1,1,2,2,9,1,1,9,9,1,9,1,9,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,2,9,9,9,1,1,2,1,1,2,2,9,1,1,1,2,2,9,9,9,9,1,2,9,1,2,2,9,2,2,1,9,1,1,9,2,9,9,9,9,2,2,2,9,1,2,9,9,1,2,2,2,2,1,2,2,1,1,2,2,2,2,9,9,9,9,9,9,9,2,1,9,9,1,9,9,9,9,9,9,9,9,9,2,2,1,9,2,1,9
723,TERREBONNE,Quebec,1867 - 1996,26,1963.04.08,1858,854252ec-c1c5-4229-8f8a-7c96242f89f5,"CADIEUX, Leo",19015,0.4601,Liberal Party of Canada,"Journalist, publisher",,1,2,,1,,,,,,,,,,,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,9,2,2,1,9,2,1,9,2,1,1,2,1,2,2,2,9,1,2,1,9,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,9,2,2,2,1,1,2,1,2
123,CARLETON,Ontario,1867 - 1966,26,1963.04.08,1879,870ef152-7a4f-40a4-bf6b-4624641806f6,"FRANCIS, Lloyd",32325,0.4801,Liberal Party of Canada,Economist,,0,1,,,,,,,,,,,,,2,2,1,1,2,1,1,1,2,9,1,1,9,9,9,1,1,2,1,1,1,1,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,9,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,9,2,2,1,9,1,2,9,9,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,9,2,2,1,2,1,9,2,9,2,1,1,1,2,9,9,2,9,1,2,1,2
587,QUEEN'S,Prince Edward Island,1903 - 1966,26,1963.04.08,1900,8874ad6a-cef4-4764-be03-7a8555017c67,"MACQUARRIE, Heath Neslon",11608,0.2731,Progressive Conservative Party,"Author, political scientist, professor, radio-commentator, teacher",,0,4,,,,,,,,,,,,,9,1,2,2,1,2,9,9,9,1,2,9,9,9,9,2,9,1,2,1,1,1,2,1,9,1,2,9,1,2,2,1,2,1,1,1,1,1,2,1,9,9,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,9,1,1,2,9,9,9,9,9,9,9,9,9,9,1,2,2,9,1,1,1,9,2,1,9,2,2,9,1,9,2,9,2,9,9,9,9,1,1,1,9,9,9,2,1,2,1,2,2,1,1,2,1,1,2,9,2,2,9
537,PEACE RIVER,Alberta,1924 - ,26,1963.04.08,1904,88de9baa-8839-401f-9aa2-55522b62d47f,"BALDWIN, Ged",16111,0.586,Progressive Conservative Party,"Barrister, lawyer",,0,3,,,,,,,,,New Zealand,,,,1,1,2,2,1,2,2,1,1,9,9,1,2,9,9,9,9,9,2,1,1,1,2,1,1,9,9,9,1,2,2,1,2,1,1,1,1,1,2,1,1,2,9,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,9,1,1,2,9,9,1,9,9,9,9,1,9,2,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,2,9,9,1,2,1,1,9,9,9,9,1
683,SHERBROOKE,Quebec,1924 - ,26,1963.04.08,1909,8913d93c-6b93-4535-ab15-8a6fc7ca2e5a,"CHAPDELAINE, Gerard",12708,0.4006,Social Credit,Lawyer,,1,2,,,,,,,,,,,,,9,2,1,9,9,2,1,9,9,2,1,9,1,9,9,1,9,9,1,1,1,1,1,2,2,2,9,9,2,1,9,2,9,2,2,2,2,9,1,1,2,2,9,2,2,9,9,1,9,2,2,9,2,9,2,9,9,2,9,9,9,9,2,9,9,9,1,1,9,9,9,9,2,9,9,9,9,2,9,9,9,9,1,2,9,2,2,1,2,2,1,9,2,2,1,9,1,9,9,9,9,9,9,2,9,9,9,1,9,9,9,2,9,1,9,2,9,2,2,9,9,9,9,9
587,QUEEN'S,Prince Edward Island,1903 - 1966,26,1963.04.08,1919,89ac7ae7-ddc1-4da4-b856-57690240d2c4,"MACLEAN, John Angus",11666,0.2745,Progressive Conservative Party,"Airplane pilot, farmer, flying instructor, test pilot",,0,6,,,,,,,,,,,,,1,1,2,9,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,9,9,9,9,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,9,9,1,1,1,2,9,1,1,9,2,9,1,9,9,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,9,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1
284,HIGH PARK,Ontario,1933 - 1972,26,1963.04.08,1923,8a38f62c-d0e5-45d8-9e6d-8692f0120c36,"CAMERON, Alan John Patrick",13034,0.5187,Liberal Party of Canada,"Barrister, lawyer",,0,4,,,,,,,,,,,,,2,9,1,9,2,1,1,9,9,9,1,1,1,2,2,1,1,2,9,1,1,9,2,2,2,9,9,9,2,1,9,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,9,9,2,2,2,2,2,2,2,9,1,2,9,2,2,2,2,2,1,9,2,9,9,2,1,9,9,9,2,2,9,9,9,9,1,9,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,9,9,9,1,2,2,9,9,1,1,9,2,9,2,9,9,9,2,1,2
119,CARIBOO,British Columbia,1914 - 1966,26,1963.04.08,1931,8acb8c08-6534-4ab7-8d10-cd230df9e9eb,"LEBOE, Bert Raymond",9335,0.3046,Social Credit,Lumberman,,0,4,,,,,,,,,,,,,2,9,1,9,2,2,1,1,2,9,9,9,9,2,9,9,1,2,1,1,1,9,1,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,2,2,2,2,9,2,1,1,2,1,2,2,9,2,2,1,1,1,1,1,2,1,1,9,9,9,9,9,9,1,2,1,2,1,9,1,1,1,2,1,2,2,1,1,2,1,9,1,9,9,9,9,9,9,2,1,1,2,1,1,2,1,2,9,1,9,9,2,2,2,1,9,9,9,2
846,YORK NORTH,Ontario,1867 - 2003,26,1963.04.08,1932,8ad23a03-fbd8-4971-94f3-4617b74c02f4,"ADDISON, John",21668,0.4807,Liberal Party of Canada,Business executive,,0,2,,,,,,,,,,,,,2,2,1,1,2,1,1,9,9,9,9,1,1,9,9,1,1,2,1,1,1,9,2,2,2,2,1,9,2,1,9,2,2,2,2,2,2,1,1,1,2,9,1,9,9,2,9,1,2,2,2,2,9,2,2,9,1,2,1,9,9,2,2,2,9,9,9,9,9,9,1,9,9,9,2,9,9,9,9,2,9,9,9,9,2,2,2,1,2,2,1,1,2,2,1,1,1,9,9,9,9,9,2,2,2,9,9,1,2,2,2,2,1,1,1,2,9,2,9,9,9,2,1,9
21,ARGENTEUIL--DEUX-MONTAGNES,Quebec,1947 - 1966,26,1963.04.08,1943,8b49c742-fd6e-47ab-a488-2ad10327a283,"DROUIN, Vincent",12324,0.428,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,9,2,1,9,2,1,1,1,9,9,9,9,1,2,2,1,1,2,1,9,9,1,2,2,9,9,9,9,2,9,9,9,2,2,2,2,2,1,1,1,2,1,1,1,2,2,9,1,2,2,2,9,9,9,9,9,9,2,1,2,2,9,2,2,9,9,2,1,1,2,9,9,1,1,2,9,2,2,9,2,1,9,1,2,2,2,2,1,2,2,1,1,9,2,1,1,1,1,2,2,1,1,9,2,2,9,9,9,2,2,9,9,1,1,9,2,9,2,2,9,1,2,1,2
169,DAUPHIN,Manitoba,1903 - 1983,26,1963.04.08,1949,8c3888bd-920a-4127-b4c9-61640e54b89b,"FORBES, R. Elmer",7541,0.4297,Progressive Conservative Party,"Farmer, registered seed grower",,0,3,,,,,,,,,,,,,1,1,9,2,1,2,2,1,1,1,9,9,2,1,1,2,1,1,2,1,1,9,2,1,1,1,2,1,1,2,9,9,2,1,1,1,1,1,2,1,1,9,1,2,1,9,1,1,1,2,1,2,2,2,1,9,1,1,2,2,1,1,1,2,1,1,1,1,2,9,1,1,9,9,1,1,1,9,9,9,2,9,9,9,1,1,1,2,1,1,2,2,1,2,1,2,2,9,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,9,9,2,1
859,YUKON,Yukon,1952 - ,26,1963.04.08,1956,8c857bdf-3db5-43c3-8ee0-d33d66a80817,"NIELSEN, Erik",2969,0.4962,Progressive Conservative Party,"Barrister, lawyer",,0,4,,,,,,,,,,,,,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,2,9,9,2,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,9,9,9,9,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,9,1,2,1,1,9,9,9,2,1,1,9,9,1,1,9,9,9,1,9,2,1,9,9,1,1,2,1,1,2,2,1,2,1,2,9,2,1,1,1,1,1,1,9,1,9,9,9,9,9,1,9,2,1,1,2,9,9,9,2,2,2,1
793,WELLAND,Ontario,1867 - 1987,26,1963.04.08,1975,8dc7a640-3206-4b33-bea9-b6eff4c6d59a,"MCMILLAN, William H.",19879,0.5527,Liberal Party of Canada,Physician,,0,6,,,,,,,,,,,,,2,2,1,1,9,1,9,1,2,1,1,1,1,2,2,1,1,2,1,1,1,9,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,9,9,2,2,2,9,9,9,9,9,9,2,1,2,2,2,2,2,9,1,2,1,1,2,1,1,2,1,2,9,2,2,9,2,1,9,1,2,2,2,2,1,2,2,1,1,2,2,1,9,9,9,2,2,1,1,2,2,2,9,2,1,2,2,2,2,1,1,9,2,2,2,9,9,9,9,9,2
763,VANCOUVER QUADRA,British Columbia,1947 - ,26,1963.04.08,1980,8e5d7c20-5fc8-4424-82fd-e435b5995c10,"DEACHMAN, Grant",15160,0.4173,Liberal Party of Canada,Public relations officer,,0,1,,,,,,,,,,,,,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,9,9,9,9,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,9,2,1,2,9,2,9,2,2,2,2,1,2,2,1,1,2,2,1,1,9,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,9,2,2,1,1,2,1,2
583,QUEBEC WEST,Quebec,1947 - 1966,26,1963.04.08-1963.08.31,1992,8f355133-7faf-4f07-b2a7-b0843d067747,"PLOURDE, Lucien",13136,0.4848,Social Credit,"Grocer, teacher",,1,2,1,,,1,,,,,,,,,1,2,1,1,2,2,1,9,9,9,1,1,1,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
583,QUEBEC WEST,Quebec,1947 - 1966,26,1963.09.01,1992.1,8f355133-7faf-4f07-b2a7-b0843d067747,"PLOURDE, Lucien",13136,0.4848,Ralliement Creditiste,"Grocer, teacher",,1,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,2,2,2,1,2,1,1,1,2,1,9,2,2,2,1,2,2,1,2,2,9,9,9,2,2,2,9,2,2,2,1,1,1,1,1,1,2,1,9,2,9,1,2,1,1,9,9,1,1,2,9,1,2,9,1,1,9,9,1,2,1,2,1,9,9,2,2,2,2,1,2,2,1,2,2,1,2,2,2,9,9,9,9,9,2,2,1,2,1,1,1,1,1,1,2,2,2,1,9,9,2,1,1,9,9,1
297,HUMBOLDT--MELFORT--TISDALE,Saskatchewan,1961 - 1966,26,1963.04.08,2022,912ed007-7743-4bfd-a6da-737b8746c0c9,"RAPP, Reynold R.",12010,0.5663,Progressive Conservative Party,Farmer,,0,3,,,,,,,,,Russia,,,,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,9,9,9,9,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,9,9,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,9,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,9
757,VANCOUVER CENTRE,British Columbia,1914 - ,26,1963.04.08,2044,928620b3-3f64-4cc5-bd23-a8acd6ca1756,"NICHOLSON, Jack R.",9472,0.3933,Liberal Party of Canada,"Barrister and solicitor, lawyer",,0,2,,1,,,,,,,,,,,2,9,1,9,2,1,1,9,9,1,1,1,1,2,2,1,1,2,1,1,1,1,9,9,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,9,1,1,1,9,2,1,1,2,2,2,2,2,9,2,1,1,2,1,2,2,9,2,2,1,1,2,1,1,2,1,1,2,1,2,2,9,9,1,2,9,9,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,9,2,1,2,1,9,9,9,2,1,1,1,2,2,2,9,1,9,2,1,2
768,VAUDREUIL--SOULANGES,Quebec,1914 - 1966,26,1963.04.08,2050,931e9f4e-5057-4773-869e-1d9abdb3b9cc,"EMARD, Rene",8639,0.4975,Liberal Party of Canada,Unionist,,1,1,,,,,,,,,,,,,2,2,1,1,9,1,1,1,2,1,1,1,1,2,9,9,1,2,1,1,1,1,2,2,2,9,9,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,9,2,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,2,2,2,2,1,2,2,1,1,2,2,1,1,1,9,2,2,1,1,2,2,2,9,2,9,2,2,2,2,9,1,1,2,9,2,2,1,1,2,1,2
608,RICHELIEU--VERCHERES,Quebec,1933 - 1966,26,1963.04.08,2053,93651988-2631-417c-96e4-174904755eb1,"CARDIN, Louis-Joseph-Lucien",14194,0.5348,Liberal Party of Canada,Lawyer,,1,6,,1,,,,,,,United States,,,,2,2,1,1,2,1,1,1,2,1,9,1,9,2,2,1,1,2,1,1,1,1,2,2,9,2,9,2,2,1,1,2,2,2,2,2,2,9,9,9,9,1,1,9,2,2,1,1,2,2,2,2,2,2,9,1,1,2,1,2,2,2,2,9,9,9,2,1,1,2,1,9,2,1,2,2,9,9,9,9,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,9,9,9,9,9,2,2,1,2,1,9,9,2,2,1,1,1,2,2,2,2,1,9,2,9,2
291,HUMBER--ST. GEORGE'S,Newfoundland and Labrador,1949 - 1966,26,1963.04.08,2066,9489ab9c-9ef3-40d5-813a-6bf676f6dcaf,"BATTEN, Herman Maxwell",13605,0.5974,Liberal Party of Canada,"School principal, teacher",,0,5,,,,,,,,,,,,,2,2,1,1,2,1,1,1,2,9,1,1,1,2,2,1,9,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,9,2,1,1,2,1,2,2,2,2,2,1,1,2,1,9,2,1,1,2,1,2,9,2,2,1,2,9,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,9,9,9,9,1,1,1,2,2,2,2,1,1,2,1,2
245,GRAND FALLS--WHITE BAY--LABRADOR,Newfoundland and Labrador,1952 - 1987,26,1963.04.08,2083,95a5d297-cff6-4bbb-bcf4-8951bad11b91,"GRANGER, Charles Ronald",18233,0.7066,Liberal Party of Canada,Journalist,,0,3,,1,,,,,,,,,,,2,2,1,9,2,1,1,1,2,1,9,1,1,2,2,1,1,9,9,1,9,9,2,2,2,9,1,2,2,1,1,2,2,2,2,2,2,9,9,9,9,9,1,1,2,2,9,1,2,2,2,9,2,2,2,9,9,2,9,9,9,9,2,9,1,1,2,1,9,9,9,9,2,9,2,2,2,2,1,2,9,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,9,2,9,2,2,1,9,9,9,9
76,BROME--MISSISQUOI,Quebec,1924 - 1966,26,1963.04.08,2087,95d80bc3-ef90-4b95-aa06-66756301e54b,"GRAFFTEY, Heward",8411,0.4464,Progressive Conservative Party,"Author, businessman, lawyer, lumber merchant, merchant",,0,3,,,,,,,,,,,,,1,1,2,9,1,2,2,1,9,9,9,9,2,9,9,2,1,1,9,1,1,1,2,1,1,1,9,9,1,2,2,9,2,1,1,1,1,1,2,1,1,2,1,2,9,1,9,1,1,2,1,2,2,9,1,2,1,1,9,2,1,9,1,9,1,9,1,9,9,9,9,1,9,9,2,9,9,9,9,9,2,9,1,9,9,9,2,2,2,1,1,2,1,1,9,2,2,9,9,9,9,9,1,1,9,1,2,9,2,1,2,1,2,2,9,1,9,1,1,9,9,9,2,1
853,YORK SOUTH,Ontario,1903 - 1976,26,1963.04.08,2091,960c5bd9-082a-47b7-a5c0-e425a2dacb4e,"GELBER, Marvin",21042,0.4376,Liberal Party of Canada,"Businessman, merchant",,0,1,,,,,,,,,,,,,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,9,1,1,1,2,2,2,2,1,9,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,9,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,9,2,1,1,2,1,2,2,9,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,9,2,2,1,1,2,2,9,1,2,1,2,2,9,9,1,1,1,2,9,2,2,1,1,2,1,9
474,NANAIMO--COWICHAN--THE ISLANDS,British Columbia,1962 - 1976,26,1963.04.08,2116,97f9d88f-ae28-4f99-8f6c-2ec41c4accfa,"CAMERON, Colin",12280,0.4415,New Democratic Party,"Economist, farmer, industrial worker",,0,4,,,,,,,,,England,,,,1,2,1,2,9,2,9,2,1,2,2,1,2,2,1,2,9,1,2,2,1,1,1,2,9,1,9,2,2,2,2,2,2,2,2,1,9,1,1,1,2,9,1,2,1,1,2,1,1,1,1,2,2,1,2,1,2,9,1,2,2,2,9,9,2,2,9,9,9,9,9,9,9,9,2,9,1,1,1,2,1,9,1,9,9,1,2,1,2,2,1,9,9,9,9,2,1,1,1,1,1,1,2,1,1,9,9,9,1,1,9,9,1,1,2,1,1,1,9,9,1,1,1,1
58,BOW RIVER,Alberta,1914 - 1966,26,1963.04.08,2150,9a216666-6b6a-4761-9a98-afc11747bf5f,"WOOLLIAMS, Eldon M.",11461,0.4586,Progressive Conservative Party,"Barrister and solicitor, teacher, trial lawyer",,0,3,,,,,,,,,,,,,1,1,9,2,9,9,9,9,9,1,2,1,9,9,9,9,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1,1,2,1,1,9,1,2,9,1,9,9,1,2,1,2,9,9,9,9,9,1,9,2,1,1,1,2,9,9,1,1,2,2,1,1,2,9,9,9,9,9,9,9,2,2,9,9,1,1,1,2,1,1,2,2,1,2,1,2,9,9,9,9,9,9,9,9,1,1,1,2,2,9,2,1,2,2,1,1,9,9,1,2,2,9,9,9
855,YORK--SUNBURY,New Brunswick,1914 - 1987,26,1963.04.08,2155,9aacb4d8-699a-4b45-937d-4ce774464e48,"MACRAE, J. Chester",15827,0.4848,Progressive Conservative Party,Teacher,,0,4,,,,,,,,,,,,,1,1,9,9,9,2,2,9,9,9,9,1,2,1,1,9,1,9,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,9,9,9,9,2,1,2,9,1,1,1,1,2,1,9,2,2,1,2,1,1,2,2,1,9,1,2,9,9,1,1,2,9,9,1,9,2,1,1,9,2,2,1,2,9,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,9,1,1,1,1,1,1,9,1,2,2,9,9,2,9,9,9,1,1,2,1,9,9,2,2,9,1
132,CHAPLEAU,Quebec,1933 - 1966,26,1963.04.08-1963.08.31,2165,9b3dd9d2-7778-4d49-a34d-5f5d73259bfd,"LAPRISE, Gerard",14701,0.5913,Social Credit,Carpenter,,1,2,1,,,1,,,,,,,,,1,2,1,1,9,2,1,1,2,2,2,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
132,CHAPLEAU,Quebec,1933 - 1966,26,1963.09.01,2165.1,9b3dd9d2-7778-4d49-a34d-5f5d73259bfd,"LAPRISE, Gerard",14701,0.5913,Ralliement Creditiste,Carpenter,,1,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,9,9,9,9,9,9,2,9,9,1,2,2,2,1,1,1,1,1,1,2,1,2,2,9,1,2,1,1,1,1,9,1,9,9,1,2,2,1,1,2,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,2,2,1,9,1,9,1,1,1,1,2,2,9,1,9,9,9,9,1,9,2,1
125,CARTIER,Quebec,1924 - 1966,26,1963.04.08,2184,9c7dcb09-291d-46ff-a24a-1e789d090b21,"KLEIN, Milton L.",6642,0.4916,Liberal Party of Canada,Lawyer,,0,1,,,,,,,,,,,,,2,2,1,1,2,1,1,1,2,9,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,9,9,9,2,2,2,2,2,1,1,1,2,1,1,1,2,2,9,1,2,2,2,2,2,2,2,9,1,2,9,2,2,2,2,2,9,9,2,1,9,9,9,1,2,1,2,9,9,9,1,2,9,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,9,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,9,9,9,2,2,1,1,9,9,2
454,MOUNT ROYAL,Quebec,1924 - 1966,26,1963.04.08,2201,9dabb150-bb52-445b-84d2-25d358e604a2,"MACNAUGHTON, Alan",37648,0.7035,Liberal Party of Canada,"Barrister and solicitor, lawyer",,0,6,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
