Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H29S1V001,H29S1V002,H29S1V003,H29S1V004,H29S1V005,H29S1V006,H29S1V007,H29S1V008,H29S1V009,H29S1V010,H29S1V011,H29S1V012,H29S1V013,H29S1V014,H29S1V015,H29S1V016,H29S1V017,H29S1V018,H29S1V019,H29S1V020,H29S1V021,H29S1V022,H29S1V023,H29S1V024,H29S1V025,H29S1V026,H29S1V027,H29S1V028,H29S1V029,H29S1V030,H29S1V031,H29S1V032,H29S1V033,H29S1V034,H29S1V035,H29S1V036,H29S1V037,H29S1V038,H29S1V039,H29S1V040,H29S1V041,H29S1V042,H29S1V043,H29S1V044,H29S1V045,H29S1V046,H29S1V047,H29S1V048,H29S1V049,H29S1V050,H29S1V051,H29S1V052,H29S1V053,H29S1V054,H29S1V055,H29S1V056,H29S1V057,H29S1V058,H29S1V059,H29S1V060,H29S1V061,H29S1V062,H29S1V063,H29S1V064,H29S1V065,H29S1V066,H29S1V067,H29S1V068,H29S1V069,H29S1V070,H29S1V071,H29S1V072,H29S1V073,H29S2V001,H29S2V002,H29S2V003,H29S2V004,H29S2V005,H29S2V006,H29S2V007,H29S2V008
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,01.09.1973,01.11.1973,01.15.1973,01.18.1973,01.23.1973,01.23.1973,01.23.1973,01.25.1973,02.06.1973,02.13.1973,02.22.1973,02.26.1973,02.28.1973,03.06.1973,03.16.1973,03.26.1973,03.26.1973,03.26.1973,03.26.1973,03.28.1973,03.28.1973,04.17.1973,05.29.1973,06.06.1973,06.06.1973,06.06.1973,06.12.1973,06.12.1973,06.12.1973,06.14.1973,06.14.1973,06.20.1973,06.21.1973,06.26.1973,07.04.1973,07.26.1973,08.30.1973,08.31.1973,09.10.1973,09.19.1973,10.18.1973,10.18.1973,10.24.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.10.1973,12.19.1973,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.10.1974,01.11.1974,01.11.1974,03.01.1974,03.05.1974,03.12.1974,03.26.1974,04.04.1974,04.16.1974,04.23.1974,05.08.1974
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,SURREY--WHITE ROCK,British Columbia,1971 - 1976,29,1972.10.30,537,279663fb-c05e-4f76-934e-36da39af24a9,"MATHER, Barry",21598,0.474,New Democratic Party,"Columnist, journalist",,0,5,,,,,,,,,,,,,2,2,2,1,1,1,2,9,1,1,2,2,1,2,9,2,1,2,1,2,1,9,2,2,2,1,1,1,1,2,2,2,2,9,2,9,9,2,2,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,1,1,1,1,1,1,1,1,1,2,2,9,9,2,9,9,9,9,1
388,LEEDS,Ontario,1903 - 1976,29,1972.10.30,554,28c4f9db-9b1e-4f9a-a2bb-543630f591c8,"COSSITT, Tom",18130,0.5391,Progressive Conservative Party,"Business executive, businessman, executive",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,9,9,2,2,1,2,2,1,2,1,9,9,1,1,2,9,9,1,9,1,9,9,9,2,1,1,1,2,1,1,2,2,9,9,9,9,9,9,9,9,9,1,2,1,2,2,2,2,2,2,1,9,1,1,1,1,1,1,9,9,2,1
108,CAPE BRETON HIGHLANDS--CANSO,Nova Scotia,1966 - 1996,29,1972.10.30,560,29120c21-7fca-48fe-bd93-53ba86e83429,"MACEACHEN, Allan Joseph",16929,0.5081,Liberal Party of Canada,"Economist, professor",,0,7,,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,9,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
651,SAINT-MAURICE,Quebec,1966 - 2003,29,1972.10.30,581,2aa8c3e9-f46e-4c78-b9ff-04bec0ed5050,"CHRETIEN, Jean",19840,0.5666,Liberal Party of Canada,Lawyer,,1,4,,1,,,,,,,,,,,2,2,9,9,9,9,9,9,9,9,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,9,9,1,2,1,9,9,9,1,2,9,2,2,1,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,9,1,2
769,VEGREVILLE,Alberta,1924 - 1996,29,1972.10.30,582,2ab82d94-802a-482b-afff-5b9d30277acd,"MAZANKOWSKI, Don",19500,0.7294,Progressive Conservative Party,Businessman,,0,2,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,9,1,9,1,9,9,9,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,9,9,9,1,1,1,2,2,2,1
723,TERREBONNE,Quebec,1867 - 1996,29,1972.10.30,586,2afe8a2e-6c8a-4430-814a-98507dc61d01,"COMTOIS, J.-Roland",24928,0.4706,Liberal Party of Canada,"Military, professional engineer, reservist",,1,3,,,1,,,,,,,,,,2,2,2,2,1,1,2,9,1,1,2,2,1,2,9,9,9,9,9,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,9,2,1,1,2,1,9,9,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,2,9,2
4,AHUNTSIC,Quebec,1966 - 1976,29,1972.10.30,589,2b7e4f6a-94db-4cf6-b09b-91946d9d0511,"SAUVE, Jeanne",21741,0.5425,Liberal Party of Canada,Journalist,,1,1,,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,9,9,2,2,1,2,2,1,9,9,1,2,1,1,2,1,1,2,9,2,9,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,9,1,2
811,WESTMORLAND--KENT,New Brunswick,1966 - 1987,29,1972.10.30,598,2c59ff15-0f47-43c6-8c66-2693d08ea867,"LEBLANC, Romeo-Adrien",14747,0.5599,Liberal Party of Canada,"Correspondent, journalist, lecturer, professor",,1,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,9,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,9,9,9,2,2,1,2,1,1,9,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
143,CHICOUTIMI,Quebec,1924 - 2000,29,1972.10.30,605,2cfa19d1-38d7-43de-ae78-92beab14fc1e,"LANGLOIS, Paul",15655,0.4364,Liberal Party of Canada,"Businessman, industrialist",,1,3,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,9,9,9,1,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,2,1,2
523,OTTAWA--CARLETON,Ontario,1966 - 1987,29,1972.10.30,613,2d6cfb9d-1d91-419c-835b-2bc796126fab,"TURNER, John",31316,0.4743,Liberal Party of Canada,Lawyer,,0,5,,1,,,,,,,England,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,9,9,9,9,2,1,1,1,2,2,1,2,2,1,2,2,1,9,1,1,9,1,1,2,9,2,2,1,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,9,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
671,SAULT STE. MARIE,Ontario,1966 - 1987,29,1972.10.30,656,30d9d056-9c06-4681-82c3-4c033ed9fe9a,"SYMES, Cyril",12903,0.3671,New Democratic Party,Teacher,,0,1,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,9,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,9,1,1
619,ROSEDALE,Ontario,1933 - 1996,29,1972.10.30,666,3182f9f8-dbee-4324-93f2-30c9df730339,"MACDONALD, Donald S.",16073,0.4402,Liberal Party of Canada,Lawyer,,0,5,,1,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,9,9,9,1,2,2,1,2,2,1,2,2,9,2,1,1,9,1,1,2,1,2,2,1,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
113,CAPE BRETON--EAST RICHMOND,Nova Scotia,1966 - 1976,29,1972.10.30,675,31f9003f-61b2-46f3-8583-3537e0560943,"MACINNIS, Donald",12071,0.3869,Progressive Conservative Party,Miner,,0,6,,,,,,,,,,,,,1,1,1,1,2,2,1,2,9,9,2,1,2,1,1,1,2,2,2,2,1,2,2,9,9,9,1,2,1,9,9,1,9,2,1,2,1,1,1,1,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,2,2,1
235,GASPE,Quebec,1867 - 1996,29,1972.10.30,680,3224057b-3ca6-47fc-84bb-7bde43885234,"CYR, Alexandre",12422,0.5379,Liberal Party of Canada,"Accountant, businessman, executive, public servant, secretary, secretary-treasurer",,1,3,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,9,1,1,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,9,9,2
1266,ST. PAUL'S,Ontario,1966 - ,29,1972.10.30,682,323ab143-f718-4a06-b5fe-85824f1ac30f,"ATKEY, Ronald",15676,0.4254,Progressive Conservative Party,Lawyer,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,9,9,2,1,9,9,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,9,9,9,1,1,9,9,1,1,1,9,9,2,1
170,DAVENPORT,Ontario,1933 - ,29,1972.10.30,684,328b9cb9-24ea-4602-abb8-ff33227c2f3f,"CACCIA, Charles L.",9366,0.4371,Liberal Party of Canada,"Economist, educator, publisher",,0,2,,,,,,,,,Italy,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,9,9,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
686,SIMCOE NORTH,Ontario,1867 - ,29,1972.10.30,686,329379c4-3b01-4b09-87ba-4c5de970dabc,"RYNARD, P.B.",22145,0.4793,Progressive Conservative Party,"Physician, surgeon",,0,7,,,,,,,,,,,,,9,1,1,9,2,2,1,9,2,2,9,1,2,1,9,1,2,2,2,2,1,2,2,9,9,9,1,2,1,2,1,1,1,9,1,9,1,9,1,9,9,9,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,9,9,9,9,1,9,1,9,9,9,1
814,WETASKIWIN,Alberta,1924 - ,29,1972.10.30,693,3303ba00-7497-4aa7-98c2-416104c8fc8e,"SCHELLENBERGER, Stan",19353,0.6203,Progressive Conservative Party,Agrologist,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,9,9,9,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,9,1,1,1,2,9,2,1
265,HALIFAX--EAST HANTS,Nova Scotia,1966 - 1976,29,1972.10.30,697,3339c35a-5f0e-4122-9fb3-eada7d8f5bf7,"MCCLEAVE, Bob",27645,0.5806,Progressive Conservative Party,"Dean, editor, journalist, judge, lawyer",,0,6,,,,,,,,,,,,,9,1,9,9,9,9,9,2,2,1,9,1,2,1,9,1,2,2,2,9,9,2,2,1,9,1,9,9,1,9,1,1,9,2,1,9,9,9,1,1,1,9,2,1,1,1,9,9,1,9,9,2,2,2,2,1,2,1,2,2,1,2,9,2,2,2,2,2,2,1,9,9,9,9,1,1,1,2,9,9,1
483,NIAGARA FALLS,Ontario,1952 - ,29,1972.10.30,719,34799ea1-2466-4664-9bdc-f0fabec7dd0d,"HUEGLIN, Joe",15701,0.4062,Progressive Conservative Party,Teacher,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,9,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,9,1,2,1,9,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,9,9,2,1
773,VERDUN,Quebec,1952 - 1980,29,1972.10.30,730,356b3da2-aff0-4859-9541-4fdcbaad2a58,"MACKASEY, Bryce",20943,0.6044,Liberal Party of Canada,"Businessman, manufacturer, merchant",,0,5,,,,,,,,,,,,,2,2,2,9,1,1,2,1,1,1,2,2,9,2,9,2,1,1,1,9,1,1,1,9,2,1,9,9,9,9,9,1,2,9,9,9,9,1,2,9,2,2,1,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,2,2,1,2,2,2,9,9,2,9,1,2,1,2
719,SWIFT CURRENT--MAPLE CREEK,Saskatchewan,1953 - 1987,29,1972.10.30,795,39f68867-1f9e-4a19-9894-90c682509566,"HAMILTON, Frank",11500,0.4012,Progressive Conservative Party,Farmer,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,1,2,9,9,9,9,1,2,1,2,1,1,1,2,9,9,1,1,1,9,9,9,9,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,9,9,1,1,9,1,2,9,2,1
276,HASTINGS,Ontario,1966 - 1976,29,1972.10.30,800,3a444dfc-ebfe-4462-98e9-5143291d49c9,"ELLIS, Jack",16591,0.529,Progressive Conservative Party,"Entrepreneur, manager",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,9,2,1,1,2,1,1,2,1,2,1,9,1,2,1,2,1,1,1,9,9,9,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
857,YORKTON--MELVILLE,Saskatchewan,1966 - ,29,1972.10.30,805,3aa665bd-9be3-4142-bf3c-cb3fa717b0cb,"NYSTROM, Lorne",15998,0.477,New Democratic Party,"Consultant, teacher",,0,2,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,2,2,1,2,9,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,9,9,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,9,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1
234,GANDER--TWILLINGATE,Newfoundland and Labrador,1966 - 1987,29,1972.10.30,806,3ac86cec-5a1b-424f-8098-fe0934aecbb5,"LUNDRIGAN, John Howard",12420,0.5309,Progressive Conservative Party,"Businessman, teacher",,0,2,,,,,,,,,,,,,1,1,1,9,2,2,1,9,1,1,2,1,2,1,1,1,2,2,2,2,1,9,2,1,2,1,1,2,1,2,1,9,9,2,1,9,1,9,1,1,9,9,2,1,1,1,2,1,1,9,2,2,2,2,2,1,2,1,2,2,9,2,9,9,9,9,9,9,9,9,1,1,1,9,1,9,1,9,9,9,1
1127,SAINT-HENRI,Quebec,1952 - 1977,29,1972.10.30,827,3c8558d4-2824-405e-99e9-65613d269bb4,"LOISELLE, Gerard",7191,0.3764,Liberal Party of Canada,"Insurance broker, merchant",,1,7,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
793,WELLAND,Ontario,1867 - 1987,29,1972.10.30,830,3ca9b13a-9911-49c9-9d54-63d20792b80a,"RAILTON, Victor",18693,0.4929,Liberal Party of Canada,"Physician, surgeon",,0,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,9,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,9,2,1,2
233,GAMELIN,Quebec,1966 - 1987,29,1972.10.30,839,3d803f27-9b53-40ed-b0a1-c836c7b6b0b3,"PORTELANCE, Arthur",20860,0.5192,Liberal Party of Canada,"Businessman, sales representative",,1,2,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,9,9,1,1,2,2,1,2,2,1,2,2,1,9,9,1,2,1,1,2,9,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,2,1,2
205,EGMONT,Prince Edward Island,1966 - ,29,1972.10.30,844,3dca74f6-5eb5-4526-befa-b79d37632453,"MACDONALD, David Samuel Horne",7868,0.5578,Progressive Conservative Party,"Author, clergyperson",,0,3,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,9,9,2,1,1,2,1,1,2,1,9,9,9,9,2,9,2,1,1,1,1,2,2,1,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,9,1
708,STORMONT--DUNDAS,Ontario,1966 - 1999,29,1972.10.30,849,3e0d75d7-a08d-413b-9413-e6054d79e797,"LAMOUREUX, Lucien",17347,0.5264,Independent,"Barrister, lawyer",,1,5,,,,,,,,,,,,,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1119,MOUNT ROYAL,Quebec,1966 - 1987,29,1972.10.30,857,3e66b4c9-6dae-4083-8d96-5d3f94979e94,"TRUDEAU, Pierre-Elliott",36875,0.8063,Liberal Party of Canada,"Lawyer, professor of law, writer",,1,3,,1,,,,,,,,,,,2,2,2,9,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,9,9,1,1,2,1,9,9,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,9,1,2
764,VANCOUVER SOUTH,British Columbia,1914 - 1996,29,1972.10.30,884,402c56ca-0019-4905-903e-4ab16649e19b,"FRASER, John A.",17762,0.4003,Progressive Conservative Party,"Barrister, barrister and solicitor, lawyer, military, military",,0,1,,,,,,,,,Japan,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,9,9,9,1,2,1,2,1,1,1,2,9,9,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,9,2,2,1
219,ETOBICOKE,Ontario,1966 - 1976,29,1972.10.30,910,42384049-a834-4ef3-a8b5-1d7a39c20ca8,"GILLESPIE, Alastair",32008,0.4482,Liberal Party of Canada,Business executive,,1,2,,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,9,1,1,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,9,9,2
731,TIMISKAMING,Ontario,1933 - 1993,29,1972.10.30,958,451d41d6-6f60-40ef-87f1-bd1aea75e8c2,"PETERS, Arnold",11327,0.4897,New Democratic Party,"Miner, representative",,0,7,,,,,,,,,,,,,2,2,2,9,9,9,9,1,1,1,2,2,9,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,9,9,9,9,9,9,9,9,1,2,2,2,2,9,2,1,9,1,1
273,HAMILTON--WENTWORTH,Ontario,1966 - 1996,29,1972.10.30,964,45766eab-c243-496b-957b-1b69003756ee,"O'SULLIVAN, Sean",18611,0.3851,Progressive Conservative Party,"Executive assistant, journalist",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,9,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,9,9,9,9,9,9,9,9,9,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
373,LAPOINTE,Quebec,1947 - 1976,29,1972.10.30,967,45bcd670-d606-46f3-9335-bd4e5300b1a3,"MARCEAU, Gilles",16423,0.5766,Liberal Party of Canada,Lawyer,,1,2,,,1,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,9,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
819,WINDSOR--WALKERVILLE,Ontario,1966 - 1987,29,1972.10.30,1027,4b34370d-5e62-4479-a0b0-7bd3a601fef1,"MACGUIGAN, Mark",17298,0.4381,Liberal Party of Canada,Professor of law,,0,2,,,1,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,9,9,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
396,LEVIS,Quebec,1867 - 1998,29,1972.10.30,1060,4e0d6776-0998-4c61-bba2-59461547d946,"GUAY, Raynald",17588,0.4419,Liberal Party of Canada,Lawyer,,1,4,,,1,,,,,,,,,,2,2,2,2,1,1,2,1,1,9,2,2,1,2,9,2,1,1,1,2,1,1,2,2,2,1,2,2,1,9,9,1,2,1,1,2,9,9,2,1,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,2,1,2
818,WINDSOR WEST,Ontario,1966 - ,29,1972.10.30,1062,4e3a9e68-a6fb-4e24-9458-cfe2e836c8bc,"GRAY, Herb",17966,0.492,Liberal Party of Canada,Lawyer,,0,5,,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,9,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,9,2,2,2,2,2,2,2,1,9,2,2,2,2,9,2,1,9,1,2
321,KAMLOOPS--CARIBOO,British Columbia,1966 - 1976,29,1972.10.30,1072,4ef2efff-d84c-42fd-b0e6-1f1a6cdc3f6e,"MARCHAND, Leonard S.",14707,0.3519,Liberal Party of Canada,Agricultural scientist,,0,2,,,1,,,,,First Nations,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,9,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
372,LANGELIER,Quebec,1966 - 1990,29,1972.10.30,1086,4ff4a33a-f82d-47c1-90cc-10cd8c78bb05,"MARCHAND, Jean",14725,0.5731,Liberal Party of Canada,Unionist,,1,3,,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,9,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,9,2,9,9,1,2,9,2
285,HIGH PARK--HUMBER VALLEY,Ontario,1972 - 1976,29,1972.10.30,1101,514e5018-9663-4503-9bb9-0d09c7138f1b,"JELINEK, Otto",18329,0.4235,Progressive Conservative Party,Businessman,,0,1,,,,,,,,,Czechoslovakia,,,,1,1,1,1,9,9,9,9,2,1,9,9,9,1,9,1,2,2,2,2,1,2,2,9,9,9,1,2,1,2,1,1,1,2,1,2,1,1,1,1,9,9,2,1,1,1,2,1,1,2,2,9,9,9,9,9,9,9,9,9,1,9,1,2,2,2,2,2,2,1,1,1,1,1,9,9,1,2,2,2,1
693,SOUTH SHORE,Nova Scotia,1966 - 2003,29,1972.10.30,1127,53582230-b17d-4b34-9398-b8e59787ba07,"CROUSE, Lloyd R.",18653,0.573,Progressive Conservative Party,"Administrator, business executive",,0,7,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,9,2,1,2,1,1,2,1,2,1,1,1,2,1,9,1,1,9,9,1,1,2,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,2,9,9,1
