Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H29S1V001,H29S1V002,H29S1V003,H29S1V004,H29S1V005,H29S1V006,H29S1V007,H29S1V008,H29S1V009,H29S1V010,H29S1V011,H29S1V012,H29S1V013,H29S1V014,H29S1V015,H29S1V016,H29S1V017,H29S1V018,H29S1V019,H29S1V020,H29S1V021,H29S1V022,H29S1V023,H29S1V024,H29S1V025,H29S1V026,H29S1V027,H29S1V028,H29S1V029,H29S1V030,H29S1V031,H29S1V032,H29S1V033,H29S1V034,H29S1V035,H29S1V036,H29S1V037,H29S1V038,H29S1V039,H29S1V040,H29S1V041,H29S1V042,H29S1V043,H29S1V044,H29S1V045,H29S1V046,H29S1V047,H29S1V048,H29S1V049,H29S1V050,H29S1V051,H29S1V052,H29S1V053,H29S1V054,H29S1V055,H29S1V056,H29S1V057,H29S1V058,H29S1V059,H29S1V060,H29S1V061,H29S1V062,H29S1V063,H29S1V064,H29S1V065,H29S1V066,H29S1V067,H29S1V068,H29S1V069,H29S1V070,H29S1V071,H29S1V072,H29S1V073,H29S2V001,H29S2V002,H29S2V003,H29S2V004,H29S2V005,H29S2V006,H29S2V007,H29S2V008
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,01.09.1973,01.11.1973,01.15.1973,01.18.1973,01.23.1973,01.23.1973,01.23.1973,01.25.1973,02.06.1973,02.13.1973,02.22.1973,02.26.1973,02.28.1973,03.06.1973,03.16.1973,03.26.1973,03.26.1973,03.26.1973,03.26.1973,03.28.1973,03.28.1973,04.17.1973,05.29.1973,06.06.1973,06.06.1973,06.06.1973,06.12.1973,06.12.1973,06.12.1973,06.14.1973,06.14.1973,06.20.1973,06.21.1973,06.26.1973,07.04.1973,07.26.1973,08.30.1973,08.31.1973,09.10.1973,09.19.1973,10.18.1973,10.18.1973,10.24.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.10.1973,12.19.1973,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.10.1974,01.11.1974,01.11.1974,03.01.1974,03.05.1974,03.12.1974,03.26.1974,04.04.1974,04.16.1974,04.23.1974,05.08.1974
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,ROCKY MOUNTAIN,Alberta,1966 - 1976,29,1972.10.30,2261,a247d1d3-3b05-46ac-b9f3-6622ab25d695,"CLARK, Joe",12984,0.5163,Progressive Conservative Party,"Journalist, lecturer",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,9,9,9,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,2,2,2,1
342,KINGSTON AND THE ISLANDS,Ontario,1966 - ,29,1972.10.30,2308,a5991092-dfe7-49e8-af99-874d3a54d86b,"MACDONALD, Flora",22824,0.5344,Progressive Conservative Party,"Administrator, consultant, secretary, tutor",,0,1,,,,,,,,,,,,,1,1,1,9,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,9,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
574,PROVENCHER,Manitoba,1871 - ,29,1972.10.30,2309,a59b2ec7-63a6-4ab2-adc9-53f2dea03531,"EPP, Jake",11262,0.4534,Progressive Conservative Party,"Business executive, teacher",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,9,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,9,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,9,1
855,YORK--SUNBURY,New Brunswick,1914 - 1987,29,1972.10.30,2336,a7474277-44f0-499e-89da-c9e09d502fa6,"HOWIE, J. Robert",20362,0.5297,Progressive Conservative Party,Lawyer,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,9,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,9,9,1,1,2,9,9,1,1,1,9,9,9,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,9,9,9,9,9,9,9,9,1,1,1,9,1,1,1,9,2,2,1
182,DRUMMOND,Quebec,1966 - ,29,1972.10.30,2381,aa0746ce-7f96-4324-8879-dc0a9ee676f7,"BOISVERT, Jean-Marie",15923,0.4222,Social Credit,Teacher,,1,1,,,,,,,,,,,,,2,2,1,9,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,2,9,9,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,9,9,9,9,9,9,9,9,2,1,1,1,1,1,1,2,2,9,2,2
517,OSHAWA--WHITBY,Ontario,1967 - 1976,29,1972.10.30,2384,aa40bd53-d3d5-4a04-8bff-608d6728890a,"BROADBENT, Edward",23757,0.4181,New Democratic Party,Professor,,0,2,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,9,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,9,9,9,9,9,9,9,2,9,2,9,1,1,1,1,1,1,1,1,9,9,9,2,2,2,2,1,9,1,1
787,VILLENEUVE,Quebec,1947 - 1976,29,1972.10.30,2388,aa88d5a7-bf74-4577-a2d8-5dadca5bd508,"TETRAULT, Oza",12070,0.4772,Social Credit,President / manager,,1,2,,,,,,,,,,,,,2,9,1,1,1,1,1,9,9,2,9,9,1,2,2,2,1,2,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,1,1,1,2,2,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,2,2,9,9,2
332,KENT--ESSEX,Ontario,1966 - 1976,29,1972.10.30,2404,abbdf9eb-2086-4dda-a172-15499ab2305c,"DANFORTH, Harold W.",18837,0.5325,Progressive Conservative Party,Farmer,,0,5,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,9,2,1,2,1,1,2,1,2,1,1,1,2,1,9,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,9,9,1
124,CARLETON--CHARLOTTE,New Brunswick,1966 - 1996,29,1972.10.30,2407,ac221b2f-7ac1-40e1-ab4d-76db02682569,"MCCAIN, Fred A.",14431,0.6019,Progressive Conservative Party,"Businessman, farmer, produce dealer, teacher",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,9,9,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,9,2,1
42,BEAUHARNOIS--SALABERRY,Quebec,1971 - 1976,29,1972.10.30,2409,ac2deb3a-df24-46e0-836e-f56573763ca6,"LANIEL, Gerald",16745,0.4843,Liberal Party of Canada,"Insurance broker, military, reservist",,1,5,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,9,1,1,9,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,2,1,2
503,NORTHUMBERLAND--MIRAMICHI,New Brunswick,1955 - 1987,29,1972.10.30,2411,ac79c65e-d041-4fe2-b7df-bf78a048b750,"SMITH, G.A. Percy",10922,0.4725,Liberal Party of Canada,"Barrister, lawyer",,0,2,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,9,1,2,2,1,2,2,1,2,2,9,9,1,1,9,1,1,2,9,2,2,1,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,2,2,2,9,2,9,9,1,9,1,2
761,VANCOUVER KINGSWAY,British Columbia,1952 - 1987,29,1972.10.30,2425,adda36bc-8669-4e53-b76d-1081337ec422,"MACINNIS, Grace",18108,0.5681,New Democratic Party,"Homemaker, teacher, writer",,0,3,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,9,9,9,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,9,9,9,9,9,9,9,9,1,2,2,2,2,2,2,1,9,1,1
158,COMPTON,Quebec,1966 - 1978,29,1972.10.30,2452,afbb5b06-cb55-4cc8-b5af-780f0063bbb1,"LATULIPPE, Henry",11636,0.3095,Social Credit,"Industrialist, merchant",,1,5,,,,,,,,,,,,,2,2,9,9,1,1,1,1,1,2,1,9,2,2,2,2,1,2,1,1,1,1,2,9,9,9,1,1,1,1,2,1,9,9,1,9,1,1,9,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,1,1,1,9,9,1,1,2,9,9,2
169,DAUPHIN,Manitoba,1903 - 1983,29,1972.10.30,2467,b0dc3ba1-fe48-402c-abb0-275ec311bb8d,"RITCHIE, Gordon",12584,0.5442,Progressive Conservative Party,"Physician, surgeon",,0,2,,,,,,,,,,,,,1,1,1,9,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,1,1,2,2,1,2,1,2,1,9,9,9,1,9,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,9,9,9,1,1,1,2,2,2,1
528,OXFORD,Ontario,1933 - ,29,1972.10.30-1973.12.21,2474,b1671015-8c69-4c16-9555-da7a421b4912,"NESBITT, Wally",25438,0.6253,Progressive Conservative Party,"Barrister, lawyer",,0,8,,,,,,,,,,Died in office: 1973.12.21,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,1,1,1,2,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
44,BELLECHASSE,Quebec,1867 - 1996,29,1972.10.30,2478,b1ccfdc7-2d27-496a-a1d7-37b8dd920000,"LAMBERT, Adrien",12999,0.4479,Social Credit,Farmer,,1,2,,,,,,,,,,,,,2,9,1,1,1,1,1,1,1,2,9,9,1,1,9,2,1,2,2,1,1,1,2,2,1,9,1,1,1,9,9,1,1,2,1,9,9,9,2,2,9,9,9,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,9,1,9,9,9,9,9,9,9,9,9,1,1,1,9,9,9,2,9,9,1,2
420,MAISONNEUVE--ROSEMONT,Quebec,1970 - 1976,29,1972.10.30,2484,b209dc4f-2be7-44e9-bd8b-b42615cb8549,"THOMAS, J.-Antonio",13607,0.4518,Liberal Party of Canada,"Foreman, superintendent",,1,3,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,9,2,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,2,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,2,1,2
102,CALGARY SOUTH,Alberta,1952 - 1987,29,1972.10.30,2523,b522c91d-9a11-492c-b2f9-cf822d7d66f0,"BAWDEN, Peter",34925,0.5812,Progressive Conservative Party,Businessman,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,9,2,2,1,2,1,1,2,1,2,1,1,1,2,9,9,1,1,1,1,9,9,9,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,9,1,1,9,1,1,1,9,9,2,1
424,MARQUETTE,Manitoba,1871 - 1976,29,1972.10.30,2533,b608fe3d-ba81-4177-a6b0-77b0575956aa,"STEWART, Craig",16155,0.63,Progressive Conservative Party,"Automobile dealer, garage owner / operator, insurance broker",,0,2,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,9,2,1,2,1,9,9,9,9,9,9,9,2,2,1,2,2,1,2,1,2,1,1,1,2,1,9,1,1,1,1,9,9,9,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,9,2,1
408,LOUIS-HEBERT,Quebec,1966 - ,29,1972.10.30,2557,b7f1698a-e742-4781-a486-13f361693774,"MORIN, Albanie",30928,0.5782,Liberal Party of Canada,Professor,,1,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,9,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,9,1,2
536,PARRY SOUND--MUSKOKA,Ontario,1947 - ,29,1972.10.30,2558,b7f39a72-55df-48bd-acff-73eeb8fe2318,"DARLING, Stan",14297,0.4749,Progressive Conservative Party,"Insurance agent, insurance broker, realtor",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
354,LAC-SAINT-JEAN,Quebec,1947 - 2000,29,1972.10.30,2570,b8b44e5f-2064-4195-9cb1-770b1066e67d,"LESSARD, Marcel",11165,0.469,Liberal Party of Canada,Foreman,,1,4,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,9,9,2,2,1,2,2,1,2,2,1,2,1,2,9,9,9,9,1,1,9,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
484,NICKEL BELT,Ontario,1952 - ,29,1972.10.30,2572,b8d398f6-0459-4cd1-9369-c5cb5c1d7dd6,"RODRIGUEZ, John",14033,0.4603,New Democratic Party,Teacher,,0,1,,,,,,,,,British Guyana,,,,2,2,2,9,1,1,2,1,1,1,2,2,2,2,9,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,9,1,2,1,2,2,9,2,2,2,1,2,2,2,1,2,2,1,1,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,1,1,1,1,9,9,9,2,9,9,1,9,9,9,1
669,SASKATOON--BIGGAR,Saskatchewan,1966 - 1976,29,1972.10.30,2580,b93145cd-34e5-47e0-a52d-d85c71e31e53,"GLEAVE, Alf A.P.",16777,0.4281,New Democratic Party,"Farmer, grain grower, seed grower",,0,2,,,,,,,,,,,,,2,9,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,9,9,2,2,2,9,2,2,9,9,9,9,9,9,9,9,9,1,1,1,2,2,2,2,2,1,9,9,1,1,1,1,1,1,1,1,1,2,2,2,2,2,9,1,9,9,1
759,VANCOUVER EAST,British Columbia,1933 - ,29,1972.10.30,2584,b9a1003c-7de2-4a36-81c0-9c3842dbdb6e,"NEALE, C. Paddy",13525,0.4881,New Democratic Party,Secretary-treasurer,,0,1,,,,,,,,,,,,,2,2,2,9,1,1,2,1,1,1,2,2,1,2,9,2,1,2,1,2,1,9,1,2,2,1,1,1,1,9,9,2,2,1,2,9,2,2,2,9,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,1,2,2,2,2,2,2,9,9,9,1
689,SKEENA,British Columbia,1914 - 2003,29,1972.10.30,2595,ba1f4916-0b63-4654-9f27-242c3d276e6e,"HOWARD, Frank",13100,0.4777,New Democratic Party,"Logger, union staff member",,0,7,,,,,,,,,,,,,2,9,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,9,1,1,2,1,1,1,1,2,2,2,2,2,2,9,2,9,9,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,9,9,9,2,2,2,2,9,1,1,1
695,SOUTH WESTERN NOVA,Nova Scotia,1966 - 1976,29,1972.10.30,2618,bba77dd2-2c2b-44f3-997d-7777bd1cf011,"HALIBURTON, Charles E.",15039,0.5018,Progressive Conservative Party,"Barrister, lawyer",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,9,1,2,1,9,9,9,2,1,1,1,2,1,9,1,1,1,1,9,9,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,9,9,9,1,1,1,9,9,2,1
812,WESTMOUNT,Quebec,1966 - 1978,29,1972.10.30,2634,bcf1b481-1534-4cda-8cad-80c22792e971,"DRURY, C.M.",24049,0.6003,Liberal Party of Canada,"Businessman, lawyer, public servant",,0,5,,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,9,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,9,1,2
116,CARDIGAN,Prince Edward Island,1966 - ,29,1972.10.30,2682,c0abac27-72aa-4cd8-8292-5296307e6e89,"MACDONALD, Daniel Joseph",5528,0.4454,Liberal Party of Canada,"Farmer, military, military",,0,1,,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,9,9,9,2,2,1,2,2,1,2,1,1,9,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,9,9,2,2,2,2,1,2,1,2
272,HAMILTON WEST,Ontario,1903 - 2003,29,1972.10.30,2705,c1f28411-ee02-4c23-9765-00b8c66fa99b,"ALEXANDER, Lincoln M.",19837,0.5265,Progressive Conservative Party,"Barrister and solicitor, lawyer",,0,2,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,9,1,1,1,1,9,9,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
352,LABELLE,Quebec,1892 - 1987,29,1972.10.30,2720,c32c74a5-e4ff-4e12-914e-9047290829b3,"DUPRAS, Maurice",15807,0.4286,Liberal Party of Canada,"Businessman, insurance broker",,1,2,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,9,9,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,9,9,9,9,9,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
824,WINNIPEG SOUTH,Manitoba,1914 - 1976,29,1972.10.30,2733,c42c88dd-3857-40fe-a2dd-a5dc179e8ffc,"RICHARDSON, James",25534,0.5089,Liberal Party of Canada,Businessman,,0,2,,1,,,,,,,,,,,2,9,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,9,9,9,2,2,1,2,2,1,2,1,1,9,9,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,9,9,2,2,2,2,1,2,1,2
377,LASALLE,Quebec,1966 - 1973,29,1972.10.30,2737,c48253a3-d397-42f0-b1fa-7ea62c70cb1a,"CAMPBELL, John",30816,0.6163,Liberal Party of Canada,"Businessman, insurance agent",,0,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,9,9,9,9,2,1,9,2,9,9,9,2,2,1,2,2,1,2,9,1,2,1,1,2,9,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,2,9,2
555,PORT ARTHUR,Ontario,1933 - 1976,29,1972.10.30,2752,c5839d00-6380-4e74-91ce-c7dedadc181e,"ANDRAS, Bob",14351,0.5236,Liberal Party of Canada,"Automobile dealer, businessman",,0,3,,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,9,2,1,9,2,1,9,9,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,2,2,1,2,2,2,2,9,2,2,1,9,1,2
1257,ST. JOHN'S EAST,Newfoundland and Labrador,1952 - 1987,29,1972.10.30,2762,c66cf26a-e903-46cf-9b31-057ed4080f6c,"MCGRATH, James A.",17728,0.6047,Progressive Conservative Party,"Advertising executive, advertising salesman, broadcaster, sales agent, sales executive",,0,5,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,9,1,1,2,1,1,2,1,2,1,9,1,2,1,2,1,1,1,1,9,9,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
848,YORK WEST,Ontario,1914 - ,29,1972.10.30,2772,c6ba1fdf-fd67-4837-9fb4-a95bf59c0f15,"FLEMING, Jim",22270,0.3949,Liberal Party of Canada,"Commentator, executive assistant, journalist",,0,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,9,9,9,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
670,SASKATOON--HUMBOLDT,Saskatchewan,1966 - 1976,29,1972.10.30,2811,c97a5dad-3c56-4861-9d78-991bb0107b29,"LANG, Otto",24733,0.4551,Liberal Party of Canada,"Dean, lawyer",,0,2,,1,,,,,,,,,,,2,2,2,2,1,1,2,9,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,9,9,1,1,2,1,2,2,1,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,2,9,9,9,9,9,9,9,9,9,2,9,9,2,2,2,2,1,9,9,2
547,PETERBOROUGH,Ontario,1952 - ,29,1972.10.30,2814,c9947361-b10b-499d-b18f-118914c71526,"FAULKNER, Hugh",20282,0.4549,Liberal Party of Canada,Teacher,,0,3,,1,,,,,,,,,,,9,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,9,9,1,1,2,2,1,2,2,1,2,2,9,2,1,1,2,1,9,2,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
365,LAMBTON--KENT,Ontario,1933 - 1976,29,1972.10.30,2817,c9d6a895-dcc2-4f5f-b67c-ce2a995d8cb8,"HOLMES, J.R. Bob",16306,0.5353,Progressive Conservative Party,Physician,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,9,9,2,1,1,2,1,1,2,1,2,1,1,1,2,1,9,1,1,1,9,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,2,2,2,1
763,VANCOUVER QUADRA,British Columbia,1947 - ,29,1972.10.30,2843,cbd15076-7da5-411f-b2df-85bd2fbece81,"CLARKE, Bill",17767,0.4257,Progressive Conservative Party,"Businessman, chartered accountant",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,9,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,9,2,1
269,HAMILTON EAST,Ontario,1903 - 2003,29,1972.10.30,2847,cc275cc9-05f6-4a1e-9dc5-ad07470a59ef,"MUNRO, John Carr",13053,0.4307,Liberal Party of Canada,"Barrister and solicitor, lawyer",,0,5,,1,,,,,,,,,,,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,9,2,1,9,1,2
531,PALLISER,Alberta,1966 - 1976,29,1972.10.30,2859,cd078383-3a12-4e0c-bc6b-c654b8fa1ad7,"SCHUMACHER, Stan",29284,0.6408,Progressive Conservative Party,"Barrister, lawyer",,0,2,,,,,,,,,,,,,1,1,1,1,2,2,1,9,2,2,2,1,2,1,1,1,2,2,2,9,9,2,2,1,2,2,9,9,9,9,9,9,9,2,9,9,9,1,1,9,9,9,2,1,1,1,2,1,1,2,2,2,2,2,9,9,9,1,2,2,1,2,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,2,2,2,1
786,VICTORIA--HALIBURTON,Ontario,1966 - 1998,29,1972.10.30,2861,cd2c6059-07dd-4cbf-83af-038dc3aa8b0e,"SCOTT, Bill",18450,0.5768,Progressive Conservative Party,Merchant,,0,3,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,1,2,9,1,2,1,1,2,1,2,1,1,1,2,1,9,1,9,1,9,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,9,9,9,1,1,1,1,9,2,2,1
