Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H27S1V001,H27S1V002,H27S1V003,H27S1V004,H27S1V005,H27S1V006,H27S1V007,H27S1V008,H27S1V009,H27S1V010,H27S1V011,H27S1V012,H27S1V013,H27S1V014,H27S1V015,H27S1V016,H27S1V017,H27S1V018,H27S1V019,H27S1V020,H27S1V021,H27S1V022,H27S1V023,H27S1V024,H27S1V025,H27S1V026,H27S1V027,H27S1V028,H27S1V029,H27S1V030,H27S1V031,H27S1V032,H27S1V033,H27S1V034,H27S1V035,H27S1V036,H27S1V037,H27S1V038,H27S1V039,H27S1V040,H27S1V041,H27S1V042,H27S1V043,H27S1V044,H27S1V045,H27S1V046,H27S1V047,H27S1V048,H27S1V049,H27S1V050,H27S1V051,H27S1V052,H27S1V053,H27S1V054,H27S1V055,H27S1V056,H27S1V057,H27S1V058,H27S1V059,H27S1V060,H27S1V061,H27S1V062,H27S1V063,H27S2V001,H27S2V002,H27S2V003,H27S2V004,H27S2V005,H27S2V006,H27S2V007,H27S2V008,H27S2V009,H27S2V010,H27S2V011,H27S2V012,H27S2V013,H27S2V014,H27S2V015,H27S2V016,H27S2V017,H27S2V018,H27S2V019,H27S2V020,H27S2V021,H27S2V022,H27S2V023,H27S2V024,H27S2V025,H27S2V026,H27S2V027,H27S2V028,H27S2V029,H27S2V030,H27S2V031,H27S2V032,H27S2V033,H27S2V034,H27S2V035
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,01.20.1966,01.21.1966,01.25.1966,01.27.1966,01.27.1966,03.09.1966,03.10.1966,03.10.1966,03.22.1966,03.22.1966,04.04.1966,04.05.1966,04.05.1966,04.05.1966,04.19.1966,04.21.1966,04.25.1966,05.02.1966,05.03.1966,05.09.1966,05.09.1966,05.17.1966,05.19.1966,06.06.1966,06.27.1966,07.14.1966,07.14.1966,07.14.1966,08.31.1966,08.31.1966,09.07.1966,10.06.1966,10.20.1966,10.20.1966,10.24.1966,10.25.1966,11.02.1966,11.22.1966,12.08.1966,12.08.1966,12.20.1966,12.20.1966,12.21.1966,01.27.1967,02.02.1967,02.02.1967,02.09.1967,02.16.1967,02.16.1967,02.28.1967,03.01.1967,03.01.1967,03.02.1967,03.02.1967,03.15.1967,03.16.1967,03.21.1967,03.21.1967,03.21.1967,04.03.1967,04.20.1967,04.25.1967,04.25.1967,05.11.1967,05.15.1967,05.15.1967,05.17.1967,05.24.1967,05.24.1967,07.07.1967,10.03.1967,10.05.1967,10.05.1967,10.10.1967,10.24.1967,10.24.1967,11.08.1967,11.13.1967,11.15.1967,11.16.1967,11.21.1967,11.21.1967,11.23.1967,11.30.1967,11.30.1967,11.30.1967,12.07.1967,12.11.1967,02.01.1968,02.06.1968,02.07.1968,02.19.1968,02.28.1968,02.29.1968,03.13.1968,03.15.1968,03.20.1968,03.20.1968
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,VANCOUVER CENTRE,British Columbia,1914 - ,27,1965.11.08,2044,928620b3-3f64-4cc5-bd23-a8acd6ca1756,"NICHOLSON, Jack R.",9008,0.4008,Liberal Party of Canada,"Barrister and solicitor, lawyer",,0,3,,1,,,,,,,,,,,2,9,2,2,2,9,9,9,2,2,2,1,1,1,2,9,9,1,9,1,9,2,9,2,2,9,9,9,2,1,2,9,2,9,2,1,9,2,2,1,2,1,2,9,9,9,9,9,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,2,2,9,9,2,2,2,2,1,2,2,1,9,2,9,9,9,9,1,2,1,1,1,1
768,VAUDREUIL--SOULANGES,Quebec,1914 - 1966,27,1965.11.08,2050,931e9f4e-5057-4773-869e-1d9abdb3b9cc,"EMARD, Rene",8955,0.5079,Liberal Party of Canada,Unionist,,1,2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,2,1,9,2,9,9,9,2,1,2,1,2,2,2,1,2,2,2,1,9,9,2,9,9,9,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,9,2,2,2,2,2,2,9,2,2,2,2,2,2,2,9,2,2,2,2,9,2,2,1,2,2,9,9,9,1,1,2,1,1,9,9
608,RICHELIEU--VERCHERES,Quebec,1933 - 1966,27,1965.11.08-1967.04.03,2053,93651988-2631-417c-96e4-174904755eb1,"CARDIN, Louis-Joseph-Lucien",15697,0.604,Liberal Party of Canada,Lawyer,,1,7,,1,,,,,,,United States,Resignation. For health reasons and to return to his law practice: 1967.04.03,,,9,2,2,9,2,2,2,2,9,9,9,2,2,2,2,9,1,9,2,9,9,2,9,2,9,9,1,1,2,1,2,9,2,9,9,9,2,2,2,1,9,9,2,1,2,1,2,2,1,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
608,RICHELIEU--VERCHERES,Quebec,1933 - 1966,27,1967.05.29,2061,940c6dff-d4ce-4d9f-a278-234d175236a4,"TREMBLAY, Jacques-R.",10577,0.6632,Liberal Party of Canada,Life underwriter,,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,2,2,2,2,2,2,9,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,1,1,1,1
291,HUMBER--ST. GEORGE'S,Newfoundland and Labrador,1949 - 1966,27,1965.11.08,2066,9489ab9c-9ef3-40d5-813a-6bf676f6dcaf,"BATTEN, Herman Maxwell",13855,0.628,Liberal Party of Canada,"School principal, teacher",,0,6,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,1,2,9,2,2,2,1,1,2,1,2,9,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,9,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,2,1,2,1,1,2,1,1,1,9
245,GRAND FALLS--WHITE BAY--LABRADOR,Newfoundland and Labrador,1952 - 1987,27,1965.11.08-1966.08.01 and 1967.11.06,2083,95a5d297-cff6-4bbb-bcf4-8951bad11b91,"GRANGER, Charles Ronald",17933,0.7096,Liberal Party of Canada,Journalist,,0,4,,1,1,,,,,,,Resignation. Enters provincial politics in Newfoundland: 1966.08.01,,,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,9,9,2,9,9,2,1,9,9,2,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,2,2,1,2,2,1,2,2,2,9,2,1,1,2,1,1,1,1
76,BROME--MISSISQUOI,Quebec,1924 - 1966,27,1965.11.08,2087,95d80bc3-ef90-4b95-aa06-66756301e54b,"GRAFFTEY, Heward",9662,0.4999,Progressive Conservative Party,"Author, businessman, lawyer, lumber merchant, merchant",,0,4,,,,,,,,,,,,,1,1,1,9,1,1,1,1,2,1,2,1,2,1,2,1,9,1,1,1,1,9,9,9,9,9,9,9,1,2,1,2,9,9,9,9,9,9,1,1,1,1,1,2,9,9,9,9,9,9,1,9,1,9,2,9,9,9,9,2,9,2,9,9,1,1,9,1,1,9,1,9,2,9,9,9,1,1,2,2,2,1,1,2,2,1,2,1,9,9,1,9,2,9,2,2,9,9
474,NANAIMO--COWICHAN--THE ISLANDS,British Columbia,1962 - 1976,27,1965.11.08,2116,97f9d88f-ae28-4f99-8f6c-2ec41c4accfa,"CAMERON, Colin",12337,0.4545,New Democratic Party,"Economist, farmer, industrial worker",,0,5,,,,,,,,,England,,,,9,1,1,1,2,1,1,1,1,1,2,1,2,1,9,9,1,1,2,2,1,1,1,9,1,1,2,9,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,9,9,1,9,9,1,1,1,1,2,1,1,9,9,9,9,1,2,9,1,2,2,1,9,9,2,1,1,1,2,1,1,9,1,2,2,1,1,1,2,2,1,1,1,1,9,9,2,2,1,2,2,2,1
58,BOW RIVER,Alberta,1914 - 1966,27,1965.11.08,2150,9a216666-6b6a-4761-9a98-afc11747bf5f,"WOOLLIAMS, Eldon M.",12611,0.5314,Progressive Conservative Party,"Barrister and solicitor, teacher, trial lawyer",,0,4,,,,,,,,,,,,,9,1,1,2,1,1,1,1,2,1,9,2,2,2,9,1,2,9,9,9,9,1,9,1,2,9,9,9,1,9,9,2,1,1,9,9,1,1,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,1,9,9,9,1,9,9,9,1,1,1,1,1,1,2,1,2,1,1,2,9,9,9,9,9,2,2,9,2,2,9,9
855,YORK--SUNBURY,New Brunswick,1914 - 1987,27,1965.11.08,2155,9aacb4d8-699a-4b45-937d-4ce774464e48,"MACRAE, J. Chester",15813,0.4852,Progressive Conservative Party,Teacher,,0,5,,,,,,,,,,,,,1,1,1,2,1,1,1,1,9,9,2,2,2,2,2,1,2,1,1,1,9,1,1,9,9,9,9,9,1,2,1,9,9,9,9,9,9,1,1,1,9,9,9,9,9,9,1,1,2,2,1,2,9,9,9,2,1,2,2,2,2,2,2,9,1,1,1,2,1,9,1,9,9,9,1,1,9,9,1,1,2,1,2,1,1,2,2,1,9,9,9,9,2,9,2,2,1,1
132,CHAPLEAU,Quebec,1933 - 1966,27,1965.11.08,2165,9b3dd9d2-7778-4d49-a34d-5f5d73259bfd,"LAPRISE, Gerard",15402,0.5982,Ralliement Creditiste,Carpenter,,1,3,,,,,,,,,,,,,2,1,1,1,1,2,2,2,2,1,2,2,2,2,9,9,1,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,9,9,1,1,9,9,2,1,1,9,9,1,2,2,2,9,1,9,1,1,2,9,1,1,9,2,1,1,1,9,9,9,1,9,9,1,1,1,2,1,1,9,2,1,2,9,9,9,1,9,2,2,1,2,1,1,2,2,2,9
614,RIMOUSKI,Quebec,1867 - 1980,27,1965.11.08,2166,9b457323-545c-477c-8437-1533e317eb33,"LEBLANC, Guy",11372,0.4231,Liberal Party of Canada,"Consulting forestry engineer, land surveyor, life insurance agent",,1,1,,,,,,,,,,,,,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,2,9,9,2,1,9,2,2,1,1,2,1,2,1,2,2,2,1,9,2,2,1,9,9,9,1,2,1,2,2,1,9,2,2,2,1,9,2,2,2,1,9,1,1,9,2,2,2,2,2,2,9,2,2,2,9,2,2,9,2,2,2,2,2,2,1,2,2,2,2,2,1,2,9,1,2,1,1,1,1
125,CARTIER,Quebec,1924 - 1966,27,1965.11.08,2184,9c7dcb09-291d-46ff-a24a-1e789d090b21,"KLEIN, Milton L.",5389,0.5064,Liberal Party of Canada,Lawyer,,0,2,,,,,,,,,,,,,9,2,2,2,2,2,2,2,2,2,9,1,1,1,2,2,9,9,2,9,9,2,1,2,2,2,1,1,2,1,2,1,2,2,2,9,2,2,9,9,9,9,9,1,9,9,9,9,9,1,9,9,2,1,1,2,9,9,9,9,1,9,9,2,2,2,2,2,2,9,2,9,9,9,2,2,9,9,2,2,2,2,9,9,9,9,9,2,9,9,2,9,1,2,1,1,9,9
263,HALIFAX,Nova Scotia,1867 - ,27,1965.11.08,2189,9cb3329c-5fe9-4802-9ac6-72983fd57600,"FORRESTALL, J. Michael",40983,0.2234,Progressive Conservative Party,"Businessman, journalist, manager",,0,1,,,,,,,,,,,,,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,9,1,1,1,1,1,9,9,1,2,2,1,2,1,2,1,1,1,1,1,9,1,1,1,1,1,9,1,2,1,1,2,9,1,2,1,2,2,2,1,2,2,2,2,2,2,9,9,9,1,9,9,1,1,2,2,1,1,1,1,9,9,9,2,1,1,2,2,1,2,1,9,2,1,9,2,2,2,2,1,2
759,VANCOUVER EAST,British Columbia,1933 - ,27,1965.11.08,2226,9fa12394-384b-4e7a-872b-8230b0e27dd7,"WINCH, Harold Edward",11854,0.5689,New Democratic Party,Electrician,,0,6,,,,,,,,,England,,,,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,9,9,1,1,1,1,1,1,9,9,1,2,2,1,2,2,9,2,2,9,9,9,9,9,9,9,9,9,2,9,9,1,1,2,1,1,1,1,2,9,9,9,9,9,9,1,2,9,9,2,2,1,1,1,2,1,1,1,2,1,1,2,1,9,2,1,1,1,2,2,1,1,1,1,2,1,9,2,1,2,2,9,1
206,ELGIN,Ontario,1933 - 1990,27,1965.11.08,2234,a03cc51b-d439-416e-98e6-ee954c4d9415,"STAFFORD, Harold E.",13343,0.4817,Liberal Party of Canada,Lawyer,,0,1,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,9,1,2,1,9,2,1,2,2,2,1,9,2,1,2,1,9,9,2,1,2,2,2,1,2,1,2,1,2,1,9,2,1,9,9,9,9,9,9,9,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,9,1,2,1,1,1,1
315,JASPER--EDSON,Alberta,1933 - 1966,27,1967.11.06,2237,a072bc3c-c2eb-4362-bb4b-e8bcaa457272,"CASTON, Douglas M.",6818,0.5444,Progressive Conservative Party,Newspaper publisher,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,2,1,2,1,1,2,2,1,2,2,1,9,2,9,2,2,1,2
542,PERTH,Ontario,1933 - 1970,27,1965.11.08,2241,a0f7fa4b-ece7-4588-afc0-d76760d9d88c,"MONTEITH, J. Waldo",13558,0.5516,Progressive Conservative Party,Chartered accountant,,0,6,,,,,,,,,,,,,1,1,1,2,1,1,9,9,2,1,2,2,2,2,9,9,9,9,1,1,1,1,1,9,2,9,9,9,1,2,9,9,9,9,9,9,9,9,1,1,1,1,1,9,1,2,1,9,9,2,9,9,1,2,2,9,1,2,2,9,2,2,9,9,1,1,1,1,1,9,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,9,2,2,9,9
187,DURHAM,Ontario,1903 - 1966,27,1965.11.08,2259,a23284af-ce25-4adb-9960-a4be0fc598bd,"HONEY, Russell Clayton",8017,0.4249,Liberal Party of Canada,"Barrister, lawyer",,0,3,,,,,,,,,,,,,9,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,1,1,2,1,9,9,2,1,1,2,1,2,9,2,2,2,1,2,2,2,1,9,9,9,1,2,1,2,2,1,9,2,2,9,9,1,2,2,2,1,1,1,9,2,2,2,2,2,2,2,1,2,9,9,9,2,2,9,9,9,9,2,2,1,2,2,1,9,2,2,1,2,1,1,2,1,1,1,1
527,OUTREMONT--ST-JEAN,Quebec,1947 - 1966,27,1967.05.29,2290,a4776909-4107-4bd8-b725-cea3e2cfdb2f,"NOEL, Aurelien",6262,0.5467,Liberal Party of Canada,"Chartered accountant, lawyer, lecturer, professor",,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,2,2,9,9,2,9,2,9,2,2,9,9,9,9,2,2,2,1,2,1,1,2,1,1,1,1
315,JASPER--EDSON,Alberta,1933 - 1966,27,1965.11.08-1967.05.08,2303,a51b971d-def8-4a0a-bb73-d7116425be67,"HORNER, Hugh M.",14909,0.588,Progressive Conservative Party,"Physician, surgeon",,0,4,,,,,,,,,,Resignation. Enters provincial politics in Alberta: 1967.05.08,,,1,1,1,1,1,9,9,9,9,9,2,2,2,2,9,9,9,9,1,9,9,1,1,9,2,9,9,9,1,2,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,1,2,2,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
138,CHARLOTTE,New Brunswick,1867 - 1966,27,1965.11.08,2314,a5b251f8-f76c-413d-a5c9-bc2deadbea6a,"MCLEAN, Allan",5879,0.5083,Liberal Party of Canada,"Industrialist, manufacturer",,0,3,,,,,,,,,,,,,9,9,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,2,9,9,2,9,9,2,9,9,9,9,9,9,9,2,9,2,1,9,9,2,1,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,9,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,9,9,2,2,2,9,9,1,1,2,1,1,1,1
1257,ST. JOHN'S EAST,Newfoundland and Labrador,1952 - 1987,27,1965.11.08,2369,a9672b54-c1bc-410c-a8d8-4bb61c26d69e,"O'KEEFE, Joseph P.",16182,0.5597,Liberal Party of Canada,"Executive, manager/owner, supermarket, merchant",,0,2,,,,,,,,,,,,,9,2,2,2,2,2,2,2,2,2,2,9,9,9,2,2,1,1,2,9,9,2,1,2,2,9,9,9,2,1,2,1,9,9,9,9,2,2,2,1,2,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,2,2,2,2,2,2,1,2,2,2,2,9,9,9,2,2,2,2,2,1,9,9,9,9,2,9,1,2,1,1,2,1,1,1,1
521,OTTAWA EAST,Ontario,1933 - 1973,27,1965.11.08,2372,a990e2af-c044-40da-880c-510347167930,"RICHARD, J.-T.",15107,0.6939,Liberal Party of Canada,"Barrister, lawyer",,0,8,,,,,,,,,,,,,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,9,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,9,9,9,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,9,2,2,2,2,9,9,9,2,2,9,9,2,1,1,2,1,1,1,1
328,KENT,Ontario,1914 - 1966,27,1965.11.08,2404,abbdf9eb-2086-4dda-a172-15499ab2305c,"DANFORTH, Harold W.",15472,0.5095,Progressive Conservative Party,"Administrator, business executive",,0,3,,,,,,,,,,,,,9,1,1,2,1,1,9,9,2,1,2,2,2,2,2,1,2,1,1,1,1,9,9,9,9,1,2,9,1,2,1,9,1,1,9,1,1,1,1,1,9,9,1,2,1,2,9,1,2,2,1,9,1,2,2,9,9,9,9,9,2,2,9,2,9,9,9,1,1,1,1,9,9,1,1,1,1,9,9,9,2,1,2,1,1,2,2,1,9,9,1,2,2,2,2,2,1,1
41,BEAUHARNOIS--SALABERRY,Quebec,1952 - 1966,27,1965.11.08,2409,ac2deb3a-df24-46e0-836e-f56573763ca6,"LANIEL, Gerald",16145,0.5004,Liberal Party of Canada,"Insurance broker, military, reservist",,1,3,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,2,1,1,2,1,9,9,9,9,9,2,1,2,1,2,2,2,1,2,2,9,9,2,1,2,1,2,1,2,2,1,9,9,9,9,9,9,9,9,9,9,1,1,1,2,2,2,2,2,2,2,9,2,9,9,9,2,2,9,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1
373,LAPOINTE,Quebec,1947 - 1976,27,1965.11.08-1966.08.28,2416,acd5380d-f564-427d-821a-4528ecdba8f3,"GREGOIRE, Gilles",13210,0.4961,Ralliement Creditiste,"Advertising executive, businessman, journalist, publicist",,1,3,1,,,1,,,,,,,,,2,1,1,1,1,2,2,2,2,1,9,2,2,2,9,9,1,2,2,2,9,1,2,9,2,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
373,LAPOINTE,Quebec,1947 - 1976,27,1966.08.29,2416.1,acd5380d-f564-427d-821a-4528ecdba8f3,"GREGOIRE, Gilles",13210,0.4961,Independent,"Advertising executive, businessman, journalist, publicist",,1,3,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,2,2,2,1,2,2,2,1,1,9,9,9,9,9,9,9,9,1,2,1,9,2,9,9,9,1,1,1,2,2,9,1,9,9,9,9,9,2,2,2,1,1,1,2,9,9,9,9,1,9,1,1,2,9,9,9,1,9,1,2,1,2,2,1,9,2,2,2
1127,SAINT-HENRI,Quebec,1952 - 1977,27,1965.11.08,2420,ad47c102-ab18-46f6-bc2e-773dd621c151,"LESSARD, H.-Pit",12310,0.5079,Liberal Party of Canada,"Agent, garage owner / operator",,1,4,,,,,,,,,,,,,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,9,9,2,1,9,9,2,1,1,2,1,2,9,9,9,9,1,9,2,2,1,2,1,2,9,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,9,1,2,1,1,1,1
761,VANCOUVER KINGSWAY,British Columbia,1952 - 1987,27,1965.11.08,2425,adda36bc-8669-4e53-b76d-1081337ec422,"MACINNIS, Grace",13730,0.4908,New Democratic Party,"Homemaker, teacher, writer",,0,1,,,,,,,,,,,,,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,9,1,1,2,1,9,9,1,1,1,2,2,1,2,2,2,9,9,9,9,2,1,1,1,1,1,9,2,9,9,1,1,2,9,9,9,9,9,1,1,1,2,2,9,1,1,9,1,2,2,1,1,1,2,1,9,9,2,1,1,2,1,2,2,1,1,1,9,9,9,1,1,1,2,2,2,2,1,2,2,2,1
431,MEDICINE HAT,Alberta,1907 - ,27,1965.11.08-1967.09.24,2440,af0c867e-b570-40f2-b26a-5d005e6d5a98,"OLSON, H.A. Bud",12997,0.5155,Social Credit,"Farmer, merchant, rancher",,0,4,1,,,1,,,,,,,,,2,2,2,9,9,2,9,9,2,2,9,1,1,2,2,2,1,9,9,9,9,2,1,9,2,9,9,9,2,1,9,2,2,1,9,9,9,2,9,9,2,1,9,9,2,1,9,9,9,1,2,2,2,1,1,2,9,9,9,1,1,1,2,9,2,2,2,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
431,MEDICINE HAT,Alberta,1907 - ,27,1967.09.25,2440.1,af0c867e-b570-40f2-b26a-5d005e6d5a98,"OLSON, H.A. Bud",12997,0.5155,Liberal Party of Canada,"Farmer, merchant, rancher",,0,4,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,2,2,2,9,2,2,2,2,1,9,9,9,2,2,9,9,2,1,1,2,1,1,9,9
365,LAMBTON--KENT,Ontario,1933 - 1976,27,1965.11.08,2449,afa7e8b7-f58c-4e78-9365-a98d20084c46,"MCCUTCHEON, Mac Thomas",10303,0.5226,Progressive Conservative Party,Farmer,,0,2,,,,,,,,,,,,,1,1,1,2,1,1,1,1,9,9,2,1,2,2,2,1,2,9,1,9,9,1,1,9,2,9,9,9,1,2,9,2,9,9,9,1,1,1,1,1,9,9,9,9,9,9,1,1,2,9,1,2,1,2,2,2,1,2,2,9,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,2,2,1,2,9,9,9,2,1,9,9,9,9,2,2,2,2,9,9
159,COMPTON--FRONTENAC,Quebec,1947 - 1966,27,1965.11.08,2452,afbb5b06-cb55-4cc8-b5af-780f0063bbb1,"LATULIPPE, Henry",7240,0.4818,Ralliement Creditiste,"Industrialist, merchant",,1,3,,,,,,,,,,,,,2,1,1,1,1,2,2,2,2,1,9,2,2,2,1,2,9,2,2,9,9,1,2,9,9,9,9,9,2,1,2,2,2,1,9,2,2,9,9,9,1,1,1,2,2,1,1,1,2,1,2,2,2,9,9,1,1,1,2,9,1,1,9,2,1,1,9,9,9,1,9,1,1,9,9,9,2,9,9,9,9,9,9,1,9,2,9,9,2,9,1,9,1,9,2,2,2,9
528,OXFORD,Ontario,1933 - ,27,1965.11.08,2474,b1671015-8c69-4c16-9555-da7a421b4912,"NESBITT, Wally",17657,0.5565,Progressive Conservative Party,"Barrister, lawyer",,0,6,,,,,,,,,,,,,1,1,1,1,1,1,1,1,9,9,2,2,2,2,9,1,2,9,1,1,1,1,9,9,2,9,9,9,1,2,1,2,9,9,1,9,1,9,9,9,1,1,9,9,1,2,1,9,9,2,1,2,1,2,9,9,9,9,9,9,2,2,9,2,9,9,1,9,9,1,9,2,2,1,1,1,1,1,1,1,2,1,2,9,9,9,2,1,2,2,1,9,2,9,2,2,9,9
419,MAISONNEUVE--ROSEMONT,Quebec,1933 - 1966,27,1965.11.08,2484,b209dc4f-2be7-44e9-bd8b-b42615cb8549,"THOMAS, J.-Antonio",17663,0.4566,Liberal Party of Canada,"Foreman, superintendent",,1,1,,,,,,,,,,,,,2,2,2,2,2,2,2,2,9,9,2,2,2,2,2,2,1,1,2,9,9,2,9,2,9,9,9,9,2,1,9,1,2,2,9,9,2,2,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,2,2,2,1,2,1,1,2,1,1,1,1
595,REGINA CITY,Saskatchewan,1933 - 1966,27,1965.11.08,2493,b29bb908-d27f-476a-ae8c-72e0363577db,"MORE, Ken",15437,0.4029,Progressive Conservative Party,"Businessman, clothier, manager, secretary-treasurer",,0,4,,,,,,,,,,,,,1,1,1,2,1,1,1,1,2,1,2,2,2,2,9,1,9,9,1,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,1,9,9,1,9,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,9,9,9,2,1,1,9,2,2,9,1,1,9,9,2,1,2,1,2,1,1,2,9,9,9,9,9,2,2,9,2,2,9,9
