Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H31S1V001,H31S1V002,H31S1V003,H31S1V004,H31S1V005,H31S1V006,H31S1V007,H31S1V008
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,10.09.1979,10.11.1979,10.15.1979,10.25.1979,11.06.1979,12.04.1979,12.10.1979,12.13.1979
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,
168,DARTMOUTH--HALIFAX EAST,Nova Scotia,1966 - 1987,31,1979.05.22,2189,9cb3329c-5fe9-4802-9ac6-72983fd57600,"FORRESTALL, Mike",21441,0.4872,Progressive Conservative Party,"Businessman, journalist, manager",,0,5,,,,,,,,,,,,,2,2,2,2,2,1,1,2
347,KOOTENAY EAST--REVELSTOKE,British Columbia,1977 - 1987,31,1979.05.22,2202,9dce881e-c1e3-458c-a569-833ed891a77f,"GRAHAM, Stan",12904,0.4075,Progressive Conservative Party,Businessman,,0,1,,,,,,,,,Northern Ireland,,,,2,2,2,2,2,1,1,2
689,SKEENA,British Columbia,1914 - 2003,31,1979.05.22,2258,a23123f4-9e40-4b5a-8a6d-1cf81a56c4a8,"FULTON, Jim",10996,0.4182,New Democratic Party,"Executive director, probation officer",,0,1,,,,,,,,,,,,,2,1,1,9,1,2,2,1
839,YELLOWHEAD,Alberta,1976 - ,31,1979.05.22,2261,a247d1d3-3b05-46ac-b9f3-6622ab25d695,"CLARK, Joe",28849,0.7,Progressive Conservative Party,"Journalist, lecturer",,0,3,,1,,,,,,,,,,,2,2,2,2,2,1,1,2
227,FRASER VALLEY WEST,British Columbia,1966 - 1996,31,1979.05.22,2277,a3e7d649-bca5-467e-93b1-86911b50a1ca,"WENMAN, Robert L.",26892,0.5421,Progressive Conservative Party,"Businessman, investment counsellor, teacher",,0,2,,,,,,,,,,,,,9,2,2,9,2,1,1,2
408,LOUIS-HEBERT,Quebec,1966 - ,31,1979.05.22,2282,a405dd7c-2912-4119-90b8-11c1146a7cf6,"DAWSON, Dennis",37908,0.66,Liberal Party of Canada,"Administrator, government relations advisor, public affairs consultant",,0,2,,,,,,,,,,,,,2,2,1,1,1,2,2,1
643,SAINT-JEAN,Quebec,1966 - ,31,1979.05.22,2289,a469cd1e-df71-4927-894c-3cb9f450572f,"MASSE, Paul-Andre",28496,0.645,Liberal Party of Canada,Public servant,,1,1,,,,,,,,,,,,,2,2,1,1,1,2,9,1
342,KINGSTON AND THE ISLANDS,Ontario,1966 - ,31,1979.05.22,2308,a5991092-dfe7-49e8-af99-874d3a54d86b,"MACDONALD, Flora",21277,0.4769,Progressive Conservative Party,"Administrator, consultant, secretary, tutor",,0,3,,1,,,,,,,,,,,2,2,2,2,2,1,9,9
574,PROVENCHER,Manitoba,1871 - ,31,1979.05.22,2309,a59b2ec7-63a6-4ab2-adc9-53f2dea03531,"EPP, Jake",17030,0.5167,Progressive Conservative Party,"Business executive, teacher",,0,3,,1,,,,,,,,,,,2,2,2,2,2,1,1,2
214,ESSEX--KENT,Ontario,1976 - 1996,31,1979.05.22,2316,a5e5719a-9f46-4d87-8735-8e48aa80aa6d,"DAUDLIN, Bob",14457,0.4462,Liberal Party of Canada,Lawyer,,0,2,,,,,,,,,,,,,2,9,1,1,1,2,9,1
725,THE BATTLEFORDS--MEADOW LAKE,Saskatchewan,1976 - 1996,31,1979.05.22,2335,a6fffcf0-715d-440a-86bf-65889908bbfa,"NYLANDER, Terry A.",11003,0.3794,Progressive Conservative Party,Farmer,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2
855,YORK--SUNBURY,New Brunswick,1914 - 1987,31,1979.05.22,2336,a7474277-44f0-499e-89da-c9e09d502fa6,"HOWIE, J. Robert",21722,0.5505,Progressive Conservative Party,Lawyer,,0,3,,1,,,,,,,,,,,2,2,2,2,2,1,1,2
115,CAPILANO,British Columbia,1966 - 1987,31,1979.05.22,2365,a94811da-283f-40aa-84b6-809890ebbe90,"HUNTINGTON, Ron",27099,0.5941,Progressive Conservative Party,"Agrologist, businessman, corporate executive, military, reservist",,0,2,,1,,,,,,,,,,,2,2,2,2,2,1,1,2
516,OSHAWA,Ontario,1976 - ,31,1979.05.22,2384,aa40bd53-d3d5-4a04-8bff-608d6728890a,"BROADBENT, Ed",29090,0.5126,New Democratic Party,Professor,,0,4,,,,,,,,,,,,,2,1,1,9,1,2,2,1
232,FUNDY--ROYAL,New Brunswick,1966 - 2003,31,1979.05.22,2385,aa4f6101-0038-477c-8c4c-7323743534ab,"CORBETT, Bob",19135,0.4728,Progressive Conservative Party,Businessman,,0,2,,,,,,,,,,,,,2,2,2,2,2,1,9,2
288,HOCHELAGA--MAISONNEUVE,Quebec,1978 - 2003,31,1979.05.22,2387,aa785846-d1fb-4deb-8576-736b326fcc22,"JOYAL, Serge",21059,0.619,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,9,9,9,1,1,2,9,9
124,CARLETON--CHARLOTTE,New Brunswick,1966 - 1996,31,1979.05.22,2407,ac221b2f-7ac1-40e1-ab4d-76db02682569,"MCCAIN, Fred",16603,0.5556,Progressive Conservative Party,"Businessman, farmer, produce dealer, teacher",,0,3,,,,,,,,,,,,,2,2,2,2,2,1,1,2
43,BEAUHARNOIS--SALABERRY,Quebec,1977 - ,31,1979.05.22,2409,ac2deb3a-df24-46e0-836e-f56573763ca6,"LANIEL, Gerald",26048,0.6389,Liberal Party of Canada,"Insurance broker, military, reservist",,1,7,,,,,,,,,,,,,9,9,1,9,1,9,9,1
286,HILLSBOROUGH,Prince Edward Island,1966 - 2003,31,1979.05.22,2462,b0a1f10c-bd00-4b10-934b-ac7b026143e4,"MCMILLAN, Thomas Michael",8338,0.5499,Progressive Conservative Party,Political scientist,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2
169,DAUPHIN,Manitoba,1903 - 1983,31,1979.05.22,2467,b0dc3ba1-fe48-402c-abb0-275ec311bb8d,"RITCHIE, Gordon",12239,0.4322,Progressive Conservative Party,"Physician, surgeon",,0,4,,,,,,,,,,,,,2,2,2,2,2,1,1,2
44,BELLECHASSE,Quebec,1867 - 1996,31,1979.05.22,2478,b1ccfdc7-2d27-496a-a1d7-37b8dd920000,"LAMBERT, Adrien",18702,0.4643,Social Credit,Farmer,,1,4,,,,,,,,,,,,,1,2,2,2,2,9,9,9
438,MERCIER,Quebec,1933 - 1980,31,1979.05.22,2488,b2250392-2871-461e-ace4-abf16919ca11,"HERVIEUX-PAYETTE, Celine",26784,0.5893,Liberal Party of Canada,"Administrator, businesswoman, director of public relations, lawyer",,1,1,,,,,,,,,,,,,2,2,1,1,1,2,2,1
1253,ST. BONIFACE,Manitoba,1952 - 1996,31,1979.05.22,2496,b2bac502-7edd-43fc-b68a-1edd076606f4,"BOCKSTAEL, Robert",19752,0.4089,Liberal Party of Canada,Businessman,,0,1,,,,,,,,,,,,,2,2,1,9,1,2,2,1
827,WINNIPEG--BIRDS HILL,Manitoba,1976 - 1987,31,1979.05.22,2506,b42f24b0-65c3-47aa-9997-d0678cacc904,"BLAIKIE, Bill",25492,0.5016,New Democratic Party,Clergyperson,,0,1,,,,,,,,,,,,,2,1,1,1,1,2,2,1
221,ETOBICOKE NORTH,Ontario,1976 - ,31,1979.05.22,2526,b584b209-262d-4ff7-afff-ad7b64ef8c69,"MACLAREN, Roy",20534,0.3966,Liberal Party of Canada,"Author, diplomat, publisher",,0,1,,,,,,,,,,,,,2,2,1,1,1,2,9,1
116,CARDIGAN,Prince Edward Island,1966 - ,31,1979.05.22,2529,b5b6cd91-70df-4577-a440-f6eb22b53284,"MACDONALD, Wilbur",8219,0.4811,Progressive Conservative Party,Farmer,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2
177,DOLLARD,Quebec,1952 - 1987,31,1979.05.22,2536,b660148b-1fa6-4cb1-91ad-98d018141b6e,"DESMARAIS, Louis R.",43294,0.7668,Liberal Party of Canada,Chartered accountant,,1,1,,,,,,,,,,,,,2,2,1,1,1,9,2,1
57,BOURASSA,Quebec,1976 - ,31,1979.05.22,2542,b742b494-325b-4986-bb97-f410d0d134d9,"ROSSI, Carlo",29929,0.6253,Liberal Party of Canada,"Detective lieutenant, police officer",,0,1,,,,,,,,,,,,,2,2,1,1,1,2,9,1
459,MONTMORENCY,Quebec,1966 - 1980,31,1979.05.22,2548,b767292d-068f-4ea1-a029-ac672d56bcf0,"DUCLOS, Louis",26870,0.6359,Liberal Party of Canada,Administrator,,1,2,,,,,,,,,,,,,2,9,1,9,1,2,9,1
162,COWICHAN--MALAHAT--THE ISLANDS,British Columbia,1976 - 1987,31,1979.05.22,2554,b7bc2149-6540-4b76-a2a1-b2a1e2ed1399,"TAYLOR, Don L.",19025,0.4353,Progressive Conservative Party,Teacher,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2
536,PARRY SOUND--MUSKOKA,Ontario,1947 - ,31,1979.05.22,2558,b7f39a72-55df-48bd-acff-73eeb8fe2318,"DARLING, Stan",19223,0.5258,Progressive Conservative Party,"Insurance agent, insurance broker, realtor",,0,3,,,,,,,,,,,,,2,2,2,9,2,1,1,2
547,PETERBOROUGH,Ontario,1952 - ,31,1979.05.22,2564,b8477412-c099-4b2b-89a8-94155dd3d914,"DOMM, Bill",22195,0.4446,Progressive Conservative Party,"Broadcaster, businessman, salesman",,0,1,,,,,,,,,,,,,2,2,2,9,2,1,1,2
354,LAC-SAINT-JEAN,Quebec,1947 - 2000,31,1979.05.22,2570,b8b44e5f-2064-4195-9cb1-770b1066e67d,"LESSARD, Marcel",18978,0.5259,Liberal Party of Canada,Foreman,,1,6,,,,,,,,,,,,,2,2,1,9,1,2,2,1
484,NICKEL BELT,Ontario,1952 - ,31,1979.05.22,2572,b8d398f6-0459-4cd1-9369-c5cb5c1d7dd6,"RODRIGUEZ, John",17772,0.4337,New Democratic Party,Teacher,,0,3,,,,,,,,,British Guyana,,,,2,1,1,9,1,2,9,1
503,NORTHUMBERLAND--MIRAMICHI,New Brunswick,1955 - 1987,31,1979.05.22,2603,ba852ff7-6032-40eb-a0ab-40ad79bdac9a,"DIONNE, Maurice A.",12893,0.4773,Liberal Party of Canada,"School principal, teacher",,1,2,,,,,,,,,,,,,2,2,1,1,1,9,9,1
511,OKANAGAN--SIMILKAMEEN,British Columbia,1976 - 1987,31,1979.05.22,2616,bb7e59e9-f6c1-4d00-b988-22389a317aa7,"KING, Fred",21008,0.4956,Progressive Conservative Party,"Farmer, orchardist, public servant",,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2
694,SOUTH WEST NOVA,Nova Scotia,1976 - 1996,31,1979.05.22,2618,bba77dd2-2c2b-44f3-997d-7777bd1cf011,"HALIBURTON, Charles E.",16512,0.4447,Progressive Conservative Party,"Barrister, lawyer",,0,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2
522,OTTAWA WEST,Ontario,1933 - 1996,31,1979.05.22,2624,bc386751-37af-41c9-8b69-2616ca791134,"BINKS, Ken",24981,0.4525,Progressive Conservative Party,Lawyer,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2
272,HAMILTON WEST,Ontario,1903 - 2003,31,1979.05.22,2705,c1f28411-ee02-4c23-9765-00b8c66fa99b,"ALEXANDER, Lincoln M.",19661,0.4645,Progressive Conservative Party,"Barrister and solicitor, lawyer",,0,4,,1,,,,,,,,,,,2,2,2,2,2,1,1,2
352,LABELLE,Quebec,1892 - 1987,31,1979.05.22,2720,c32c74a5-e4ff-4e12-914e-9047290829b3,"DUPRAS, Maurice",29614,0.6571,Liberal Party of Canada,"Businessman, insurance broker",,1,4,,,,,,,,,,,,,9,9,1,1,1,9,2,1
378,LASALLE,Quebec,1976 - 1987,31,1979.05.22,2737,c48253a3-d397-42f0-b1fa-7ea62c70cb1a,"CAMPBELL, John",36560,0.7508,Liberal Party of Canada,"Businessman, insurance agent",,0,3,,,,,,,,,,,,,9,9,9,9,1,9,9,1
562,PORTNEUF,Quebec,1867 - 2004,31,1979.05.22,2747,c5374d3c-8290-4d21-8d69-c58dae958bc3,"DION, Rolland",25297,0.6362,Liberal Party of Canada,Businessman,,1,1,,,,,,,,,,,,,2,2,1,9,1,2,2,1
759,VANCOUVER EAST,British Columbia,1933 - ,31,1979.05.22,2750,c561ac11-18ab-4c6c-8b7b-86b2e5484dfd,"MITCHELL, Margaret Anne",13697,0.4271,New Democratic Party,"Author, community-development worker, social worker",,0,1,,,,,,,,,,,,,2,1,1,1,1,2,2,1
729,THUNDER BAY--NIPIGON,Ontario,1976 - 1998,31,1979.05.22,2752,c5839d00-6380-4e74-91ce-c7dedadc181e,"ANDRAS, Bob",15674,0.4487,Liberal Party of Canada,"Automobile dealer, businessman",,0,5,,,,,,,,,,,,,9,9,1,1,1,2,9,1
1257,ST. JOHN'S EAST,Newfoundland and Labrador,1952 - 1987,31,1979.05.22,2762,c66cf26a-e903-46cf-9b31-057ed4080f6c,"MCGRATH, James A.",20262,0.5843,Progressive Conservative Party,"Advertising executive, advertising salesman, broadcaster, sales agent, sales executive",,0,7,,1,,,,,,,,,,,2,2,2,2,2,1,1,2
848,YORK WEST,Ontario,1914 - ,31,1979.05.22,2772,c6ba1fdf-fd67-4837-9fb4-a95bf59c0f15,"FLEMING, Jim",18410,0.4703,Liberal Party of Canada,"Commentator, executive assistant, journalist",,0,3,,,,,,,,,,,,,2,2,1,1,1,2,2,1
322,KAMLOOPS--SHUSWAP,British Columbia,1976 - 1987,31,1979.05.22,2781,c740cf20-0f7e-4dba-9fac-0c69221b527f,"CAMERON, Don",19369,0.4374,Progressive Conservative Party,Heavy construction contractor,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2
677,SHEFFORD,Quebec,1867 - ,31,1979.05.22,2785,c7818821-54ca-4818-959f-245a333b9c02,"LAPIERRE, Jean",25287,0.5147,Liberal Party of Canada,"Communicator, lawyer, radio & t.v. host",,1,1,,,,,,,,,,,,,2,2,1,9,1,2,2,1
483,NIAGARA FALLS,Ontario,1952 - ,31,1979.05.22,2816,c9d0ee45-e44a-4ead-93e8-f31a8167bcbf,"FROESE, Jake",16916,0.4192,Progressive Conservative Party,Fruit grower,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2
329,Kent,Ontario,1976 - 1996,31,1979.05.22,2817,c9d6a895-dcc2-4f5f-b67c-ce2a995d8cb8,"HOLMES, Bob",18007,0.5179,Progressive Conservative Party,Physician,,0,3,,,1,,,,,,,,,,2,2,2,2,2,1,1,2
763,VANCOUVER QUADRA,British Columbia,1947 - ,31,1979.05.22,2843,cbd15076-7da5-411f-b2df-85bd2fbece81,"CLARKE, Bill",19869,0.4557,Progressive Conservative Party,"Businessman, chartered accountant",,0,3,,,,,,,,,,,,,2,2,2,2,2,1,9,2
269,HAMILTON EAST,Ontario,1903 - 2003,31,1979.05.22,2847,cc275cc9-05f6-4a1e-9dc5-ad07470a59ef,"MUNRO, John Carr",14579,0.3812,Liberal Party of Canada,"Barrister and solicitor, lawyer",,0,7,,,,,,,,,,,,,2,2,1,1,1,2,9,1
786,VICTORIA--HALIBURTON,Ontario,1966 - 1998,31,1979.05.22,2861,cd2c6059-07dd-4cbf-83af-038dc3aa8b0e,"SCOTT, Bill",26624,0.5832,Progressive Conservative Party,Merchant,,0,5,,,,,,,,,,,,,2,2,2,9,2,1,1,2
496,NORTH VANCOUVER--BURNABY,British Columbia,1976 - 1987,31,1979.05.22,2876,cdf8723e-ad9d-4c59-82b8-71e3688ac0d7,"COOK, Chuck",16545,0.3818,Progressive Conservative Party,"Businessman, lumber merchant",,0,1,,,,,,,,,,,,,2,2,2,9,2,1,1,2
465,MOOSE JAW,Saskatchewan,1966 - 1987,31,1979.05.22,2882,ce8a46df-49aa-45eb-a0f7-991e64d2608e,"NEIL, Doug C.",16031,0.4851,Progressive Conservative Party,"Author, barrister and solicitor, lawyer",,0,3,,,,,,,,,,,,,2,2,2,2,2,1,1,2
222,ETOBICOKE--LAKESHORE,Ontario,1976 - ,31,1979.05.22,2889,cf6f8abf-dbbd-4298-ac83-79a883e4ad0d,"ROBINSON, Ken",15791,0.3473,Liberal Party of Canada,"Barrister, lawyer",,0,3,,,,,,,,,,,,,2,2,1,9,1,2,9,1
773,VERDUN,Quebec,1952 - 1980,31,1979.05.22,2901,d04697fb-56b4-4788-ae00-35bb44f59e5e,"SAVARD, Raymond",30178,0.7224,Liberal Party of Canada,"Administrator, businessman, merchant, stockholder, store owner",,1,2,,,,,,,,,,,,,2,2,1,1,1,2,9,1
793,WELLAND,Ontario,1867 - 1987,31,1979.05.22,2913,d1a80be4-63da-4898-bbf3-d4ff1df70125,"PARENT, Gilbert",16025,0.3721,Liberal Party of Canada,Teacher,,1,2,,,,,,,,,,,,,2,9,1,9,1,2,9,1
210,ESQUIMALT--SAANICH,British Columbia,1952 - 1987,31,1979.05.22,2914,d1c4aaea-4f83-4d4a-b04f-0ba13e6c4bc9,"MUNRO, Don",29791,0.5452,Progressive Conservative Party,Diplomat,,0,3,,,,,,,,,,,,,2,2,2,2,2,1,1,2
674,SCARBOROUGH WEST,Ontario,1966 - 1996,31,1979.05.22,2915,d1f1964b-8524-45ab-9832-0247b159887e,"WIGHTMAN, Bill",15697,0.3643,Progressive Conservative Party,Industrial relations officer,,0,1,,,1,,,,,,,,,,2,2,2,9,2,1,1,2
62,BRANDON--SOURIS,Manitoba,1952 - ,31,1979.05.22,2922,d25060a9-6d52-4461-a569-fc17c9e6d009,"DINSDALE, Walter",19108,0.5267,Progressive Conservative Party,"Lecturer, social worker, teacher",,0,11,,,,,,,,,,,,,2,2,2,9,2,1,1,2
86,BURIN--ST. GEORGE'S,Newfoundland and Labrador,1976 - 1996,31,1979.09.19,2946,d42a3cd4-9b5a-4083-bbb5-d0fa8fa6fb89,"SIMMONS, Roger",10434,0.5398,Liberal Party of Canada,Educator,,0,1,,,,,,,,,,,,,9,9,9,9,9,9,2,1
257,GUELPH,Ontario,1976 - 1987,31,1979.05.22,2954,d49b6eda-d09a-4e86-9668-9e2690c98c2c,"FISH, Albert",18149,0.4196,Progressive Conservative Party,Real estate appraiser,,0,1,,,,,,,,,England,,,,2,2,2,9,2,1,1,2
243,GLOUCESTER,New Brunswick,1867 - 1990,31,1979.05.22,2955,d4b8fbf1-c8ad-4200-b2d2-dbf1c946820e,"BREAU, Herb",18387,0.5161,Liberal Party of Canada,Business manager,,1,4,,,,,,,,,,,,,2,2,1,1,1,9,2,1
114,CAPE BRETON--THE SYDNEYS,Nova Scotia,1966 - 1987,31,1979.05.22,2964,d5594fa9-aa97-41c2-ab74-a3a608aae6e9,"MACLELLAN, Russell",12857,0.3642,Liberal Party of Canada,"Barrister and solicitor, lawyer",,0,1,,,,,,,,,,,,,2,2,1,1,1,2,2,1
826,WINNIPEG--ASSINIBOINE,Manitoba,1976 - 1987,31,1979.05.22,2972,d5ab331b-3ffc-4ba5-9788-c8039abf7a14,"MCKENZIE, Dan",28192,0.5635,Progressive Conservative Party,Communication supervisor,,0,3,,,1,,,,,,,,,,2,2,2,2,2,1,1,2
395,LETHBRIDGE--FOOTHILLS,Alberta,1977 - 1987,31,1979.05.22,2976,d5d94167-0029-4d5f-ad7d-6723a6b5207d,"THACKER, Blaine A.",29069,0.6989,Progressive Conservative Party,"Barrister and solicitor, lawyer",,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2
413,MACKENZIE,Saskatchewan,1905 - 1996,31,1979.05.22,2991,d6a3fade-c097-4543-806f-c8d65b6941e3,"KORCHINSKI, Stan",13050,0.4793,Progressive Conservative Party,Farmer,,0,8,,,,,,,,,,,,,2,2,2,9,2,1,9,2
84,BRUCE--GREY,Ontario,1975 - 2000,31,1979.05.22,2992,d6cb71f6-302e-47de-a33a-86f272c9f274,"GURBIN, Gary M.",21219,0.5242,Progressive Conservative Party,Physician,,0,1,,,1,,,,,,,,,,2,2,2,2,2,1,1,2
348,KOOTENAY WEST,British Columbia,1914 - 1987,31,1979.05.22,3010,d835e98c-fbf2-40ec-addb-13d13d6ffad6,"BRISCO, Bob",13645,0.4724,Progressive Conservative Party,Chiropractor,,0,2,,,,,,,,,,,,,2,2,2,9,2,1,9,2
375,LAPRAIRIE,Quebec,1966 - 1980,31,1979.05.22,3011,d86a7332-2138-4375-a066-582a5bf273f1,"DENIGER, Pierre",39410,0.6939,Liberal Party of Canada,"Businessman, lawyer",,1,1,,,,,,,,,,,,,2,2,1,1,1,2,2,1
717,SURREY--WHITE ROCK--NORTH DELTA,British Columbia,1976 - 1987,31,1979.05.22,3016,d8b3839f-65e2-4dd0-9d98-de1ea0f191ad,"FRIESEN, Benno",30009,0.5255,Progressive Conservative Party,"Administrator, professor",,0,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2
64,BRANT,Ontario,1966 - ,31,1979.05.22,3035,d9f2b696-db5e-499e-823c-a1fe7ebb9182,"BLACKBURN, Derek",20908,0.4217,New Democratic Party,Teacher,,0,4,,,,,,,,,,,,,9,1,1,1,1,2,2,1
264,HALIFAX WEST,Nova Scotia,1976 - ,31,1979.05.22,3054,dbac4553-6081-4c77-96d2-1b719e05965e,"CROSBY, Howard",22714,0.4721,Progressive Conservative Party,"Barrister, lawyer",,0,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2
191,DUVERNAY,Quebec,1966 - 1990,31,1979.05.22,3064,dc48e69c-5b6f-4bd3-9f9d-a7acc8ce0168,"DEMERS, Yves",35270,0.6813,Liberal Party of Canada,Chartered accountant,,1,3,,,,,,,,,,,,,2,2,1,1,1,9,9,1
752,TROIS-RIVIERES,Quebec,1976 - ,31,1979.05.22,3066,dc52dcef-c662-4389-a78c-ea50255b7f22,"LAJOIE, Claude G.",23311,0.6097,Liberal Party of Canada,"Building contractor, businessman",,1,4,,,,,,,,,,,,,2,2,1,1,1,9,9,1
673,SCARBOROUGH EAST,Ontario,1966 - 2003,31,1979.05.22,3070,dc977dc0-0800-46f1-960e-4d270d9fa6c8,"GILCHRIST, Gordon",21381,0.4668,Progressive Conservative Party,Businessman,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2
543,PERTH,Ontario,1976 - 1987,31,1979.05.22,3097,df7565fe-891c-4fdd-ac5f-836ff5b7367a,"JARVIS, Bill",19019,0.5847,Progressive Conservative Party,Lawyer,,0,3,,1,,,,,,,,,,,2,2,2,2,2,1,1,2
381,LAURIER,Quebec,1933 - 1987,31,1979.05.22,3100,dfd83423-54ae-4831-b096-eee7d6cc992f,"BERGER, David",17366,0.607,Liberal Party of Canada,"Administrator, businessman, lawyer",,0,1,,,,,,,,,,,,,2,2,1,1,1,2,2,1
499,NORTHUMBERLAND,Ontario,1976 - 2003,31,1979.05.22,3132,e268685f-5f98-4956-a0d4-9aaefd036337,"HEES, George",22536,0.5948,Progressive Conservative Party,"Businessman, industrialist, manufacturer, military, military, professional football player",,0,10,,,,,,,,,,,,,2,2,2,9,2,1,9,2
52,BONAVENTURE--ILES-DE-LA-MADELEINE,Quebec,1971 - 1996,31,1979.05.22,3136,e2d8a9a1-7ed0-4da8-becc-d9481937437e,"BUJOLD, Remi",15777,0.5453,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,2,2,1,1,1,2,2,1
560,PORTAGE--MARQUETTE,Manitoba,1976 - 1987,31,1979.05.22,3149,e435d24b-06fd-4639-ad5b-7365868d3819,"MAYER, Charlie",18824,0.5834,Progressive Conservative Party,Farmer,,0,1,,,,,,,,,,,,,2,2,2,9,2,1,1,2
87,BURLINGTON,Ontario,1976 - ,31,1979.05.22,3158,e4f5b13e-1a76-434a-8805-482f90e7b42c,"KEMPLING, Bill",32225,0.5636,Progressive Conservative Party,Businessman,,0,3,,,,,,,,,,,,,2,2,2,2,2,1,1,2
131,CHAMPLAIN,Quebec,1867 - 2003,31,1979.05.22,3160,e502d0d6-2e1a-49ce-8bc1-6b8cd5a9e213,"VEILLETTE, Michel",22256,0.5328,Liberal Party of Canada,"Agricultural technologist, manager",,1,1,,,,,,,,,,,,,2,2,1,1,1,2,9,1
371,LANARK--RENFREW--CARLETON,Ontario,1970 - 1987,31,1979.05.22,3162,e51e2835-38c7-4d97-bdec-33d23d1da4bd,"DICK, Paul",24277,0.5993,Progressive Conservative Party,Lawyer,,0,3,,,,,,,,,,,,,2,2,2,2,2,1,1,2
602,RENFREW--NIPISSING--PEMBROKE,Ontario,1976 - 1987,31,1979.05.22,3176,e62a3516-e718-4a0a-af61-35a0a053e51b,"HOPKINS, Leonard D.",20286,0.4924,Liberal Party of Canada,"School principal, teacher",,0,5,,,,,,,,,,,,,2,2,1,9,1,2,2,1
48,BERTHIER--MASKINONGE,Quebec,1975 - 1980,31,1979.05.22,3247,eb74c111-8888-4246-8fb0-d6e550e65204,"YANAKIS, Antonio",21725,0.5743,Liberal Party of Canada,Industrialist,,0,5,,,,,,,,,,,,,2,2,1,1,1,2,9,1
317,JOLIETTE,Quebec,1966 - ,31,1979.05.22,3254,ebd92091-9ee2-4ef1-920e-532f3ed627aa,"LASALLE, Roch",23960,0.5072,Progressive Conservative Party,"Business agent, director of public relations, manager, public relations officer, sales manager",,1,4,,1,,,,,,,,,,,2,2,2,2,2,1,9,2
451,MISSISSAUGA SOUTH,Ontario,1976 - ,31,1979.05.22,3258,ebe8c134-a268-4c7b-961f-586efaa243a1,"BLENKARN, Don",26802,0.4891,Progressive Conservative Party,Lawyer,,0,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2
593,RED DEER,Alberta,1907 - ,31,1979.05.22,3263,ec72f1df-9854-42af-8421-670b93c49540,"TOWERS, Gordon",33226,0.7484,Progressive Conservative Party,Farmer,,0,3,,,,,,,,,,,,,2,2,2,2,2,1,1,2
845,YORK EAST,Ontario,1933 - 1987,31,1979.05.22,3265,ecdadcb8-adc0-42c7-9495-8bd99ef99ec7,"RITCHIE, Ron",20372,0.4192,Progressive Conservative Party,"Author, business executive, consultant economist, corporate director, editor, publisher",,0,1,,,1,,,,,,,,,,2,2,2,2,2,1,1,2
206,ELGIN,Ontario,1933 - 1990,31,1979.05.22,3267,ed07ce4c-6a68-4e14-996b-f0fd88e210ef,"WISE, John",21181,0.6096,Progressive Conservative Party,Dairy farmer,,0,3,,1,,,,,,,,,,,2,2,2,9,2,1,1,2
487,NIPISSING,Ontario,1892 - 2003,31,1979.05.22,3279,ed86593a-bdfd-491f-a581-3e6dd2aa8155,"BLAIS, J.-J.",15184,0.4485,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,,,,,2,9,1,9,1,2,2,1
104,CALGARY WEST,Alberta,1976 - ,31,1979.05.22,3286,ee114d72-64a9-4b9c-be59-79e79f7c3494,"HAWKES, Jim",28474,0.6539,Progressive Conservative Party,"Businessman, professor",,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2
385,LAVAL,Quebec,1977 - 1990,31,1979.05.22,3298,eed0b7b7-a102-4f6d-ae7a-a225a17b25fa,"ROY, Marcel",40067,0.7258,Liberal Party of Canada,Agrologist,,1,4,,,,,,,,,,,,,9,2,1,1,1,1,9,1
204,EGLINTON--LAWRENCE,Ontario,1976 - ,31,1979.05.22,3300,ef1388ad-345b-4646-895f-26d8923ecf1b,"DE CORNEILLE, Roland",19270,0.4288,Liberal Party of Canada,"Administrator (human rights), clergyperson",,1,1,,,,,,,,,Switzerland,,,,2,2,1,1,1,2,9,1
