Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H09S1V001,H09S1V002,H09S1V003,H09S1V004,H09S1V005,H09S1V006,H09S1V007,H09S1V008,H09S1V009,H09S1V010,H09S1V011,H09S1V012,H09S1V013,H09S1V014,H09S1V015,H09S1V016,H09S1V017,H09S1V018,H09S2V001,H09S2V002,H09S2V003,H09S2V004,H09S2V005,H09S2V006,H09S2V007,H09S2V008,H09S2V009,H09S2V010,H09S2V011,H09S2V012,H09S2V013,H09S2V014,H09S2V015,H09S2V016,H09S3V001,H09S3V002,H09S3V003,H09S3V004,H09S3V005,H09S3V006,H09S3V007,H09S3V008,H09S3V009,H09S3V010,H09S3V011,H09S3V012,H09S3V013,H09S3V014,H09S3V015,H09S3V016,H09S3V017,H09S3V018,H09S3V019,H09S3V020,H09S3V021,H09S3V022,H09S3V023,H09S3V024,H09S3V025,H09S3V026,H09S3V027,H09S3V028,H09S3V029,H09S3V030,H09S3V031,H09S3V032,H09S3V033,H09S3V034,H09S3V035,H09S3V036,H09S4V001,H09S4V002,H09S4V003,H09S4V004,H09S4V005,H09S4V006,H09S4V007,H09S4V008,H09S4V009,H09S4V010,H09S4V011,H09S4V012,H09S4V013,H09S4V014,H09S4V015,H09S4V016,H09S4V017,H09S4V018,H09S4V019,H09S4V020,H09S4V021,H09S4V022
390,LEEDS SOUTH,Ontario,1867 - 1903,9,1900.11.07,989,47b47c19-8fe1-4407-b84f-9029f6aec230,"TAYLOR, George",2472,0.5452,Conservative (1867-1942),Industrialist,Protestant,0,5,,,,,,,,,,,,,2,1,1,2,1,2,1,2,9,2,1,1,9,1,2,1,2,1,2,1,1,1,1,1,2,1,9,2,2,1,1,2,9,1,2,9,2,1,1,9,1,9,1,1,9,1,1,1,9,9,2,2,9,1,2,1,1,1,2,9,9,9,9,9,9,9,9,9,1,1,1,1,2,1,1,1,1,9,1,1,1,9,1,1,9,9,9,2,9,1,9,9
804,WENTWORTH NORTH AND BRANT,Ontario,1892 - 1903,9,1900.11.07,1033,4c0343e7-af09-409c-8b15-82597243d468,"PATERSON, Hon. William",2059,0.6818,Liberal Party of Canada,Confectioner,Protestant,0,8,,1,,,,,,,,,,,1,1,1,1,1,9,2,1,1,2,9,2,2,2,9,9,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,9,2,1,2,1,9,2,2,2,2,2,9,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,9,2,2,9,1,2,9,2,2,2,2,2,2,2,9,2,2
389,LEEDS NORTH AND GRENVILLE NORTH,Ontario,1867 - 1903,9,1900.11.07,1034,4c1ac0b8-c452-4c9a-84a7-1870e633ce23,"LAVELL, John R.",1590,0.5565,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,2,9,9,2,9,2,1,2,2,9,9,1,9,1,9,1,1,9,2,1,1,1,1,1,2,9,9,9,9,9,9,9,1,1,2,9,2,1,1,1,9,9,1,1,9,1,9,9,1,9,9,9,9,1,9,1,1,1,2,2,9,9,9,9,9,9,1,9,9,9,1,9,2,9,1,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9
323,KAMOURASKA,Quebec,1867 - 1976,9,1904.02.12,1050,4d5012f1-c091-43d5-b8fc-f6f7ac8afb9c,"LAPOINTE, Ernest",accl.,,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,1,2,2,2,2,2,9,9,9,9,2,2,9,2,9,2,9,9,2,2
743,WEST TORONTO,Ontario,1867 - 1903,9,1900.11.07,1059,4e01e3c6-73dc-40cf-8a42-e6156318db32,"OSLER, Edmund B.",6530,0.2668,Conservative (1867-1942),Financier,Protestant,0,2,,,,,,,,,,,,,9,1,1,1,9,2,1,2,9,9,1,1,9,9,9,1,9,1,1,1,1,1,9,1,2,1,1,2,2,1,1,9,9,1,9,9,9,9,9,9,1,9,9,1,9,1,1,1,9,1,9,9,1,9,9,1,2,1,2,2,1,1,1,9,9,9,9,9,9,9,1,1,2,9,9,1,1,1,9,9,1,9,1,9,9,1,9,9,9,1,9,1
675,SELKIRK,Manitoba,1871 - 1976,9,1900.11.07-1904.05.04,1065,4e5c3384-96e9-423c-a20f-f9483ccd5ed4,"MCCREARY, William Forsythe",2172,0.5001,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,Died in office: 1904.05.04,,,9,1,1,1,1,2,2,1,1,2,2,2,2,2,9,2,2,2,1,2,2,2,9,2,2,2,2,1,1,2,2,9,2,2,1,9,9,9,2,2,2,2,2,2,2,9,2,2,9,9,1,2,2,2,9,2,2,2,1,1,9,2,2,2,2,2,2,2,2,2,2,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
392,LENNOX,Ontario,1867 - 1903,9,1900.11.07,1083,4fa6e520-c225-437f-92e4-2fe6af783ace,"WILSON, Uriah",1570,0.518,Conservative (1867-1942),Merchant,Protestant,0,4,,,,,,,,,,,,,2,1,1,2,9,2,9,9,9,2,1,1,2,1,2,1,2,1,2,1,1,1,9,1,2,1,9,2,9,1,1,2,2,1,2,9,9,9,1,1,1,1,1,1,1,1,2,1,1,1,2,9,1,1,9,1,1,1,2,2,1,1,1,1,1,1,1,1,9,1,1,1,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1
562,PORTNEUF,Quebec,1867 - 2004,9,1900.11.07,1088,50213f53-4bd4-4a8f-a6eb-ae0ac7c0034d,"DELISLE, Michel-Simeon",2444,0.5488,Liberal Party of Canada,"Gentleman, merchant, person of independent means",Fr.Catholic,1,1,,,,,,,,,,,,,9,1,1,1,9,9,2,1,1,2,2,2,2,2,9,9,2,2,1,9,9,9,2,2,9,2,9,9,1,2,9,9,1,2,1,9,9,9,2,2,2,2,9,2,9,2,9,2,2,2,9,2,9,9,9,2,2,2,1,9,9,2,2,2,2,2,9,2,9,2,2,2,1,2,2,2,2,9,9,9,2,2,2,2,9,2,2,2,2,2,9,2
36,BEAUCE,Quebec,1867 - ,9,1902.01.08,1092,50634114-351e-4c08-8b61-8698a41f8814,"BELAND, Henri-Severin",accl.,,Liberal Party of Canada,Physician,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,9,2,2,1,2,2,1,1,2,9,9,9,9,9,9,1,2,9,2,2,9,9,2,2,9,2,2,2,9,9,9,9,9,9,2,2,2,1,9,9,2,2,2,2,2,9,9,9,2,2,9,9,9,2,2,2,9,9,9,9,9,9,2,9,2,9,9,9,9,9,2
793,WELLAND,Ontario,1867 - 1987,9,1900.11.07,1098,511d8a61-1106-4b86-a494-9cfa7e47f4f6,"GERMAN, William Manly",2777,0.5206,Liberal Party of Canada,Barrister,Protestant,0,2,,,,,,,,,,,,,9,1,1,9,1,9,2,1,9,9,2,2,9,9,9,9,9,2,1,2,2,2,9,2,9,9,9,9,9,2,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,2,9,9,9,9,9,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,2,2,9,9,9,2,9,9,9,2,9,9,9,9,9,9,9
677,SHEFFORD,Quebec,1867 - ,9,1900.11.07,1099,5120759d-e9ec-4ab0-a8e6-af6ef1245289,"PARMELEE, Charles H.",2314,0.5512,Liberal Party of Canada,Publisher,Protestant,0,2,,,,,,,,,,,,,9,1,1,1,1,2,2,1,1,9,2,2,9,2,2,2,9,2,9,9,9,2,2,2,1,9,2,9,9,9,9,2,9,9,1,9,9,2,9,2,9,9,2,2,2,9,2,9,9,9,9,9,2,9,9,2,2,2,1,9,9,9,9,9,9,9,9,2,9,9,2,2,1,2,2,9,2,2,9,9,2,9,2,9,9,2,9,9,9,9,9,9
146,CITY AND COUNTY OF ST. JOHN,New Brunswick,1867 - 1914,9,1900.11.07,1106,51c322a1-5829-4745-8d30-a6c6f52f1c1c,"TUCKER, Joseph John",5449,0.5383,Liberal Party of Canada,Businessman,Protestant,0,2,,,,,,,,,England,,,,9,1,1,1,1,2,2,1,1,2,9,2,2,2,2,9,9,2,9,2,2,2,9,2,9,9,2,9,1,9,2,9,2,2,1,9,1,9,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,2,9,2,2,2,1,9,9,9,9,9,9,9,2,9,2,2,2,2,9,2,2,2,2,2,2,2,2,9,2,2,9,9,9,2,2,2,9,2
513,ONTARIO NORTH,Ontario,1867 - 1924,9,1900.11.07-1902.11.18 ,1131,536bcef8-caad-4e11-af98-303f83d6f369,"MCLEOD, Angus",2357,0.5617,Liberal-Conservative,"Farmer, lumber merchant",Protestant,0,1,,,,,,,,,,Died in office: 1902.11.18 ,,,2,1,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,1,2,9,9,9,1,1,9,1,9,9,9,1,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
107,CAPE BRETON,Nova Scotia,1867 - 1903,9,1900.11.07,1185,56c575d8-b637-43d7-bda3-ca10ec6e31cc,"JOHNSTON, A.",3922,0.2599,Liberal Party of Canada,Journalist,Catholic,0,1,,,,,,,,,,,,,9,1,1,1,1,2,2,1,1,9,9,2,2,2,2,2,2,2,9,2,9,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,9,9,2,2,9,2,2,2,2,1,2,9,2,1,2,9,9,9,2,2,2,1,1,2,2,2,2,2,2,9,9,9,9,2,2,1,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9
207,ELGIN EAST,Ontario,1867 - 1924,9,1900.11.07,1203,57ed8b95-0f38-4d6d-9502-1000823660c3,"INGRAM, Andrew B.",3076,0.5126,Liberal-Conservative,Real estate agent,Protestant,0,3,,,,,,,,,,,,,9,1,1,9,9,9,1,2,9,9,1,9,9,1,9,9,9,1,1,1,1,1,1,1,1,1,9,9,9,1,1,2,9,9,2,9,2,1,9,1,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,1,1,1,2,2,1,9,9,9,9,9,9,9,9,1,1,1,2,1,1,9,1,1,9,1,1,9,1,1,9,1,1,1,1,1,1,1
134,CHARLEVOIX,Quebec,1867 - 1914,9,1900.11.07,1207,58113211-2e8a-496f-8a31-2dab947f0155,"ANGERS, Louis Charles Alphonse",1517,0.5306,Liberal Party of Canada,"Lawyer, teacher",Fr.Catholic,1,3,,,,,,,,,,,,,9,1,1,1,9,1,9,9,1,2,9,2,9,9,9,2,2,9,1,2,2,2,1,2,1,9,2,9,9,2,2,1,9,9,9,9,1,2,2,9,2,2,2,2,9,9,1,2,9,2,1,9,2,2,9,2,2,2,1,1,9,2,2,2,2,2,9,9,9,9,2,9,1,9,9,9,2,9,1,9,2,2,2,2,9,9,2,9,9,9,9,9
74,BROCKVILLE,Ontario,1867 - 1914,9,1900.11.07,1209,584e1561-55ac-4a25-b486-a3957c9d4abf,"CULBERT, John",1886,0.5311,Conservative (1867-1942),Merchant,Protestant,0,1,,,,,,,,,,,,,2,1,1,9,9,2,1,2,9,9,1,1,9,1,2,1,9,1,2,1,1,1,1,1,1,9,9,2,9,1,1,9,9,1,2,9,9,9,9,1,1,9,9,1,9,1,1,9,9,1,9,9,1,9,9,1,1,1,2,9,9,1,1,9,1,1,9,9,9,9,1,9,2,9,9,1,1,9,9,9,1,1,1,1,9,9,1,9,9,9,1,1
550,PICTOU,Nova Scotia,1867 - 1966,9,1900.11.07,1235,59ffa06f-4177-4aef-8f3c-df8d6c63bf2a,"BELL, Adam Carr",3615,0.2546,Conservative (1867-1942),"Author, merchant",Protestant,0,2,,,,,,,,,,,,,2,9,9,1,9,2,9,9,9,9,9,1,9,1,9,9,9,9,2,9,1,9,9,9,2,1,9,2,9,9,1,2,9,1,2,1,2,1,9,1,9,9,9,9,9,1,1,1,1,1,9,9,1,1,9,1,1,1,2,9,9,9,1,1,1,1,9,9,1,9,1,1,2,1,1,1,1,1,1,1,1,1,1,1,9,1,1,9,9,1,1,1
243,GLOUCESTER,New Brunswick,1867 - 1990,9,1900.11.07,1245,5afbdf71-2ff3-4501-b9b3-74750bfc73ee,"TURGEON, Onesiphore",2311,0.5996,Liberal Party of Canada,"Editor, journalist",Fr.Catholic,1,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,9,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,9,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,9,9,2,1,2,2,2,2,2,2,9,2,9,9,2,2,2,2,2,2,2,2,2
687,SIMCOE SOUTH,Ontario,1867 - 1924,9,1900.11.07,1257,5bfd2fe5-bfe6-42c4-9503-71c3b6f865df,"LENNOX, Haughton",2331,0.6233,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,2,1,1,2,1,9,9,9,2,2,1,1,2,1,2,1,2,1,2,1,1,1,9,1,2,1,9,2,9,1,1,9,2,1,2,1,2,1,9,9,1,9,1,1,1,1,1,1,1,9,2,1,1,9,9,1,2,1,2,2,1,1,1,9,9,9,9,9,9,9,1,9,2,9,9,1,1,1,1,9,9,9,1,1,9,1,2,1,1,1,1,1
44,BELLECHASSE,Quebec,1867 - 1996,9,1900.11.07,1261,5c86a0e1-d905-447a-9089-949a4a72123a,"TALBOT, Onesiphore-Ernest",1701,0.5802,Liberal Party of Canada,Farmer,Fr.Catholic,1,2,,,,,,,,,,,,,9,1,1,1,1,9,2,1,1,2,9,2,2,2,2,9,2,2,1,2,2,2,9,2,1,2,2,1,1,2,2,2,9,9,1,2,1,1,9,2,2,2,2,2,2,2,1,2,2,2,1,2,2,9,9,2,2,2,1,9,2,2,2,2,2,2,2,9,2,2,2,2,9,2,2,9,9,9,9,9,2,2,9,2,2,2,2,2,2,2,9,9
777,VICTORIA,British Columbia,1872 - 1903,9,1902.01.28,1280,5da178aa-51cf-44fe-aaf0-a0a878fcd7bc,"RILEY, George",1797,0.566,Liberal Party of Canada,Merchant,Catholic,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,9,2,2,1,2,2,1,9,2,2,9,2,2,1,2,1,2,9,2,2,2,2,2,9,9,2,9,2,9,9,9,2,2,1,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,2,9,1,2,2,2,2,2,2,1,2,9,2,2,2,2,2,2,2,2,2,2
263,HALIFAX,Nova Scotia,1867 - ,9,1900.11.07,1290,5e8a24b4-f155-4f3d-aacc-e6da13c93756,"BORDEN, Robert L.",5705,0.2567,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,2,9,9,1,9,2,1,2,2,2,1,1,2,1,9,9,2,1,2,1,1,1,1,1,2,9,9,2,2,1,1,2,2,1,2,1,1,9,1,1,1,1,9,1,1,1,1,1,1,1,2,9,1,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,9,1,1,1,2,9,1,1,1,1,9,9,1,9,1,1,1,9,2,2,9,1,1,1
455,MONTCALM,Quebec,1867 - 1914,9,1900.11.07,1336,614a9bfb-3f35-4d47-87b1-877e754b6e63,"DUGAS, François Octave",1212,0.542,Liberal Party of Canada,"Crown prosecutor, lawyer",Fr.Catholic,1,1,,,,,,,,,,,,,9,1,1,1,1,9,2,1,9,2,9,2,9,9,9,9,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,9,1,2,1,9,1,2,2,2,2,9,9,2,9,2,2,2,2,1,9,2,2,9,9,2,2,2,1,9,2,2,2,2,2,2,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
755,THREE RIVERS AND ST. MAURICE,Quebec,1892 - 1924,9,1900.11.07,1340,61c189fb-d551-49ed-82da-cc777b86b056,"BUREAU, Jacques",1832,0.5292,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,9,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,1,2,2,1,1,2,2,1,9,2,1,2,1,2,9,2,2,2,2,9,9,2,2,2,2,9,9,2,2,9,1,2,2,2,1,1,9,9,9,9,9,9,2,2,2,2,2,2,1,2,2,2,2,2,9,2,2,2,2,2,9,2,2,2,2,2,2,9
805,WENTWORTH SOUTH,Ontario,1867 - 1903,9,1900.11.07,1345,622ee825-5e98-46fb-b73e-3bb0bebbfc18,"SMITH, Ernest D'Israeli",2584,0.5156,Conservative (1867-1942),"Fruit grower, industrialist, merchant, nurseryman",Protestant,0,1,,,,,,,,,,,,,9,1,1,9,1,2,1,2,9,9,9,9,2,1,2,9,9,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,1,1,9,1,1,1,1,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,1,9,1,9,9,9,9,1,9,1,9,9,9,1,1,1
263,HALIFAX,Nova Scotia,1867 - ,9,1900.11.07,1405,66f24c0b-9975-4c28-8bd5-e438a2f34e89,"ROCHE, Wm.",5577,0.2509,Liberal Party of Canada,"Merchant, passenger agent",Protestant,0,1,,,,,,,,,,,,,1,1,1,9,1,9,2,1,1,9,9,2,9,2,9,2,9,2,9,9,9,9,2,2,9,9,2,9,9,2,2,9,9,2,1,2,9,1,9,2,2,2,9,9,9,2,2,9,2,2,1,9,2,9,9,2,2,2,1,1,2,9,9,9,9,9,2,2,2,2,2,9,9,2,2,9,9,9,2,9,9,9,2,9,2,2,9,2,9,2,2,2
304,HURON SOUTH,Ontario,1867 - 1933,9,1900.11.07,1426,6867435c-0d40-4394-aae2-136bd9f13c12,"MCEWEN, George",1696,0.5348,Liberal Party of Canada,"Farmer, grain merchant",Protestant,0,1,,,,,,,,,Scotland,,,,1,1,1,1,1,2,2,1,1,2,9,2,9,2,2,2,9,2,1,9,2,2,9,2,2,2,9,9,9,2,9,2,2,2,1,9,1,1,2,2,9,2,2,9,9,2,2,2,2,9,9,2,2,2,9,2,2,2,1,9,2,2,2,9,9,9,2,9,9,9,9,2,1,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2
164,CUMBERLAND,Nova Scotia,1867 - 1966,9,1900.11.07,1430,687c4488-2a54-4da2-b396-df8a4613b4fb,"LOGAN, Hance J.",3742,0.528,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,,,,9,1,1,1,1,2,2,1,1,2,9,2,2,2,2,9,9,2,1,9,2,2,2,2,1,2,2,9,9,9,9,2,2,2,9,2,1,2,2,9,2,9,9,2,9,9,1,2,2,2,9,9,9,9,9,2,2,2,1,9,2,2,2,2,2,2,9,9,9,9,2,9,9,2,2,9,9,2,2,2,2,9,9,2,9,9,9,9,9,2,2,2
603,RESTIGOUCHE,New Brunswick,1867 - 1914,9,1900.11.07,1458,6a6494ab-800a-49c6-a153-c5bbc106f7d1,"REID, James",1221,0.6214,Liberal Party of Canada,"Lumber merchant, merchant",Protestant,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,1,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,9,2,2,2,2,2,1,2,1,1,9,2,2,2,2,9,2,2,2,2,2,2,9,9,9,9,9,2,2,2,1,9,9,9,9,9,9,9,2,2,2,2,2,2,1,9,9,9,9,9,2,1,2,9,2,2,9,9,9,9,9,9,9,2
795,WELLINGTON CENTRE,Ontario,1867 - 1903,9,1900.11.07,1469,6b321fbf-1cc9-4f07-b971-283c1a281daa,"MCGOWAN, John",2364,0.5321,Liberal-Conservative,,Protestant,0,1,,,,,,,,,Scotland,,,,2,1,1,1,2,2,1,2,2,1,1,1,9,1,2,2,1,1,2,1,1,1,9,1,2,1,9,9,9,1,1,2,9,1,2,9,1,1,1,9,1,9,9,2,1,9,1,1,1,1,2,9,9,1,9,1,1,1,2,9,9,1,1,1,1,1,1,1,9,9,1,1,2,1,1,1,1,9,9,9,1,9,9,1,9,1,1,1,1,1,1,1
606,RICHELIEU,Quebec,1867 - 1933,9,1900.11.07,1475,6c0998c5-ccd5-471e-aec6-76892fd3374b,"BRUNEAU, A.A.",1803,0.5405,Liberal Party of Canada,Lawyer,Fr.Catholic,1,3,,,,,,,,,,,,,9,1,1,1,9,9,2,1,9,2,9,9,9,2,2,2,2,2,9,9,9,9,2,2,9,9,9,9,9,9,2,9,1,2,9,9,9,9,9,2,9,9,2,2,2,2,2,2,2,2,9,9,2,9,9,2,2,2,1,9,9,2,2,2,2,2,2,2,2,9,2,9,1,9,9,2,2,2,2,9,2,9,2,2,9,2,2,2,2,2,2,2
840,YORK,New Brunswick,1867 - 1914,9,1900.11.07- and 1901.12.28,1487,6cc265f0-0460-480b-88d5-76de9e34717f,"GIBSON, Alexander, Jr.",2937,0.5066,Liberal Party of Canada,Businessman,Protestant,0,1,,,,,,,,,,Election declared void: 1900.11.07,,,1,9,9,1,9,2,2,1,1,2,2,2,2,2,2,2,2,2,1,9,2,2,2,2,1,2,2,1,9,2,2,2,9,9,1,2,1,1,2,9,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,9,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,9,1,2,9,2,2,2,2,2,2,2,2,2,2
327,KENT,New Brunswick,1867 - 1966,9,1900.11.07,1490,6cecc35d-a42b-4a70-b47c-ebf8de97da96,"LEBLANC, Olivier J.",2447,0.574,Liberal Party of Canada,Farmer,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,9,9,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,9,2,2,9,2,2,1,2,1,1,9,2,2,2,2,2,2,2,2,2,2,2,1,9,2,2,9,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,2,2,2,2,9,2,9,2,2,2,2,2,2,2,2,2,2
704,STANSTEAD,Quebec,1867 - 1966,9,1900.11.07,1510,6de7d993-bdac-4db8-8fa0-38df1dc12906,"LOVELL, Henry",1783,0.5243,Liberal Party of Canada,"Farmer, merchant",Protestant,0,1,,,,,,,,,,,,,9,1,1,9,1,9,2,1,1,9,2,2,9,2,9,9,9,2,9,2,2,9,1,2,1,2,9,1,9,2,9,9,9,2,1,9,9,1,9,2,9,9,2,2,2,9,2,9,2,9,1,9,2,9,9,2,2,2,1,1,9,9,9,9,9,9,2,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
323,KAMOURASKA,Quebec,1867 - 1976,9,1900.11.07-1902.02.09 and 1902.02.28-1904.01.28,1520,6e3db2e0-2894-483a-8384-8acea5841cbb,"CARROLL, Hon. Henry George",1564,0.5307,Liberal Party of Canada,Lawyer,Catholic,0,3,,1,,,,,,,,Resignation. Appointed Solicitor General: 1902.02.09 & Resignation.  Appointed Puisne Judge of the Superior Court of Quebec: 1904.01.28,,,9,9,9,1,9,9,2,1,9,2,9,2,9,9,9,2,9,9,99,2,2,2,2,2,9,9,2,1,1,2,2,2,9,9,1,2,1,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
644,ST. JOHNS--IBERVILLE,Quebec,1892 - 1933,9,1900.11.07,1524,6e709d61-48a8-4abc-ac0f-a0e806704351,"DEMERS, L.P.",2024,0.6651,Liberal Party of Canada,"Author, dean, lawyer, professor",Fr.Catholic,1,1,,,,,,,,,,,,,9,1,1,1,1,9,2,1,9,2,2,2,2,2,2,9,2,2,2,2,2,9,2,2,1,2,2,1,1,9,9,1,1,2,9,2,1,2,2,2,2,2,9,2,2,2,2,2,2,9,1,2,2,1,9,2,2,2,1,1,2,2,2,2,2,2,2,9,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,9,2,9,9,9,2,2,2
7,ALBERTA (PROVISIONAL DISTRICT),Northwest Territories,,9,1900.11.07,1525,6e8d69a0-c443-4d32-9982-364df1473067,"OLIVER, Frank",5203,0.5636,Liberal Party of Canada,Publisher,Protestant,0,2,,,,,,,,,,,,,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,9,2,9,2,2,2,9,9,9,9,2,2,9,9,9,2,9,2,9,2,2,2,2,9,2,1,9,2,2,2,1,1,2,2,9,9,9,9,9,2,2,9,2,9,1,2,2,2,2,9,9,1,2,9,2,2,2,2,2,2,1,9,2,2
663,SASKATCHEWAN (PROVISIONAL DISTRICT),Northwest Territories,,9,1900.11.07,1537,6f8757b8-14e1-4066-84f8-108affd94890,"DAVIS, Thomas Osborne",1635,0.6465,Liberal Party of Canada,Merchant,Protestant,0,2,,,,,,,,,,,,,9,1,1,1,1,2,2,1,1,2,2,9,2,2,2,9,2,2,9,2,2,9,9,2,9,9,2,1,9,9,2,2,9,9,1,9,9,9,2,2,2,2,2,2,2,2,2,9,2,2,9,9,2,9,9,2,2,2,1,9,9,2,2,2,2,2,2,2,9,9,9,9,1,9,9,9,9,9,9,9,2,9,9,2,2,2,9,9,9,9,9,2
188,DURHAM EAST,Ontario,1867 - 1903,9,1900.11.07,1539,6fdf3fe2-5341-459d-bcf2-ff92e4977bdc,"WARD, Henry Alfred",1661,0.5339,Conservative (1867-1942),Lawyer,Protestant,0,3,,,,,,,,,,,,,9,9,9,9,9,2,1,2,9,9,9,9,2,9,2,9,2,9,2,1,1,1,9,1,9,9,2,9,9,1,9,9,2,9,2,1,2,2,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,1,1,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,1,9,9,9
837,YARMOUTH,Nova Scotia,1867 - 1914,9,1900.11.07-1902.11.10,1550,71065e43-328a-445d-9053-17777de777cd,"FLINT, Thomas Barnard",1756,0.5336,Liberal Party of Canada,Lawyer,Protestant,0,3,,,,,,,,,,Resignation.  Appointed Clerk of the House of Commons: 1902.11.10,,,1,1,1,1,1,2,2,1,1,2,2,2,2,2,9,2,2,2,1,2,2,2,2,2,1,2,2,9,1,2,2,2,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
