Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H23S1V001,H23S1V002,H23S1V003,H23S1V004,H23S1V005,H23S1V006,H23S1V007,H23S1V008,H23S1V009,H23S1V010,H23S1V011,H23S1V012,H23S1V013,H23S1V014,H23S1V015,H23S1V016,H23S1V017,H23S1V018
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,10.17.1957,10.29.1957,11.11.1957,11.14.1957,11.15.1957,11.15.1957,11.19.1957,12.02.1957,12.10.1957,12.12.1957,12.13.1957,01.07.1958,01.21.1958,01.21.1958,01.23.1958,01.24.1958,01.29.1958,01.31.1958
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,
72,BROADVIEW,Ontario,1933 - 1976,23,1957.06.10,3132,e268685f-5f98-4956-a0d4-9aaefd036337,"HEES, George",12815,0.5945,Progressive Conservative Party,"Businessman, industrialist, manufacturer, military, military, professional football player",,0,3,,1,,,,,,,,,,,1,1,2,2,9,9,2,2,2,1,2,2,2,2,2,1,2,9
773,VERDUN,Quebec,1952 - 1980,23,1957.06.10,3133,e2788b45-9068-4061-b122-943a1bd69c3e,"LEDUC, Yves",18695,0.6225,Liberal Party of Canada,"Lawyer, professor of law",,0,2,,,,,,,,,,,,,9,1,9,2,2,2,9,9,9,9,9,2,2,1,9,9,1,9
381,LAURIER,Quebec,1933 - 1987,23,1957.06.10,3135,e2b15c2f-35a6-4e4e-8e52-a4357fdebc0d,"CHEVRIER, Hon. Lionel",11336,0.6304,Liberal Party of Canada,"Barrister and solicitor, counsel, lawyer",,1,6,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,9,2,2,1,2,9,9,1
318,JOLIETTE--L'ASSOMPTION--MONTCALM,Quebec,1933 - 1966,23,1957.06.10,3148,e4297cfd-f7bf-43c6-a1dd-91adeb042f3b,"BRETON, Maurice",19445,0.8152,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,,,,,1,9,9,9,9,9,9,9,2,1,9,9,2,1,2,9,1,1
554,PONTIAC--TEMISCAMINGUE,Quebec,1947 - 1966,23,1957.06.10,3150,e4514ae9-117e-4502-943b-cc5a41b4650d,"PROUDFOOT, Hugh",8642,0.5231,Liberal Party of Canada,"Breeder, lumberman",,0,3,,,,,,,,,,,,,9,9,9,1,1,1,2,9,2,1,9,2,2,1,9,9,9,1
252,GREY NORTH,Ontario,1867 - 1966,23,1957.06.16,3159,e4fa15c2-0df0-4e72-a19e-a21d44fc87fa,"NOBLE, Percy Vermer",12240,0.5941,Progressive Conservative Party,Mink farmer,,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,9,9,2,2,2,2,9,2,2
764,VANCOUVER SOUTH,British Columbia,1914 - 1996,23,1957.06.10,3173,e61bd809-11ad-4416-a3a1-72e6c1dcfddc,"BROOME, Ernest James",16058,0.4486,Progressive Conservative Party,Industrial engineer,,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,9,2,1,2,9,2,2,9,1,2,1
414,MACKENZIE RIVER,Northwest Territories,1952 - 1962,23,1957.06.10,3221,e9692202-913c-4e37-a7ea-4ae0a612ed6e,"HARDIE, Mervyn A.",2686,0.6819,Liberal Party of Canada,Homemaker,,0,2,,,,,,,,,,,,,1,9,9,2,2,2,9,9,9,9,9,9,2,1,9,9,1,1
175,DIGBY--ANNAPOLIS--KINGS,Nova Scotia,1952 - 1966,23,1957.06.10,3234,ea30e79d-1feb-461a-bbea-b3e5a570ee30,"NOWLAN, George Clyde",18534,0.5801,Progressive Conservative Party,"Barrister, lawyer",,0,4,,1,,,,,,,,,,,1,1,9,2,2,2,9,2,2,9,9,9,9,9,2,1,2,9
169,DAUPHIN,Manitoba,1903 - 1983,23,1957.06.10,3235,ea775d4d-79fa-4519-baeb-7509d6fc7930,"ZAPLITNY, Fred S.",6706,0.3989,Co-operative Commonwealth Federation,"Insurance agent, insurance broker, real estate broker, teacher",,0,3,,,,,,,,,,,,,1,1,2,1,9,9,1,2,1,1,1,1,1,2,1,2,1,1
856,YORKTON,Saskatchewan,1924 - 1966,23,1957.06.10,3241,eb20cb84-344e-40aa-b7af-f2a7ff88f1f5,"CASTLEDEN, George Hugh",9712,0.4329,Co-operative Commonwealth Federation,Teacher,,0,4,,,,,,,,,,,,,1,1,2,1,9,9,1,2,1,1,1,1,1,2,1,2,1,1
299,HURON,Ontario,1952 - 1974,23,1957.06.10,3245,eb52e405-9f56-43e3-ab3e-e41da2f14356,"CARDIFF, Elston",12323,0.5817,Progressive Conservative Party,Farmer,,0,5,,,,,,,,,,,,,1,1,9,2,2,2,2,9,2,1,2,9,2,2,9,9,2,1
287,HOCHELAGA,Quebec,1867 - 1978,23,1957.06.10,3252,ebc81d23-63ec-4a55-8c16-41409909d5c5,"EUDES, Raymond",20611,0.7593,Liberal Party of Canada,Lawyer,,1,5,,,,,,,,,,,,,9,1,9,9,9,9,2,9,2,9,9,2,2,1,9,9,9,9
153,COLCHESTER--HANTS,Nova Scotia,1933 - 1966,23,1957.06.10,3256,ebe4209a-5aed-4693-9b43-ab20652105c5,"KENNEDY, Cyril F.",15231,0.5383,Progressive Conservative Party,"Building contractor, businessman, lumberman",,0,1,,,,,,,,,,,,,1,1,2,9,9,9,2,9,2,1,2,2,2,2,2,9,2,2
646,SAINT-JEAN--IBERVILLE--NAPIERVILLE,Quebec,1947 - 1966,23,1957.06.10,3257,ebe4cd55-bc23-4898-b6ac-ca7c40d1d69f,"MENARD, J.-Armand",13427,0.5232,Liberal Party of Canada,Industrialist,,1,2,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9
536,PARRY SOUND--MUSKOKA,Ontario,1947 - ,23,1957.06.10,3268,ed12247f-6e06-4e1a-ab17-7b5e98dc6247,"AIKEN, Gordon Harvey",14014,0.5797,Progressive Conservative Party,"Barrister, judge",,0,1,,,,,,,,,,,,,1,1,9,2,2,2,2,2,9,1,2,9,2,2,9,9,2,9
768,VAUDREUIL--SOULANGES,Quebec,1914 - 1966,23,1957.06.10,3269,ed24e5ee-f2d9-4323-a652-85ff86e54e54,"BEAUDOIN, Louis-Rene",9055,0.6849,Liberal Party of Canada,Lawyer,,1,4,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9
440,MIDDLESEX EAST,Ontario,1867 - 1966,23,1957.06.10,3278,ed7c9721-7803-4bd8-a892-696cdd38f5a0,"WHITE, Harry Oliver",20287,0.6175,Progressive Conservative Party,Farmer,,0,4,,,,,,,,,,,,,9,9,9,9,9,9,9,2,2,1,2,2,2,2,9,1,2,1
255,GREY--BRUCE,Ontario,1933 - 1966,23,1957.06.10,3289,ee34a701-dbc0-4d2e-b4dc-8607224124bd,"WINKLER, Eric Alfred",10707,0.5847,Progressive Conservative Party,Retail merchant,,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,9
467,MOOSE MOUNTAIN,Saskatchewan,1947 - 1966,23,1957.06.10,3347,f2d24403-7a54-4b38-9e62-0118d999a2e6,"MCCULLOUGH, Ed.",6770,0.3395,Co-operative Commonwealth Federation,Farmer,,0,3,,,,,,,,,,,,,1,1,2,1,1,1,9,2,1,1,1,1,1,2,1,2,9,1
44,BELLECHASSE,Quebec,1867 - 1996,23,1957.06.10,3380,f6153a5f-6f97-40bf-b0f5-31adc052f8a5,"LAFLAMME, Ovide",7960,0.7291,Liberal Party of Canada,"Judge, lawyer",,1,2,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,1,9,2,2,1,9,9,9,1
512,ONTARIO,Ontario,1924 - 1996,23,1957.06.10,3383,f6513c37-51de-4336-8b57-b883c2d3944d,"STARR, Michael",18468,0.4278,Progressive Conservative Party,"Businessman, clerk",,0,3,,1,,,,,,,,,,,1,1,2,2,9,9,2,2,2,1,9,2,2,2,2,1,2,1
593,RED DEER,Alberta,1907 - ,23,1957.06.10,3400,f786df30-a001-4982-becb-a5fa8e5551eb,"SHAW, Frederick Davis",9519,0.4764,Social Credit,Teacher,,0,5,,,,,,,,,,,,,1,1,9,9,9,9,9,9,9,9,9,9,2,2,1,2,1,1
164,CUMBERLAND,Nova Scotia,1867 - 1966,23,1957.06.10,3414,f8c074be-3032-4ab6-af4f-11618169c92a,"COATES, Robert Carman",10065,0.5451,Progressive Conservative Party,"Author, barrister, lawyer",,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1
85,BURIN--BURGEO,Newfoundland and Labrador,1949 - 1976,23,1957.06.10,3429,fa35eab4-2838-4cc0-a8fb-67604ad16c62,"CARTER, Chesley William",accl.,,Liberal Party of Canada,"Businessman, director",,0,3,,,,,,,,,,,,,1,1,9,1,2,2,2,9,2,1,9,2,2,1,2,1,1,9
627,SAGUENAY,Quebec,1947 - 1966,23,1957.06.10,3436,fb00d618-1a75-40ef-b864-b246b852afac,"BRISSON, Lomer",11408,0.5821,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,,,,,1,1,9,2,9,9,9,9,9,9,9,2,9,9,2,1,2,1
123,CARLETON,Ontario,1867 - 1966,23,1957.06.10,3444,fbe6eee5-e685-43a1-be96-3792f9e4edc4,"BELL, Richard Albert",27865,0.6178,Progressive Conservative Party,Barrister,,0,1,,,1,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,9,1,2,1
367,LANARK,Ontario,1914 - 1966,23,1957.08.26,3456,fd119eff-0d21-4703-9085-9fe33c43a80d,"DOUCETT, George H.",accl.,,Progressive Conservative Party,"Farmer, insurance broker",,1,1,,,,,,,,,,,,,1,1,9,9,9,9,9,9,9,9,9,2,2,2,9,1,2,1
537,PEACE RIVER,Alberta,1924 - ,23,1957.06.10,3465,fdce9d46-5c36-4ca6-b6c7-52d1e6f9ba0b,"LOW, Solon Earl",10393,0.4367,Social Credit,"Farmer, gentleman, school principal, teacher",,0,4,,,,,,,,,,,,,1,1,1,9,9,9,9,1,2,1,1,2,2,2,1,2,9,9
76,BROME--MISSISQUOI,Quebec,1924 - 1966,23,1957.06.10,3483,ff5727f8-97b3-428e-bdc3-5bb71943cea9,"DESLIERES, Joseph-Leon",9255,0.5182,Liberal Party of Canada,Wholesaler,,1,3,,,,,,,,,,,,,1,9,9,2,2,2,2,9,2,1,9,9,9,9,9,9,2,1
