Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H16S1V001,H16S1V002,H16S1V003,H16S1V004,H16S1V005,H16S1V006,H16S1V007,H16S1V008,H16S1V009,H16S1V010,H16S1V011,H16S1V012,H16S1V013,H16S1V014,H16S1V015,H16S1V016,H16S1V017,H16S2V001,H16S2V002,H16S2V003,H16S2V004,H16S2V005,H16S2V006,H16S2V007,H16S2V008,H16S2V009,H16S2V010,H16S2V011,H16S2V012,H16S2V013,H16S2V014,H16S2V015,H16S2V016,H16S2V017,H16S2V018,H16S2V019,H16S2V020,H16S2V021,H16S2V022,H16S2V023,H16S2V024,H16S3V001,H16S3V002,H16S3V003,H16S3V004,H16S3V005,H16S3V006,H16S3V007,H16S3V008,H16S3V009,H16S3V010,H16S3V011,H16S3V012,H16S3V013,H16S3V014,H16S3V015,H16S3V016,H16S3V017,H16S3V018,H16S3V019,H16S3V020,H16S3V021,H16S3V022,H16S3V023,H16S3V024,H16S3V025,H16S3V026,H16S3V027,H16S3V028,H16S4V001,H16S4V002,H16S4V003,H16S4V004,H16S4V005,H16S4V006,H16S4V007,H16S4V008,H16S4V009,H16S4V010,H16S4V011,H16S4V012,H16S4V013,H16S4V014,H16S4V015,H16S4V016,H16S4V017,H16S4V018,H16S4V019,H16S4V020,H16S4V021,H16S4V022,H16S4V023,H16S4V024,H16S4V025
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,02.14.1927,03.02.1927,03.02.1927,03.07.1927,03.15.1927,03.17.1927,03.17.1927,03.23.1927,03.28.1927,03.28.1927,04.05.1927,04.11.1927,04.13.1927,04.13.1927,04.13.1927,04.13.1927,04.14.1927,03.13.1928,03.13.1928,03.14.1928,03.14.1928,03.20.1928,03.27.1928,03.29.1928,04.26.1928,04.26.1928,04.27.1928,05.02.1928,05.09.1928,05.09.1928,05.09.1928,05.11.1928,05.15.1928,05.16.1928,05.16.1928,05.18.1928,05.21.1928,05.22.1928,05.23.1928,05.26.1928,06.09.1928,02.14.1929,02.19.1929,02.21.1929,02.21.1929,02.26.1929,02.28.1929,03.06.1929,04.11.1929,04.11.1929,04.11.1929,04.15.1929,04.15.1929,04.15.1929,04.16.1929,04.16.1929,04.23.1929,05.01.1929,05.14.1929,05.14.1929,05.16.1929,05.22.1929,05.23.1929,05.31.1929,06.10.1929,06.11.1929,06.11.1929,06.14.1929,06.14.1929,03.03.1930,03.04.1930,03.10.1930,03.11.1930,03.13.1930,03.18.1930,03.18.1930,03.25.1930,03.25.1930,03.27.1930,03.27.1930,04.01.1930,04.01.1930,04.08.1930,04.28.1930,04.28.1930,05.06.1930,05.06.1930,05.06.1930,05.06.1930,05.13.1930,05.15.1930,05.15.1930,05.15.1930,05.28.1930
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PRINCE ALBERT,Saskatchewan,1907 - 1987,16,1926.09.14-1926.10.10 and 1926.11.02,2469,b11f5b30-7d32-44e6-b23c-a24561c1eaf5,"KING, Rt. Hon. William Lyon Mackenzie",8933,0.6487,Liberal Party of Canada,"Author, editor, gentleman, journalist, labour expert, lawyer, senior public servant",,0,5,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1926.10.10,,,9,9,9,2,1,2,2,9,2,1,2,1,1,9,2,2,2,2,2,1,1,1,9,1,2,2,2,1,2,9,9,9,9,2,2,9,2,9,2,9,2,1,2,2,2,9,9,2,2,2,1,9,9,9,1,2,9,9,9,9,9,2,2,9,9,9,9,9,9,9,1,2,9,9,9,9,1,1,2,2,2,1,2,1,2,1,1,1,2,1,2,2,1,9
243,GLOUCESTER,New Brunswick,1867 - 1990,16,1926.09.14-1926.10.04 and 1926.11.02,2472,b155bd78-8adb-481a-8fd1-4d1b36d4daff,"VENIOT, Hon. Pierre J.",7992,0.5579,Liberal Party of Canada,"Insurance agent, journalist, newspaper owner",,1,1,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1926.10.04,,,2,2,1,2,1,9,9,2,9,9,2,1,1,1,2,2,9,9,9,1,9,9,2,1,9,9,2,1,9,2,1,2,1,9,9,2,9,2,9,2,9,2,2,2,2,2,1,2,9,9,9,2,2,2,2,9,2,2,1,9,9,9,9,9,9,1,9,9,9,1,1,9,9,9,2,1,1,1,2,2,1,2,2,1,1,9,1,2,2,2,9,9,9,9
400,LISGAR,Manitoba,1871 - 1987,16,1926.09.14,2479,b1d5c682-1934-44e3-8c98-235be860bb63,"BROWN, John Livingstone",4657,0.5513,Liberal Progressive,"Farmer, minister",,0,3,,,,,,,,,,,,,1,2,1,2,2,2,2,2,2,1,2,2,1,9,2,2,2,2,2,1,1,1,9,1,2,2,9,1,2,2,2,2,1,2,2,1,2,2,2,9,2,2,9,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,9,9,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2
757,VANCOUVER CENTRE,British Columbia,1914 - ,16,1926.09.14,2491,b2723513-c609-4a5c-87f4-bd7c225ccd75,"STEVENS, Hon. Henry Herbert",10326,0.5344,Conservative (1867-1942),"Accountant, broker, grocer",,0,5,,,,,,,,,England,,,,9,2,2,9,1,1,2,9,9,9,1,1,1,2,1,9,9,2,1,2,2,2,9,9,1,9,1,9,1,2,9,1,9,1,1,2,1,2,9,2,9,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,9,1,2,1,9,9,9,9,9,9,9,1,1,9,1,2,1,2,9,2,2,1,9,9,9,9,2,1,1,1,2,1,2,9
626,RUSSELL,Ontario,1867 - 1966,16,1926.09.14,2495,b2ba480d-9a02-4109-a93b-3a73f8d0d540,"GOULET, Alfred",9062,0.6502,Liberal Party of Canada,Merchant,,1,2,,,,,,,,,,,,,2,2,1,9,1,2,2,9,9,9,9,9,9,1,2,2,9,2,2,1,1,9,2,9,2,2,9,9,2,9,9,9,9,9,2,9,2,9,2,9,2,9,9,2,2,2,9,2,2,2,9,2,9,9,9,9,2,2,9,9,2,2,9,9,9,9,9,9,9,1,1,9,2,1,2,1,9,1,2,2,1,2,2,9,9,9,1,2,2,2,2,2,1,2
741,TORONTO NORTHWEST,Ontario,1924 - 1933,16,1926.09.14,2511,b4773d7c-fb30-477a-9d14-c076e60905ac,"CHURCH, Thomas Langton",12071,0.7556,Conservative (1867-1942),Barrister,,0,3,,,,,,,,,,,,,2,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,9,9,9,9,9,9,2,1,1,9,1,2,9,9,9,9,1,9,9,1,2,1,1,1,2,2,1,2,1,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,9,9,9,2,9,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9
675,SELKIRK,Manitoba,1871 - 1976,16,1926.09.14,2519,b51147ec-fb01-4e00-bc55-826415ff1c97,"BANCROFT, Leland Payson",7016,0.5789,Liberal Progressive,Farmer,,0,2,,,,,,,,,,,,,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,9,2,2,2,1,1,1,1,1,2,2,9,1,9,2,1,2,1,2,2,1,2,1,2,1,2,9,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,9,2,2,9,1,1,1,2,1,1,9,1,2,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2
411,MACDONALD,Manitoba,1892 - 1947,16,1926.09.14,2525,b54e3a9e-15eb-4530-ac26-da6562febcf2,"LOVIE, William James",6652,0.607,Progressive,Farmer,,0,3,,,,,,,,,,,,,9,2,1,2,2,2,2,2,2,1,2,9,2,1,2,2,2,2,2,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,9,9,9,9,9,9,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2
796,WELLINGTON NORTH,Ontario,1867 - 1952,16,1926.09.14,2538,b67b7030-8122-4f9c-b2df-e18a412a6f0f,"SINCLAIR, Duncan",4825,0.5201,Conservative (1867-1942),"Gentleman, salesman",,0,2,,,,,,,,,,,,,9,2,2,1,1,1,2,1,1,2,9,1,1,9,1,1,2,2,1,2,9,2,2,9,1,1,9,1,1,9,9,1,9,1,1,9,9,9,1,9,9,1,1,1,1,2,9,1,9,1,2,1,1,1,1,1,9,1,9,9,1,1,9,9,1,9,9,1,1,1,1,1,2,2,1,2,1,2,1,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9
594,REGINA,Saskatchewan,1907 - 1933,16,1926.09.14-1926.10.04 and 1926.11.02,2553,b7bab241-2a80-47dc-b8e0-c1334a0b5abb,"DUNNING, Hon. Charles Avery",8916,0.527,Liberal Party of Canada,Farmer,,0,2,,1,,,,,,,England,Resignation. Appointed Minister of Railways and Canals: 1926.10.04,,,2,2,1,2,1,2,2,9,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,9,9,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,9,9,2,9,2,2,2,1,9,9,9,9,9,1,1,2,1,2,1,1,1,2,2,2,2,1,2,1,9,1,2,1,1,9,2,2,1,2
103,CALGARY WEST,Alberta,1914 - 1952,16,1926.09.14,2579,b9296f13-96f7-4c62-a577-63a5fc91ac2f,"BENNETT, Hon. Richard Bedford",8951,0.5792,Conservative (1867-1942),"Barrister, lawyer, teacher",,0,3,,,,,,,,,,,,,9,2,9,9,1,9,9,9,1,2,9,1,9,9,9,9,9,2,1,2,2,2,9,9,1,1,1,1,1,9,9,9,9,1,1,9,1,2,1,2,1,1,1,1,1,9,9,9,2,1,2,1,1,1,1,1,9,9,9,9,9,1,2,1,1,9,9,9,9,1,1,1,9,2,1,9,1,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,9
855,YORK--SUNBURY,New Brunswick,1914 - 1987,16,1926.09.14,2585,b9befc64-819d-4523-8a07-915e74257442,"HANSON, Richard Burpee",8451,0.6546,Conservative (1867-1942),Barrister,,0,4,,,,,,,,,,,,,9,2,2,1,9,9,9,9,9,9,1,1,1,2,1,1,9,9,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,9,9,9,9,2,9,9,9,1,1,9,9,1,2,1,9,9,9,1,1,9,1,9,1,1,2,9,9,9,2,9,9,9,9,9,9,1,1,9,9,9,1,2,1,2,1,2,2,1,1,9,9,2,2,1,1,9,9,9,9,9
625,ROYAL,New Brunswick,1914 - 1966,16,1926.09.14,2591,b9fb0d72-3610-42f4-991a-66ed1ca6b876,"JONES, Hon. George B.",7266,0.5488,Conservative (1867-1942),"Business executive, merchant",,0,3,,,,,,,,,,,,,2,2,2,9,9,1,2,1,9,9,1,1,1,2,1,1,9,2,1,2,2,9,9,9,1,1,1,1,9,9,9,9,9,1,1,9,1,2,9,9,9,9,9,1,1,9,2,1,2,1,2,1,1,1,1,1,9,1,2,2,9,9,9,9,9,9,9,9,9,1,1,9,9,2,1,2,1,2,1,2,9,9,1,9,9,2,2,1,1,9,9,9,9,9
303,HURON NORTH,Ontario,1914 - 1952,16,1927.09.12,2596,ba3650e7-a4d8-4fb8-8d43-805b396ec85a,"SPOTTON, George",4595,0.3936,Conservative (1867-1942),Businessman,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,2,2,2,2,1,1,1,1,1,9,2,1,9,9,1,1,1,9,2,1,9,9,2,1,1,1,2,2,1,2,1,2,9,9,9,1,1,9,1,9,9,1,1,2,1,9,9,2,1,1,9,9,1,2,2,2,2,1,1,9,9,1,2,1,9,9,1,1,2,2,2,9,9,9,9
633,ST. HENRI,Quebec,1924 - 1933,16,1926.09.14,2635,bd0b7691-bf15-4026-ab2e-767ae78f819d,"MERCIER, Paul",9995,0.8228,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,,,,,9,9,9,2,9,9,9,9,9,9,2,9,9,1,2,9,9,9,9,9,9,1,9,9,9,9,9,2,2,2,1,9,1,9,9,9,9,1,2,9,2,9,9,2,2,2,1,2,9,9,9,9,2,2,2,2,2,2,1,9,9,2,2,9,9,9,9,9,9,9,1,9,2,1,2,1,1,1,2,2,9,9,9,9,9,9,9,9,9,2,2,2,1,9
137,CHARLEVOIX--SAGUENAY,Quebec,1924 - 1947,16,1926.09.14,2638,bd9b695e-03eb-4481-be01-3402cff4d261,"CASGRAIN, Pierre-Francois",8553,0.7461,Liberal Party of Canada,Lawyer,,1,4,,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,1,2,1,1,9,2,2,9,2,2,1,1,1,9,9,2,2,9,9,2,2,1,2,1,2,2,2,2,2,2,2,2,2,9,2,2,2,1,2,2,2,1,9,2,2,2,2,2,2,1,1,2,2,2,9,9,1,9,9,9,1,1,2,2,1,9,9,9,9,2,2,1,2,2,9,9,1,1,2,2,2,2,2,1,2
58,BOW RIVER,Alberta,1914 - 1966,16,1926.09.14,2653,bec983fd-5d93-4fb8-b921-3a1d702cbebd,"GARLAND, Edward Joseph",5144,0.6295,United Farmers of Alberta,Farmer,,0,3,,,,,,,,,Ireland,,,,1,1,2,1,2,1,1,9,1,2,2,2,2,1,1,1,9,1,2,1,2,9,9,2,1,1,2,9,9,9,9,1,9,1,2,1,2,1,2,1,9,2,1,1,1,9,2,9,1,2,2,9,9,2,2,9,1,9,9,9,2,2,1,1,2,9,9,2,2,2,1,1,9,9,1,9,1,9,2,1,2,9,1,1,2,2,2,1,1,1,1,2,2,1
131,CHAMPLAIN,Quebec,1867 - 2003,16,1926.09.14,2668,bfcd5cb3-fa89-4dc9-9a43-f7cd41753640,"DESAULNIERS, Arthur Lesieur",10024,0.6496,Liberal Party of Canada,Merchant,,1,4,,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,1,2,9,9,1,2,2,9,2,2,1,1,1,9,1,2,2,9,2,2,2,1,9,1,2,2,9,9,1,2,9,2,2,2,2,2,2,1,2,2,2,1,9,9,9,2,2,2,2,1,1,2,2,2,2,9,9,9,9,9,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,9,2,2,1,2
61,BRANDON,Manitoba,1892 - 1952,16,1930.02.05,2674,c0217f54-28e5-4cd6-8ce3-4d47e7475495,"CRERAR, Hon. Thomas Alexande",accl.,,Liberal Party of Canada,"Farmer, grain merchant, managing director, teacher",,0,3,,1,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,2,1,2,9,9,1,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2
1269,THREE RIVERS--ST. MAURICE,Quebec,1924 - 1933,16,1926.09.14,2678,c083d76e-c0b0-4025-8cd9-98115deb241c,"BETTEZ, Arthur",11384,0.6649,Liberal Party of Canada,Accountant,,0,2,,,,,,,,,,,,,9,2,1,9,1,2,2,2,9,9,2,1,1,1,2,2,2,2,2,2,1,9,9,1,2,2,9,2,2,9,9,9,1,9,9,2,9,1,9,2,9,2,2,2,2,2,9,2,2,2,1,9,9,9,2,2,9,2,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,9,2,2,1,2
141,CHATEAUGUAY--HUNTINGDON,Quebec,1914 - 1947,16,1930.01.27,2681,c0a4cb33-e1c3-4a00-be34-407384be7eeb,"O'CONNOR, Dennis James",accl.,,Liberal Party of Canada,"Contractor, farmer, garage owner / operator",,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,2,2,2,9,2,1,1,1,2,2,1,2,2,9,9,9,9,9,9,9,2,2,1,2
477,NELSON,Manitoba,1914 - 1933,16,1926.09.14,2688,c111b992-19d9-4d12-9d89-aecc72e09544,"BIRD, Thomas William",3042,0.5361,Progressive,Clergyperson,,0,3,,,,,,,,,England,,,,1,1,2,1,2,1,1,9,1,2,2,9,9,9,9,9,9,1,2,1,2,1,1,2,2,2,9,1,2,9,9,9,2,1,2,9,9,1,2,1,9,2,9,9,9,1,2,1,1,2,2,1,9,9,1,9,9,9,1,9,2,2,1,1,9,9,9,9,9,2,2,9,1,2,1,9,9,2,2,1,2,1,1,1,9,2,2,1,1,1,1,2,2,1
559,PORTAGE LA PRAIRIE,Manitoba,1903 - 1947,16,1926.09.14,2694,c16e5713-f726-4aac-a30e-e0bba160ba79,"MCPHERSON, Ewen Alexander",6394,0.5173,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,United States,,,,2,2,1,2,1,2,2,2,2,1,2,9,9,9,9,9,9,2,2,1,1,1,9,9,9,9,9,1,9,9,9,9,9,2,2,9,2,9,2,9,9,2,9,2,2,1,1,2,2,2,1,1,2,1,1,9,2,9,2,9,2,9,9,1,9,9,9,9,9,9,2,9,9,2,1,1,1,2,2,2,2,1,9,9,9,2,2,9,9,1,2,2,1,2
621,ROSETOWN,Saskatchewan,1924 - 1933,16,1926.09.14,2708,c2394337-f8ed-4555-877d-cc6d79e6700e,"EVANS, John",5635,0.6643,Progressive,Farmer,,0,3,,,,,,,,,Wales,,,,1,1,2,1,2,1,1,1,1,2,1,2,9,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,9,2,1,2,1,1,2,1,1,2,2,2,2,2,9,9,1,1,1,1,2,2,1,1,2,1,1,9,9,2,1,9,1,2,1,9,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1
363,LAMBTON EAST,Ontario,1882 - 1933,16,1926.09.14,2711,c2527710-f476-45b2-a5f5-e6c1d5ed9aef,"FANSHER, Burt Wendell",6891,0.5208,Progressive,Farmer,,0,2,,,,,,,,,,,,,9,1,2,1,2,2,1,2,1,2,1,9,2,1,2,1,9,1,2,1,2,1,1,2,1,1,9,1,1,2,2,1,2,1,2,1,2,1,2,9,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,9,9,9,9,1,2,9,1,2,1,1,9,9,9,1,2,1,2,9,9,1,2,2,1,2,1,2,9,9,2,2,1,1,1,9,9,9,1
697,SPRINGFIELD,Manitoba,1914 - 1966,16,1926.09.14,2730,c3f9321c-2ab5-4701-950d-8ccd6e95826e,"BISSETT, Edgar Douglas Richmond",3852,0.4898,Liberal Progressive,"Physician, surgeon",,0,1,,,,,,,,,,,,,2,2,1,9,1,2,2,2,9,2,2,2,1,9,9,9,9,9,9,9,9,1,9,9,2,2,9,9,9,9,9,9,9,2,2,1,2,9,2,9,9,2,9,2,2,9,9,2,9,9,9,2,2,2,2,2,2,9,9,1,9,2,9,9,9,9,9,9,9,9,1,9,9,9,9,9,1,2,9,9,2,1,9,9,9,9,9,9,9,9,2,2,1,9
778,VICTORIA,Ontario,1903 - 1966,16,1926.09.14,2741,c4a99832-e80f-4388-8e64-c14b25943a41,"STINSON, Thomas Hubert",9070,0.6017,Conservative (1867-1942),Barrister,,0,2,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,2,1,9,1,2,1,1,9,2,1,2,2,2,2,9,1,1,9,1,9,1,1,1,9,1,1,1,9,2,1,9,9,9,1,1,1,2,2,1,2,1,2,9,1,9,1,1,9,1,2,9,1,1,9,1,9,2,9,9,9,9,1,9,9,2,1,9,1,2,9,9,2,1,1,9,9,2,2,1,1,9,2,1,2,9
30,BATTLE RIVER,Alberta,1914 - 1952,16,1926.09.14,2753,c59fd096-6883-4701-81c3-6f45cd624771,"SPENCER, Henry Elvins",5597,0.7382,United Farmers of Alberta,"Farmer, printer, publisher",,0,3,,,,,,,,,England,,,,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,9,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1,9,1,2,9,9,2,1,1,1,2,2,2,1,1,1,1,2,2,1
187,DURHAM,Ontario,1903 - 1966,16,1926.09.14,2759,c61f7227-e070-4bee-8ddb-338d2405a4e0,"BOWEN, Fred Wellington",6508,0.5643,Conservative (1867-1942),Farmer,,0,3,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,9,1,9,9,1,1,2,1,1,1,1,1,1,9,2,1,2,1,1,1,1,1,2,2,1,2,1,2,9,9,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,9,2,1,2,1,2,1,2,2,1,1,9,9,2,2,1,1,9,2,1,2,1
327,KENT,New Brunswick,1867 - 1966,16,1926.09.14,2766,c6876161-216b-4a0f-a1ca-96ab82be6819,"BOURGEOIS, Alfred Edmond",4799,0.5349,Liberal Party of Canada,"Clerk, landlord, merchant",,1,1,,,,,,,,,,,,,2,2,1,9,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,9,2,9,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,9,1,1,9,2,2,2,9,9,9,9,9,1,9,2,2,9,9,9,1,1,2,2,1,2,2,1,9,9,9,9,9,2,2,2,1,2
47,BERTHIER--MASKINONGE,Quebec,1924 - 1952,16,1926.09.14,2769,c69cdaf8-e0f0-4832-80f2-b1790e333990,"GERVAIS, Joseph-Charles-Theodore",6606,0.5881,Liberal Party of Canada,Physician,,1,4,,,,,,,,,,,,,2,2,1,2,1,2,2,9,2,1,2,1,9,1,2,2,9,9,9,9,9,9,9,1,2,2,9,2,2,2,1,2,1,2,2,9,9,9,2,9,2,2,2,2,2,2,1,9,2,2,1,9,2,2,2,2,2,2,1,1,2,2,2,9,9,1,9,9,9,1,9,2,9,9,2,1,1,1,2,2,1,2,2,9,9,9,9,9,9,2,2,2,1,2
323,KAMOURASKA,Quebec,1867 - 1976,16,1926.09.14,2786,c7877003-a7b3-48bd-96df-1091b52e294b,"BOUCHARD, Georges",4332,0.6284,Liberal Party of Canada,"Agrologist, teacher",,1,3,,,,,,,,,,,,,2,9,9,2,9,2,2,2,2,1,9,9,9,1,2,2,2,2,2,9,9,1,2,9,9,9,2,1,2,9,1,9,1,2,2,2,2,2,2,9,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,9,2,9,9,9,2,2,9,1,9,9,9,9,1,9,9,2,1,2,1,9,9,9,9,1,2,2,9,9,1,1,2,2,2,2,2,1,2
487,NIPISSING,Ontario,1892 - 2003,16,1926.09.14,2788,c79f8b15-291f-4d63-9bbb-62940ee95419,"LAPIERRE, Edmond Anthony",11587,0.5638,Liberal Party of Canada,Sales representative,,1,3,,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,9,2,1,2,1,2,2,2,2,9,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,9,2,2,2,9,1,9,9,9,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,1,9,9,9,9,2,2,2,1,2
612,RICHMOND--WEST CAPE BRETON,Nova Scotia,1924 - 1933,16,1926.09.14,2797,c838192a-4657-4b91-a1b7-3a009c93343f,"MACDONALD, John Alexander",3769,0.5347,Conservative (1867-1942),Physician,,0,2,,,,,,,,,,,,,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,9,9,9,9,2,9,2,9,9,1,1,9,1,1,2,1,1,2,1,1,9,1,2,1,2,9,1,1,1,1,2,2,1,9,1,2,9,9,9,9,9,1,1,9,9,1,1,2,9,9,9,9,9,9,1,9,9,9,9,9,2,1,9,1,2,9,9,1,9,9,9,9,9,9,9,2,1,2,9
497,NORTHUMBERLAND,New Brunswick,1867 - 1955,16,1926.09.14,2821,ca10de0a-026f-4b2c-9708-9d745556fcb7,"MORRISSY, Charles Joseph",6201,0.5216,Liberal Party of Canada,"Accountant, insurance agent",,0,1,,,,,,,,,,,,,9,2,1,2,1,9,2,2,2,1,9,9,9,1,9,9,9,2,2,1,1,1,2,9,2,2,9,2,2,2,1,9,1,2,2,9,2,1,2,1,2,2,2,2,2,1,1,9,2,2,1,9,9,9,9,2,2,2,1,1,2,2,2,2,1,9,9,9,9,1,9,2,9,2,2,1,1,1,2,2,1,9,2,9,9,9,9,9,9,2,2,2,1,2
250,GRENVILLE--DUNDAS,Ontario,1924 - 1966,16,1926.09.14,2874,cdd10c21-6c0d-459f-a8a0-99d3c72da7b1,"CASSELMAN, Arza Clair",8100,0.6306,Conservative (1867-1942),"Barrister, lawyer",,0,3,,,,,,,,,,,,,9,2,2,1,9,9,9,1,9,9,1,1,9,2,1,9,9,2,1,2,2,2,9,9,9,9,9,9,1,9,9,9,9,1,1,2,9,9,1,9,9,1,1,1,1,9,2,1,9,9,9,9,9,9,1,1,1,1,2,2,9,1,9,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,9,2,2,1,1,9,9,2,2,1,1,9,2,9,9,9
63,BRANT,Ontario,1903 - 1947,16,1926.09.14,2887,ceffab7f-3b3b-43ea-a168-f43a4e8b34af,"SMOKE, Franklin",4218,0.5092,Conservative (1867-1942),Barrister,,0,2,,,,,,,,,,,,,2,2,2,1,1,9,9,1,1,2,1,1,1,2,1,1,1,2,1,2,2,9,9,9,1,1,1,1,1,2,1,9,9,1,1,1,9,9,9,9,9,1,1,1,1,1,2,9,2,1,2,9,9,9,9,9,9,1,2,9,1,1,9,1,1,9,9,1,9,9,9,1,1,2,1,9,1,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1
388,LEEDS,Ontario,1903 - 1976,16,1926.09.14,2906,d0fdc43a-2bf2-47f2-a4e7-5e122182e613,"STEWART, Hugh Alexander",9092,0.5599,Conservative (1867-1942),Barrister,,0,3,,,,,,,,,,,,,2,2,2,9,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,9,1,9,9,9,9,9,1,2,2,9,1,1,1,9,9,2,9,9,1,1,1,1,1,1,2,1,2,1,2,9,1,1,1,1,1,1,2,2,1,1,2,9,1,2,2,1,1,9,1,9,9,2,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1
