Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H16S1V001,H16S1V002,H16S1V003,H16S1V004,H16S1V005,H16S1V006,H16S1V007,H16S1V008,H16S1V009,H16S1V010,H16S1V011,H16S1V012,H16S1V013,H16S1V014,H16S1V015,H16S1V016,H16S1V017,H16S2V001,H16S2V002,H16S2V003,H16S2V004,H16S2V005,H16S2V006,H16S2V007,H16S2V008,H16S2V009,H16S2V010,H16S2V011,H16S2V012,H16S2V013,H16S2V014,H16S2V015,H16S2V016,H16S2V017,H16S2V018,H16S2V019,H16S2V020,H16S2V021,H16S2V022,H16S2V023,H16S2V024,H16S3V001,H16S3V002,H16S3V003,H16S3V004,H16S3V005,H16S3V006,H16S3V007,H16S3V008,H16S3V009,H16S3V010,H16S3V011,H16S3V012,H16S3V013,H16S3V014,H16S3V015,H16S3V016,H16S3V017,H16S3V018,H16S3V019,H16S3V020,H16S3V021,H16S3V022,H16S3V023,H16S3V024,H16S3V025,H16S3V026,H16S3V027,H16S3V028,H16S4V001,H16S4V002,H16S4V003,H16S4V004,H16S4V005,H16S4V006,H16S4V007,H16S4V008,H16S4V009,H16S4V010,H16S4V011,H16S4V012,H16S4V013,H16S4V014,H16S4V015,H16S4V016,H16S4V017,H16S4V018,H16S4V019,H16S4V020,H16S4V021,H16S4V022,H16S4V023,H16S4V024,H16S4V025
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,02.14.1927,03.02.1927,03.02.1927,03.07.1927,03.15.1927,03.17.1927,03.17.1927,03.23.1927,03.28.1927,03.28.1927,04.05.1927,04.11.1927,04.13.1927,04.13.1927,04.13.1927,04.13.1927,04.14.1927,03.13.1928,03.13.1928,03.14.1928,03.14.1928,03.20.1928,03.27.1928,03.29.1928,04.26.1928,04.26.1928,04.27.1928,05.02.1928,05.09.1928,05.09.1928,05.09.1928,05.11.1928,05.15.1928,05.16.1928,05.16.1928,05.18.1928,05.21.1928,05.22.1928,05.23.1928,05.26.1928,06.09.1928,02.14.1929,02.19.1929,02.21.1929,02.21.1929,02.26.1929,02.28.1929,03.06.1929,04.11.1929,04.11.1929,04.11.1929,04.15.1929,04.15.1929,04.15.1929,04.16.1929,04.16.1929,04.23.1929,05.01.1929,05.14.1929,05.14.1929,05.16.1929,05.22.1929,05.23.1929,05.31.1929,06.10.1929,06.11.1929,06.11.1929,06.14.1929,06.14.1929,03.03.1930,03.04.1930,03.10.1930,03.11.1930,03.13.1930,03.18.1930,03.18.1930,03.25.1930,03.25.1930,03.27.1930,03.27.1930,04.01.1930,04.01.1930,04.08.1930,04.28.1930,04.28.1930,05.06.1930,05.06.1930,05.06.1930,05.06.1930,05.13.1930,05.15.1930,05.15.1930,05.15.1930,05.28.1930
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ANTIGONISH--GUYSBOROUGH,Nova Scotia,1914 - 1966,16,1927.01.18,937,441e220e-1526-47d2-9b2f-ab5619ae3aac,"DUFF, William",6415,0.548,Liberal Party of Canada,"Fish merchant, merchant, shipowner",,0,4,,,,,,,,,,,,,9,9,9,2,9,9,9,9,2,1,9,9,1,2,9,2,9,2,2,1,1,9,2,9,9,9,9,2,9,9,9,9,9,2,2,9,2,2,9,9,9,9,2,9,9,2,9,2,2,2,1,9,9,9,9,2,2,9,9,9,2,2,9,9,9,9,9,9,9,9,2,9,2,1,9,9,1,1,2,2,1,2,2,2,2,1,1,2,2,9,9,9,1,9
18,ARGENTEUIL,Quebec,1867 - 1947,16,1926.09.14,938,4430053b-1f47-481d-9354-7a7535f63be9,"PERLEY, Sir George H.",4094,0.5151,Conservative (1867-1942),Lumber merchant,,0,5,,,,,,,,,United States,,,,9,2,2,9,1,1,2,9,1,2,1,9,9,9,9,9,9,9,9,2,2,2,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,2,9,2,1,2,9,9,9,9,9,1,1,2,9,1,9,9,2,9,9,9,9,9,9,1,9,9,9,2,2,9,9,1,2,1,2,1,1,9,9,9,9,9,9,2,9,2,9
303,HURON NORTH,Ontario,1914 - 1952,16,1926.09.14-1927.01.14,980,471dbe2d-0270-4bf0-8927-e905bf560aa8,"KING, John Warwick",5892,0.5151,Progressive,"Farmer, teacher",,0,3,,,,,,,,,,Died in office: 1927.01.14,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
443,MIDDLESEX WEST,Ontario,1867 - 1966,16,1926.09.14-1926.10.24 and 1926.11.02,985,477fcb57-55d6-4cb8-a32d-6872b0a608bd,"ELLIOTT, Hon. John Campbell",6187,0.6023,Liberal Party of Canada,"Lawyer, solicitor",,0,2,,1,,,,,,,,Resignation. Appointed Minister of Public Works: 1926.10.24,,,2,2,1,9,1,2,2,9,2,1,2,1,1,1,2,2,2,2,2,1,1,1,2,9,2,2,2,1,2,9,9,9,1,2,2,2,2,2,2,9,2,2,2,2,2,9,1,2,2,2,1,9,9,9,9,2,9,2,9,9,2,2,9,1,1,9,9,1,1,1,1,9,2,2,2,1,1,1,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9
816,WILLOW BUNCH,Saskatchewan,1924 - 1933,16,1926.09.14,986,47969277-16b5-4c4d-8952-7027b8806eb1,"DONNELLY, Thomas",7683,0.5879,Liberal Party of Canada,"Physician, principal, teacher",,0,2,,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,2,9,1,9,9,9,9,9,9,9,2,2,1,2,1,2,2,1,2,9,2,2,2,9,2,2,2,1,1,2,9,2,1,9,9,9,9,2,2,2,9,9,2,9,2,1,9,9,9,9,9,9,9,2,1,2,1,1,1,2,9,9,2,1,2,9,9,2,2,1,1,1,9,9,1,2
544,PERTH NORTH,Ontario,1867 - 1933,16,1926.09.14,993,48063cf5-e72a-4e6e-8481-6f6c20d21565,"HAY, Francis Wellington",8236,0.5202,Liberal Party of Canada,Grain merchant,,0,1,,,,,,,,,,,,,9,2,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,9,2,9,9,9,9,2,9,2,1,2,1,9,9,9,9,2,9,9,9,2,2,2,2,2,1,2,2,2,1,9,9,9,1,2,9,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,2,9,2,2,1,9,9,9,9,2,1,1,1,9,9,9,9
833,YALE,British Columbia,1914 - 1952,16,1926.09.14,1025,4aa810f9-1c2b-42a6-95c4-d4e382d264a1,"STIRLING, Grote",7815,0.6655,Conservative (1867-1942),"Civil engineer, fruit grower",,0,3,,,,,,,,,England,,,,9,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,9,1,1,1,1,1,9,9,1,2,1,1,1,1,2,1,9,1,1,9,1,1,1,2,1,2,1,2,1,1,1,1,1,9,1,9,9,9,9,9,1,1,2,2,1,1,1,1,1,1,2,9,9,1,2,1,2,9,9,1,2,2,2,2,1,1,9,2,1,2,1
848,YORK WEST,Ontario,1914 - ,16,1928.10.29,1028,4b5bfbee-1eba-427e-9bad-ddade84ad69e,"LAWSON, James Earl",accl.,,Conservative (1867-1942),Barrister,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,1,1,9,2,1,2,1,2,9,1,1,1,9,9,1,2,2,1,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,1,2,9,9,2,1,1,2,2,2,2,1,1,1,2,1,2,9
471,MUSKOKA--ONTARIO,Ontario,1924 - 1947,16,1926.09.14,1032,4be4381a-0630-418f-b3aa-6b95dcd88e09,"MCGIBBON, Peter",9039,0.6109,Conservative (1867-1942),Physician,,0,3,,,,,,,,,,,,,2,2,2,9,1,1,2,1,1,2,1,1,1,2,1,1,9,2,1,2,2,2,1,9,1,1,9,1,9,2,2,1,2,1,1,9,1,2,1,9,1,1,1,1,1,2,2,1,9,1,2,9,9,9,9,9,1,1,2,2,1,1,2,9,9,9,9,9,9,9,1,9,2,2,2,2,9,2,1,2,1,2,9,9,9,2,1,2,2,1,2,1,2,1
581,QUEBEC EAST,Quebec,1867 - 1966,16,1926.09.14-1926.10.04 and 1926.11.02,1050,4d5012f1-c091-43d5-b8fc-f6f7ac8afb9c,"LAPOINTE, Hon. Ernest",9370,0.5927,Liberal Party of Canada,Lawyer,,1,8,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1926.10.04,,,2,9,9,9,1,9,9,9,2,1,9,9,9,9,9,9,9,2,2,1,1,1,9,1,9,9,2,1,2,9,1,2,1,2,2,2,2,2,2,9,2,9,9,9,9,9,9,9,2,2,1,2,9,9,9,2,9,2,1,1,2,2,2,2,9,1,1,9,9,1,1,2,2,1,2,1,1,1,9,9,1,2,2,1,1,1,1,2,2,2,2,2,1,2
702,ST. JOHN--ALBERT,New Brunswick,1914 - 1966,16,1926.09.14,1052,4d768775-cb1a-4313-8cd2-2525e0351667,"BELL, Thomas",12310,0.3069,Conservative (1867-1942),"Lumber merchant, merchant",,0,2,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,9,1,9,2,1,1,2,1,1,2,1,2,1,2,9,1,1,1,1,1,2,1,2,1,2,9,1,1,1,9,1,9,2,2,1,9,9,1,1,2,2,9,9,1,1,1,1,2,1,2,9,9,1,2,2,1,9,9,9,2,2,1,1,9,2,1,2,1
287,HOCHELAGA,Quebec,1867 - 1978,16,1926.09.14,1068,4e8ef5b5-5275-4b7f-bb45-5328e39557a0,"ST-PERE, Edouard Charles",16339,0.8435,Liberal Party of Canada,Journalist,,1,3,,,,,,,,,,,,,9,2,1,2,1,2,2,2,2,1,2,1,1,9,2,2,2,2,2,1,1,1,1,1,2,2,2,2,9,9,9,9,1,2,2,2,9,1,2,2,2,2,9,2,2,2,1,2,2,2,1,9,2,9,2,2,2,2,1,1,9,2,9,2,9,9,9,9,9,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,9,1,2,2,2,9,9,1,9
790,WATERLOO NORTH,Ontario,1867 - 1966,16,1926.09.14-1926.10.04 and 1926.11.02,1073,4f101a06-5792-4d8a-9130-5ba8fab659eb,"EULER, Hon. William Daum",10394,0.6202,Liberal Party of Canada,Businessman,,0,4,,1,,,,,,,,Resignation. Appointed Minister of Customs and Excise: 1926.10.04,,,9,2,9,9,1,2,2,9,2,1,2,9,9,1,9,9,9,2,2,1,1,9,9,9,2,2,9,1,9,2,9,9,9,9,9,9,2,2,9,9,9,9,2,2,2,9,1,2,2,2,1,1,1,9,1,2,2,2,9,2,9,2,2,1,1,9,9,9,9,9,9,9,9,2,1,9,1,2,9,9,2,1,9,9,9,9,9,9,9,1,9,9,9,9
223,FORT WILLIAM,Ontario,1924 - 1976,16,1926.09.14,1074,4f144b8d-0f62-4502-b6eb-6bf2aa0faaad,"MANION, Hon. Robert James",5173,0.6795,Conservative (1867-1942),Physician,,0,4,,,,,,,,,,,,,9,9,9,1,9,1,2,9,1,2,1,1,9,9,9,9,9,2,1,2,2,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,2,1,1,1,9,2,1,9,1,2,9,9,9,9,1,1,1,9,9,9,1,9,9,9,9,9,9,9,9,1,9,2,9,9,9,2,9,9,2,1,2,9,9,9,2,1,2,2,9,9,9,9,9
549,PETERBOROUGH WEST,Ontario,1867 - 1952,16,1926.09.14,1080,4f67ea43-a53e-4c7f-865e-f93d2df80a0d,"PECK, Edward Armour",8934,0.5669,Conservative (1867-1942),Barrister,,0,2,,,,,,,,,England,,,,2,9,9,1,1,1,2,1,9,9,1,9,1,2,1,1,9,2,1,2,2,2,2,1,1,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,2,2,1,9,1,2,9,9,9,1,1,9,1,2,9,9,1,2,9,9,2,1,9,9,9,1,9,9,2,2,2,1,1,1,2,1,2,1,9,9,9,1,2,2,1,2,1,2,1
562,PORTNEUF,Quebec,1867 - 2004,16,1926.09.14,1088,50213f53-4bd4-4a8f-a6eb-ae0ac7c0034d,"DELISLE, Michel-Simeon",6308,0.5447,Liberal Party of Canada,"Gentleman, merchant, person of independent means",,1,8,,,,,,,,,,,,,2,2,1,9,1,2,2,2,2,1,2,1,1,1,2,2,9,2,2,1,1,1,1,1,2,2,2,2,2,2,1,9,9,9,9,2,2,2,2,9,2,2,9,9,9,9,9,2,2,2,1,2,2,2,2,2,2,2,9,9,9,2,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,2,2,1,2
213,ESSEX EAST,Ontario,1924 - 1966,16,1926.09.14,1111,528428bf-713b-443c-915f-99befa93b019,"ODETTE, Edmond George",7555,0.5291,Liberal Party of Canada,Industrialist,,0,1,,,,,,,,,,,,,2,9,9,9,1,2,2,2,9,9,2,1,1,9,2,2,2,2,2,1,1,1,2,9,2,2,9,2,2,9,9,9,1,2,2,1,9,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9
216,ESSEX SOUTH,Ontario,1882 - 1966,16,1926.09.14,1149,548a2ff3-1f52-4e62-ac08-965b22225e76,"GOTT, Eccles James",6761,0.5122,Conservative (1867-1942),Real estate broker,,0,2,,,,,,,,,,,,,2,9,9,1,9,9,9,9,1,2,1,1,1,2,1,9,9,2,1,2,2,2,9,9,1,1,9,1,1,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,9
289,HULL,Quebec,1914 - 1984,16,1926.09.14,1164,5564e3c6-63c0-4987-bf0f-fd4f2d0b4f64,"FONTAINE, Joseph-Eloi",10899,0.833,Liberal Party of Canada,Physician,,1,4,,,,,,,,,,,,,2,2,1,2,9,2,2,9,2,1,2,9,9,9,2,2,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
456,MONTMAGNY,Quebec,1867 - 1933,16,1926.09.14,1170,55e3b186-f829-4b7e-b9be-11d24e278940,"LAFLAMME, Leo Kemner",3985,0.5222,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,United States,,,,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,9,9,9,1,9,2,1,9,9,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,9
768,VAUDREUIL--SOULANGES,Quebec,1914 - 1966,16,1926.09.14-1929.02.01 and 1929.07.29,1186,56cdbd9c-51ba-4b07-9dc1-80826852902f,"WILSON, Lawrence Alexander",5391,0.7447,Liberal Party of Canada,"Liquor merchant, wholesaler",,0,2,,,,,,,,,,Resignation: 1929.02.01,,,9,2,1,9,9,9,9,9,2,1,9,9,9,9,9,9,9,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1238,CALGARY EAST,Alberta,1924 - 1952,16,1926.09.14,1208,58175706-15c2-42c0-9022-d12cc8594d2c,"ADSHEAD, Herbert Bealy",6707,0.5588,Labour,"Farmer, teacher",,0,1,,,,,,,,,England,,,,1,1,1,1,2,2,2,2,1,2,2,2,2,9,1,1,2,1,2,1,2,1,1,9,9,9,9,1,2,9,9,1,2,9,9,1,2,9,2,9,2,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,9,9,2,2,2,9,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,9,9,9,1
1245,NORTH BATTLEFORD,Saskatchewan,1924 - 1947,16,1926.09.14,1211,58b4a1bb-c89d-408e-bc5c-59fbe257f973,"MCINTOSH, Cameron Ross",6147,0.6757,Liberal Party of Canada,"Journalist, printer, publisher, teacher",,0,2,,,,,,,,,,,,,2,2,1,2,9,2,2,2,2,1,2,9,9,9,2,2,2,2,2,1,1,1,2,1,2,2,9,1,2,2,1,2,9,2,2,9,9,2,2,9,2,2,2,2,2,2,1,9,2,2,1,9,2,2,9,2,2,2,1,9,2,2,2,1,9,9,9,1,1,9,9,2,2,2,2,1,1,1,2,2,1,2,9,9,9,1,1,2,2,9,2,2,1,2
44,BELLECHASSE,Quebec,1867 - 1996,16,1926.10.14,1223,59710768-f49c-450f-9e2c-2223cea98267,"BOULANGER, Oscar L.",4897,0.7203,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,1,2,1,1,9,2,2,2,2,2,1,1,9,2,1,2,2,9,9,2,2,1,9,1,2,2,2,2,1,2,9,2,2,2,2,2,9,1,2,2,2,1,9,9,2,9,2,2,9,1,1,2,2,2,2,9,9,9,9,9,9,2,2,2,1,2,1,1,1,2,2,1,2,9,1,1,9,9,9,9,9,2,2,1,2
476,NEEPAWA,Manitoba,1914 - 1947,16,1926.09.14,1231,59c768fb-dc29-4eb7-83df-999c1d5d5eda,"MILNE, Robert",6293,0.5833,Progressive,Farmer,,0,2,,,,,,,,,,,,,1,2,1,2,2,2,2,2,2,1,2,2,9,1,2,2,2,2,2,1,1,1,9,1,2,2,9,1,2,9,1,9,2,2,2,1,2,1,2,9,2,2,9,2,2,1,1,2,9,9,9,1,2,1,1,2,2,2,2,9,2,2,2,1,9,9,9,9,9,2,9,2,1,2,1,1,1,2,2,2,2,1,2,9,9,2,2,1,1,1,2,2,1,2
644,ST. JOHNS--IBERVILLE,Quebec,1892 - 1933,16,1926.09.14,1272,5d23b71f-ca64-4954-b361-22c058f5662e,"BENOIT, Alderic-Joseph",4802,0.5256,Liberal Party of Canada,"Farmer, hay and grain dealer",,1,3,,,,,,,,,,,,,2,2,1,2,9,9,9,2,2,1,2,9,1,1,2,2,2,2,2,2,1,9,1,1,2,2,9,2,2,2,1,9,1,2,2,9,9,2,2,9,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,9,1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2
316,JOLIETTE,Quebec,1867 - 1933,16,1928.12.17,1283,5dde948f-34aa-44fb-9205-893fc2e1ba4c,"FERLAND, Charles-Edouard",5251,0.6658,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,2,2,2,1,2,2,2,1,9,9,9,2,2,2,2,9,9,9,2,9,2,9,9,9,9,9,9,1,2,2,1,9,1,1,1,2,2,1,2,2,9,9,9,9,9,9,2,2,2,1,2
785,VICTORIA--CARLETON,New Brunswick,1914 - 1966,16,1927.06.16,1288,5e65514d-9d70-4aff-934e-84ef855cc10f,"FOSTER, Albion Roudolph",accl.,,Liberal Party of Canada,Farmer,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,1,2,9,2,2,2,1,9,9,9,2,1,2,2,2,2,2,2,2,9,9,9,2,2,9,9,2,2,2,1,1,2,9,1,2,9,2,1,1,9,9,9,9,1,9,2,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
423,MAPLE CREEK,Saskatchewan,1914 - 1952,16,1927.11.25,1289,5e7b449e-503e-4e02-8208-08ae8dc6e835,"BOCK, William George",accl.,,Liberal Party of Canada,Farmer,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,1,9,9,2,2,9,1,2,2,1,2,1,2,2,1,9,2,2,9,2,2,9,2,2,2,1,2,2,2,1,1,1,9,1,2,2,2,9,9,2,2,2,9,1,9,2,1,1,2,2,2,9,2,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,9
239,GLENGARRY,Ontario,1924 - 1952,16,1926.09.14,1295,5f01e34f-fee7-4ee4-876a-c223abbd419b,"MACDONALD, Archibald John",4382,0.5389,Liberal Party of Canada,Merchant,,0,2,,,,,,,,,,,,,2,2,1,9,9,2,2,2,2,1,2,1,1,9,2,2,2,2,2,1,1,9,9,9,2,2,2,2,2,2,1,9,1,9,9,1,2,1,9,9,2,2,2,2,2,2,1,2,2,2,1,9,9,9,1,2,2,2,9,9,2,2,2,9,9,9,9,9,9,1,2,9,2,9,2,1,1,1,2,2,9,9,2,9,9,1,1,2,2,9,2,2,1,2
822,WINNIPEG NORTH,Manitoba,1914 - 1997,16,1926.09.14,1301,5f73217f-27d7-4bec-9943-554ca0daade8,"HEAPS, Abraham Albert",6171,0.4918,Labour,"Agent, upholsterer",,0,2,,,,,,,,,England,,,,9,1,2,1,2,1,1,2,1,2,2,9,2,1,9,1,9,1,2,1,2,1,1,2,2,2,9,9,2,1,2,9,2,1,2,1,9,9,2,9,2,2,1,9,9,9,2,1,1,2,9,1,2,1,9,1,2,1,2,2,2,2,1,9,9,1,1,2,2,2,1,9,1,2,1,9,2,2,9,9,2,1,1,9,9,2,2,1,1,9,1,2,9,1
396,LEVIS,Quebec,1867 - 1998,16,1926.09.14,1309,5fc11127-6221-488e-8a50-245110854a70,"DUSSAULT, J. Etienne",7127,0.5497,Liberal Party of Canada,"Contractor, editor, industrialist",,1,2,,,,,,,,,,,,,2,2,1,2,9,2,2,2,2,9,9,9,9,9,9,9,2,2,2,1,1,1,2,1,9,9,2,9,2,2,9,9,9,9,2,9,9,9,2,9,9,2,2,2,2,2,1,9,9,9,1,2,9,9,9,9,9,9,1,1,9,2,9,9,9,9,9,9,9,9,9,2,2,1,9,9,9,1,9,9,1,2,2,1,1,9,9,9,9,9,2,2,1,2
723,TERREBONNE,Quebec,1867 - 1996,16,1926.09.14,1313,5fe0a99b-215e-4a47-85c2-96d98e586cfc,"PREVOST, Jules-Edouard",7060,0.7567,Liberal Party of Canada,"Journalist, publisher",,1,4,,,,,,,,,,,,,9,2,1,9,1,2,2,2,2,1,2,1,9,9,9,9,9,2,2,1,1,1,9,9,2,2,9,2,9,9,9,9,1,2,2,2,2,9,2,9,9,9,2,2,2,2,1,2,2,2,1,2,2,2,2,2,9,2,9,9,2,2,9,9,9,1,1,9,9,9,1,9,2,1,2,9,1,1,9,9,1,2,2,9,9,1,1,2,2,2,2,2,1,9
440,MIDDLESEX EAST,Ontario,1867 - 1966,16,1926.09.14,1328,6109f7a9-5793-456e-b7e7-f02d6417b525,"HODGINS, Adam King",5701,0.5134,Conservative (1867-1942),"Automobile dealer, farmer",,0,2,,,,,,,,,,,,,9,9,9,9,1,1,2,9,9,9,9,1,1,2,1,1,9,2,1,2,2,2,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
530,OXFORD SOUTH,Ontario,1867 - 1933,16,1926.09.14,1333,612deb60-20c5-4702-b6c2-33c13c7f54f1,"CAYLEY, Thomas Merritt",6064,0.5306,Liberal Party of Canada,"Insurance agent, school principal, teacher",,0,1,,,,,,,,,,,,,2,2,1,9,9,9,9,1,2,1,2,2,1,9,2,2,2,2,2,1,1,9,2,9,2,2,9,1,2,2,1,9,9,2,2,1,9,9,9,9,9,9,2,2,2,2,1,9,2,2,1,1,9,9,1,9,9,2,2,9,2,2,9,1,1,9,2,9,9,9,1,2,1,2,9,9,1,2,2,2,2,1,2,9,9,1,2,1,1,1,2,2,1,2
336,KING'S,Prince Edward Island,1892 - 1966,16,1926.09.14,1338,616922c5-dc75-48e4-a764-c4133dc949b3,"MACDONALD, John Alexander",4329,0.5058,Conservative (1867-1942),"Exporter, merchant",,0,2,,,,,,,,,,,,,2,2,2,9,9,1,2,9,1,2,1,1,1,2,1,1,1,2,1,2,2,2,9,9,1,1,9,1,1,2,1,1,9,1,1,9,1,2,1,2,9,1,9,9,9,9,2,1,2,1,2,9,9,9,9,1,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,2,2,9,1,9,9,9,9,9,9,9,2,1,2,2,9,2,1,2,1
810,WESTMORLAND,New Brunswick,1867 - 1966,16,1926.09.14,1366,63c0bb4b-1183-449f-bf74-4595fe5b7639,"PRICE, Otto Baird",10737,0.5127,Conservative (1867-1942),"Dental surgeon, dentist",,0,2,,,,,,,,,,,,,2,9,9,9,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,9,2,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,1,1,1,1,9,9,1,9,1,2,1,1,9,1,1,1,9,2,2,9,1,2,1,9,9,9,9,9,1,1,1,9,2,1,2,1,2,1,2,9,9,9,9,9,9,9,9,9,9,2,1,2,1
802,WENTWORTH,Ontario,1903 - 1966,16,1926.09.14,1371,64133edf-0990-42a2-9245-175d93050aae,"WILSON, Gordon Crooks",10975,0.6729,Conservative (1867-1942),"Agent, gentleman, merchant",,0,5,,,,,,,,,,,,,9,2,2,9,9,9,9,9,1,2,9,9,9,9,9,9,9,2,1,2,2,9,2,9,9,9,2,1,9,9,9,9,9,9,9,9,9,2,9,9,9,2,9,9,9,9,2,1,9,9,9,9,9,9,9,9,1,9,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,2,9,9,2,1,1,9,9,9,9,9,9,9,2,1,2,9
