Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H19S1V001,H19S1V002,H19S1V003,H19S1V004,H19S1V005,H19S1V006,H19S2V001,H19S2V002,H19S2V003,H19S2V004,H19S2V005,H19S2V006,H19S2V007,H19S3V001,H19S3V002,H19S3V003,H19S3V004,H19S3V005,H19S3V006,H19S3V007,H19S3V008,H19S3V009,H19S3V010,H19S3V011,H19S3V012,H19S3V013,H19S3V014,H19S3V015,H19S3V016,H19S4V001,H19S4V002,H19S4V003,H19S4V004,H19S4V005,H19S4V006,H19S4V007,H19S4V008,H19S4V009,H19S4V010,H19S4V011,H19S4V012,H19S4V013,H19S4V014,H19S4V015,H19S4V016,H19S4V017,H19S4V018,H19S4V019,H19S4V020,H19S5V001,H19S5V002,H19S5V003,H19S5V004,H19S5V005,H19S5V006,H19S5V007,H19S5V008,H19S5V009,H19S5V010,H19S5V011,H19S5V012,H19S5V013,H19S5V014,H19S5V015,H19S5V016,H19S5V017,H19S5V018,H19S5V019,H19S5V020,H19S5V021,H19S5V022,H19S5V023,H19S5V024,H19S5V025,H19S5V026,H19S5V027,H19S5V028,H19S6V001,H19S6V002
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,06.03.1940,06.18.1940,06.19.1940,07.05.1940,07.05.1940,07.05.1940,12.03.1940,12.03.1940,12.05.1940,03.25.1941,05.01.1941,05.01.1941,05.22.1941,02.18.1942,02.19.1942,02.19.1942,02.19.1942,02.19.1942,03.04.1942,03.04.1942,03.17.1942,04.20.1942,07.02.1942,07.07.1942,07.07.1942,07.16.1942,07.23.1942,07.23.1942,07.28.1942,02.02.1943,02.18.1943,02.23.1943,02.23.1943,02.25.1943,03.01.1943,03.08.1943,03.25.1943,03.25.1943,03.25.1943,03.30.1943,05.06.1943,05.10.1943,05.10.1943,05.19.1943,05.20.1943,06.07.1943,06.30.1943,07.05.1943,07.19.1943,02.08.1944,02.10.1944,02.10.1944,02.10.1944,02.10.1944,02.21.1944,02.22.1944,03.10.1944,03.20.1944,03.27.1944,05.08.1944,05.11.1944,05.11.1944,05.15.1944,06.13.1944,06.29.1944,07.11.1944,07.25.1944,07.28.1944,07.31.1944,07.31.1944,08.09.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,03.25.1945,04.13.1945
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,YUKON,Yukon,1902 - 1947,19,1940.03.26,755,3738c10d-d188-441d-ad40-3689553b373a,"BLACK, George",915,0.5357,National Government,"Barrister, lawyer",,0,5,,,,,,,,,,,,,9,1,1,2,1,1,2,1,9,2,2,1,2,2,1,2,1,2,2,2,9,1,9,1,2,1,9,9,9,9,9,2,2,1,1,1,2,2,1,9,9,2,9,2,1,1,2,1,9,2,2,2,1,1,2,1,2,2,9,2,1,9,1,9,2,1,2,1,2,2,9,2,1,1,1,2,2,1,2
574,PROVENCHER,Manitoba,1871 - ,19,1940.03.26,769,386b725e-bf30-43b6-a681-9bfdc78a7e3f,"JUTRAS, Rene",3768,0.3078,Liberal Party of Canada,"Farmer, teacher",,1,1,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9
718,SWIFT CURRENT,Saskatchewan,1914 - 1953,19,1940.03.26,772,38bc02d4-ec13-4476-ac5c-e846e5972b80,"GRAHAM, Roy Theodore",6042,0.3895,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,9,9,9,1,2,2,2,2,2,1,2,2,1,2,9,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,9,2,9,9,1,2,1,9,9,2,1,1,1,1,9,2,2,1,1,1,1,1,2
174,DIGBY--ANNAPOLIS--KINGS,Nova Scotia,1933 - 1947,19,1940.03.26,789,396d7d47-d79c-4aea-bf33-18c3e7b199e3,"ILSLEY, Hon. James Lorimer",15094,0.6133,Liberal Party of Canada,Barrister,,0,4,,1,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,9,9,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2
279,HASTINGS SOUTH,Ontario,1924 - 1966,19,1940.03.26,794,39d68948-22b4-4074-a035-ac4c0c0b414e,"STOKES, George Henry",9001,0.4819,National Government,"Breeder, farmer",,0,1,,,,,,,,,,,,,1,1,1,9,9,9,2,1,9,2,1,1,2,2,9,2,1,2,2,9,1,1,1,1,2,9,2,1,1,2,2,2,9,1,9,2,9,9,9,1,1,2,2,2,9,9,2,1,9,2,2,2,1,9,2,1,9,1,2,9,1,2,9,1,2,1,2,1,2,2,9,2,1,1,9,2,2,1,9
614,RIMOUSKI,Quebec,1867 - 1980,19,1940.03.26-1944.05.30,796,3a13035c-13d2-40f7-a5e0-ed8a943a7c31,"D'ANJOU, J.-E.-S.-Emmanuel",9766,0.6223,Liberal Party of Canada,"Insurance agent, insurance agent, insurance broker, insurance broker",,1,3,1,,,,,,,,,,,,2,1,9,2,2,1,2,2,2,2,2,2,9,2,2,1,2,2,1,9,9,9,2,2,9,1,1,2,9,1,2,1,1,2,9,9,1,2,2,9,2,1,1,1,1,1,9,2,9,2,1,1,1,9,1,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
614,RIMOUSKI,Quebec,1867 - 1980,19,1944.06.01,796.1,3a13035c-13d2-40f7-a5e0-ed8a943a7c31,"D'ANJOU, J.-E.-S.-Emmanuel",9766,0.6223,Independent,,,1,3,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,9,9,1,9,9,9,1,2,1,1,2,2,2,1
423,MAPLE CREEK,Saskatchewan,1914 - 1952,19,1940.03.26,814,3b69492b-495d-43bc-900b-fecf0024ad01,"EVANS, Charles Robert",5157,0.3837,Liberal Party of Canada,"Farmer, lumber merchant",,0,2,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,9,2,2,2,2,1,2,2,1,2,9,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9
198,EDMONTON EAST,Alberta,1914 - 2000,19,1941.06.02,831,3cb7f18b-bcfd-4fa5-898b-ba8dd9122795,"CASSELMAN, Cora T.",7306,0.5178,Liberal Party of Canada,Teacher,,0,1,,,,,,,,,,"Elected at a by-election following the death of her husband, Frederick Clayton Casselman: 1941.06.02",,,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,2,2,1,2,9,2,9,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,9,2,2,2,2,1,1,2,2,2,9,9,9,9,1,1,9,2,1,1,1,1,1,2,2,1,1,1,1,1,9
230,FRONTENAC--ADDINGTON,Ontario,1924 - 1952,19,1940.03.26,837,3d711546-f3de-417d-bd6c-4c9fabacdd96,"AYLESWORTH, Wilbert Ross",6154,0.5052,National Government,"Farmer, merchant",,0,1,,,,,,,,,,,,,9,9,1,2,1,1,9,9,9,2,1,1,9,2,9,2,1,9,2,9,9,9,9,9,9,9,9,9,1,9,2,9,2,1,9,9,2,2,9,1,9,9,9,9,1,9,9,9,9,9,2,2,1,9,9,9,9,9,9,9,1,2,9,9,2,9,9,9,9,9,1,9,9,9,9,9,9,1,9
848,YORK WEST,Ontario,1914 - ,19,1940.03.26,870,3f27b0a5-3b86-4f3a-8bab-f44a940c0742,"ADAMSON, Rodney",12788,0.4457,Conservative (1867-1942),Mining engineer,,0,1,,,,,,,,,,,,,2,1,1,9,9,9,9,9,9,2,9,9,2,2,9,9,1,2,9,9,9,9,9,9,9,9,2,1,9,2,2,2,2,1,2,2,2,2,9,9,9,9,9,2,9,1,2,9,1,2,2,9,9,9,2,1,2,1,2,9,9,9,9,1,9,1,2,9,9,9,1,2,1,1,9,2,2,9,9
542,PERTH,Ontario,1933 - 1970,19,1940.03.26,871,3f352a5f-24ea-483a-8a69-c81fe4b99ab9,"SANDERSON, Fred G.",12926,0.6047,Liberal Party of Canada,"Agent, farmer, manufacturer",,0,5,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,9,2,2,1,2,1,2,2,1,2,2,2,2,9,1,1,2,2,1,2,1,2,2,2,2,9,1,2,2,1,9,9,2,2,1,2,2,1,1,2,9,2,2,2,1,1,2,2,9,9,2,1,2,1,1,9,2,1,1,1,1,1,2,2,1,1,1,1,1,2
243,GLOUCESTER,New Brunswick,1867 - 1990,19,1940.03.26,872,3f39cca9-c19b-4a62-8921-76a2f7ccb9a7,"VENIOT, C.-J.",10451,0.6574,Liberal Party of Canada,"Physician, surgeon",,1,2,,,,,,,,,,,,,2,9,1,9,9,9,2,2,2,2,2,2,1,9,1,2,2,1,2,2,2,2,9,1,9,9,2,1,2,1,2,2,2,2,2,1,9,9,9,9,9,9,9,9,9,2,9,9,2,2,9,9,9,9,1,2,9,2,9,2,1,9,9,9,9,2,1,9,9,9,9,2,2,1,1,1,1,1,9
551,PONTIAC,Quebec,1867 - 1947,19,1940.03.26,886,40465bb5-88ee-403b-890e-ea364271fff5,"MCDONALD, Wallace Reginald",13206,0.4362,Liberal Party of Canada,Merchant,,0,2,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,9,1,1,9,2,2,2,2,1,1,9,9,2,9,2,1,2,1,1,9,2,1,1,9,9,1,1,2,1,1,2,2,1,2
631,ST. ANTOINE--WESTMOUNT,Quebec,1933 - 1947,19,1940.03.26,898,4147128e-2ec6-4295-95ae-389b95cc3ca4,"ABBOTT, Douglas Charles",14879,0.6238,Liberal Party of Canada,Lawyer,,0,1,,,1,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,1,1,1,2,2,1,2,1,2,2,2,2,2,9,2,2,1,2,1,2,2,1,2,9,1,1,9,2,2,2,2,1,9,2,2,2,1,2,1,2,9,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2
252,GREY NORTH,Ontario,1867 - 1966,19,1945.02.05,917,42cae8e1-1d66-4016-9ccb-ff8d59e5e764,"CASE, Wilfred Garfield",7333,0.4431,Progressive Conservative Party,"Farmer, insurance broker",,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9
550,PICTOU,Nova Scotia,1867 - 1966,19,1940.03.26,920,4312a6c5-011e-4198-9408-038d3fc3eb0a,"MCCULLOCH, Henry B.",9983,0.5285,Liberal Party of Canada,Merchant,,0,2,,,,,,,,,,,,,2,1,1,2,2,1,9,9,9,2,9,9,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,9,2,2,1,2,1,2,2,1,2,9,1,9,2,2,2,2,2,1,9,2,2,2,1,2,1,2,1,1,2,2,1,9,9,9,1,2,2,1,1,1,1,9,2
853,YORK SOUTH,Ontario,1903 - 1976,19,1942.02.09,939,44449e3c-562a-4461-aa3d-ae59eb3971cd,"NOSEWORTHY, Joseph W.",16408,0.5786,Co-operative Commonwealth Federation,Teacher,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,2,2,2,1,1,9,1,2,1,1,2,2,9,2,1,2,2,1,1,2,9,9,9,1,1,2,2,2,1,9,9,1,1,1,2,2,1,2,2,9,9,1,2,1,1,1,2,1,1,1,9,9,9,9,9,2,2,2,2,1,1,9,2
584,QUEBEC WEST AND SOUTH,Quebec,1933 - 1947,19,1940.03.26-1944.11.22,948,449e1e87-7c70-4086-bf84-ce748397efe9,"PARENT, Charles",12010,0.6001,Liberal Party of Canada,Lawyer,,1,2,1,,,1,,,,,,,,,9,9,9,9,9,9,2,2,9,2,9,9,9,2,2,1,2,2,1,9,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,99,99,99,99,99,99,99,99
584,QUEBEC WEST AND SOUTH,Quebec,1933 - 1947,19,1944.11.23 ,948.1,449e1e87-7c70-4086-bf84-ce748397efe9,"PARENT, Charles",12010,0.6001,Independent Liberal,,,1,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,1,2,2,1,1
325,KENORA--RAINY RIVER,Ontario,1924 - 2003,19,1940.03.26-1944.04.10,983,47369e53-d026-42ef-b8bb-97010087a47b,"MCKINNON, Hugh B.",10595,0.5561,Liberal Party of Canada,Locomotive engineer,,0,3,,,,,,,,,,Died in office: 1944.04.10,,,2,9,9,2,2,1,2,2,2,9,2,2,9,2,1,2,2,1,9,9,2,9,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
830,WOOD MOUNTAIN,Saskatchewan,1933 - 1947,19,1940.03.26,986,47969277-16b5-4c4d-8952-7027b8806eb1,"DONNELLY, Thomas F.",6375,0.414,Liberal Party of Canada,"Physician, principal, teacher",,0,5,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,9,9,9,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,1,1,1,1,1,9
579,QUBEC--MONTMORENCY,Quebec,1924 - 1966,19,1940.03.26-1944.11.23,987,47a6a353-0ea9-42e7-b5de-7445d28f3586,"LACROIX, Wilfrid",12850,0.7129,Liberal Party of Canada,Architect,,1,2,1,,,1,,,,,,,,,2,9,2,9,9,9,9,9,9,9,9,9,9,2,2,1,2,2,9,9,2,9,2,2,9,9,1,2,9,1,9,1,1,2,1,9,1,2,2,2,9,1,1,9,9,9,9,2,9,2,1,1,1,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99
579,QUBEC--MONTMORENCY,Quebec,1924 - 1966,19,1944.11.24 ,987.1,47a6a353-0ea9-42e7-b5de-7445d28f3586,"LACROIX, Wilfrid",12850,0.7129,Independent Liberal,,,1,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,2,2,2,1
814,WETASKIWIN,Alberta,1924 - ,19,1940.03.26,998,48d49149-6bb2-49b5-8887-10fb59f903b5,"JAQUES, Norman",6245,0.3995,Social Credit,Farmer,,0,2,,,,,,,,,England,,,,1,2,9,1,1,2,1,1,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,1,1,9,9,9,9,9,1,9,9,9,1,1,2,1,9,9,9,9,9,9,9,9,9,1,9,1,1,9,2,1,9,1,9,9,9,9,9,2,1,2,2,9,9,9,9
793,WELLAND,Ontario,1867 - 1987,19,1942.02.09,1004,48fe0415-1454-43d8-a242-1562dedacc97,"MITCHELL, The Hon. Humphrey P.C. ",,,Liberal Party of Canada,"Machine operator, union officer",,0,2,,1,,,,,,,England,"By-election, missing from file DROP",,,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,2,2,9,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,9,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,9,9,9,9,9,1,9,2,1,1,1,1,1,2,2,1,1,1,1,1,9
1245,NORTH BATTLEFORD,Saskatchewan,1924 - 1947,19,1940.03.26,1005,4908410e-88e5-461d-8103-e6841e5b109d,"NIELSEN, Dorise W.",10500,0.5716,Unity,"Homemaker, teacher",,0,1,,,,,,,,,England,,,,1,2,1,1,1,2,1,1,9,1,9,9,2,1,1,2,2,1,2,1,1,9,9,1,9,1,2,1,9,2,1,9,9,9,1,9,1,9,9,9,9,2,2,2,1,1,2,1,1,2,2,2,2,1,1,9,1,1,9,2,1,2,2,9,9,2,1,1,9,9,9,2,2,1,1,1,1,1,2
497,NORTHUMBERLAND,New Brunswick,1867 - 1955,19,1940.03.26,1012,498ef2ed-41a2-4b6c-8753-0873205dc554,"O'BRIEN, Joseph Leonard",5149,0.3991,National Government,Lumber merchant,,0,1,,,,,,,,,,,,,2,1,1,9,9,9,2,1,9,9,9,9,2,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,1,9,2,9,9,9,1,9,2,2,1,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,1,9,1,2,9,9,9,9,1,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9
201,EDMONTON WEST,Alberta,1914 - 1987,19,1940.03.26,1013,499ad66a-6186-4cf9-a2a7-25f82fb620de,"MACKINNON, Hon. James A.",12350,0.5687,Liberal Party of Canada,"Manager, teacher",,0,2,,1,,,,,,,,,,,2,1,9,2,2,1,9,9,9,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,9,1,2,2,2,2,2,1,2,2,1,2,9,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,9,2,1,2,9,1,2,9,1,1,1,1,1,2,2,1,1,1,1,1,2
833,YALE,British Columbia,1914 - 1952,19,1940.03.26,1025,4aa810f9-1c2b-42a6-95c4-d4e382d264a1,"STIRLING, Hon. Grote",8599,0.3766,National Government,"Civil engineer, fruit grower",,0,6,,,,,,,,,England,,,,2,1,1,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,9,1,2,1,1,2,2,2,1,1,2,9,2,1,2,2,1,2,1,1,2,1,2,1,9,9,1,2,1,1,1,2,2,1,9
793,WELLAND,Ontario,1867 - 1987,19,1940.03.26-1941.09.15,1035,4c3322bf-566c-403d-b850-327cefe91c27,"DAMUDE, Arthur B.",19132,0.525,Liberal Party of Canada,Insurance agent,,0,2,,,,,,,,,,Died in office: 1941.09.15,,,2,9,9,9,9,9,2,2,2,9,9,9,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
581,QUEBEC EAST,Quebec,1867 - 1966,19,1940.03.26-1941.11.26,1050,4d5012f1-c091-43d5-b8fc-f6f7ac8afb9c,"LAPOINTE, Le trèes honorable Ernest",17914,0.5929,Liberal Party of Canada,Lawyer,,1,11,,1,,,,,,,,Died in office: 1941.11.26,,,2,1,9,9,9,9,2,2,2,9,2,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
623,ROSTHERN,Saskatchewan,1933 - 1966,19,1940.03.26,1053,4d785391-75cd-4998-a9da-636344a54e3d,"TUCKER, Walter Adam",6612,0.506,Liberal Party of Canada,"Barrister, lawyer",,0,2,,,,,,,,,,,,,9,1,1,9,9,9,2,2,2,9,2,2,9,9,9,9,9,9,2,2,2,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,1,1,2,2,2,1,2,1,2,1,9,2,9,1,1,1,1,9,9,2,9,9,9,1,1,2
170,DAVENPORT,Ontario,1933 - ,19,1940.03.26,1070,4ec07e21-5e6c-41f8-9fa6-c6cbf37549e8,"MACNICOL, John Ritchie",14890,0.572,National Government,"Gentleman, manufacturer, teacher",,0,3,,,,,,,,,,,,,2,1,1,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,9,2,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,9,2,1,2,1,1,9,1,2,1,9,9,1,2,1,1,1,2,2,1,2
790,WATERLOO NORTH,Ontario,1867 - 1966,19,1940.03.26-1940.05.08,1073,4f101a06-5792-4d8a-9130-5ba8fab659eb,"EULER, Hon. Wm. Daum",14172,0.6309,Liberal Party of Canada,Businessman,,0,7,,,,,,,,,,Resignation. Called to the Senate: 1940.05.08,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
562,PORTNEUF,Quebec,1867 - 2004,19,1940.03.26-1943.02.17,1157,54fab234-c4ce-4c68-9f8a-710b182cb06f,"GAUTHIER, Pierre",10033,0.6756,Liberal Party of Canada,Physician,,1,2,1,,,1,,,,,,,,,9,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,9,2,9,2,2,9,1,1,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
562,PORTNEUF,Quebec,1867 - 2004,19,1943.02.18-1944.07.20,1157.1,54fab234-c4ce-4c68-9f8a-710b182cb06f,"GAUTHIER, Pierre",10033,0.6756,Bloc Populaire Canadien,,,1,2,,,,,,,,,,Resignation: 1944.07.20,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,1,2,9,9,2,2,2,9,9,9,9,2,9,1,9,9,9,9,1,1,1,9,9,1,9,9,9,9,2,1,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99
1238,CALGARY EAST,Alberta,1924 - 1952,19,1940.03.26,1169,55db0e10-ca89-49d6-a909-3ffbd42d4d3d,"ROSS, George Henry",5815,0.2754,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,9,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,9,9,2,1,2,1,1,9,9,1,1,1,1,1,2,2,1,1,1,1,1,2
457,MONTMAGNY--L'ISLET,Quebec,1933 - 1966,19,1940.03.26,1170,55e3b186-f829-4b7e-b9be-11d24e278940,"LAFLAMME, J.-Leo-K.",6890,0.677,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,United States,,,,9,1,1,2,2,1,2,2,2,2,2,2,9,2,1,2,2,1,2,2,2,2,1,2,9,2,1,2,2,1,2,9,2,2,9,9,2,2,1,2,1,9,9,1,2,9,1,9,9,2,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,2,9,9,9,9,9,1,2,9,9,2,2,1,9
263,HALIFAX,Nova Scotia,1867 - ,19,1940.03.26,1210,58a4a9e8-42c9-4fe6-b9ae-c18e764d9a45,"MACDONALD, William Chisholm",22089,0.2494,Liberal Party of Canada,Barrister,,0,1,,,1,,,,,,,,,,2,9,9,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,9,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2
846,YORK NORTH,Ontario,1867 - 2003,19,1940.03.26,1260,5c6d13ed-6be7-40bb-aa19-642b489d17de,"MULOCK, William Pate",10653,0.5468,Liberal Party of Canada,"Fruit grower, lawyer",,0,3,,1,,,,,,,,,,,2,1,1,2,2,1,2,2,2,9,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,9,2,2,2,2,2,1,1,2,9,2,9,9,1,2,9,9,9,2,1,1,9,9,9,2,2,1,1,1,1,1,9
125,CARTIER,Quebec,1924 - 1966,19,1943.08.09,1264,5cd7970f-54e0-45a0-8a5c-7e8b29ed6040,"ROSE, Fred",5789,0.3042,Labour Progressive Party,Electrician,,1,1,,,,,,,,,Poland,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,1,1,9,1,1,9,2,1,2,2,1,9,2,1,1,1,1,9,2,2,1,1,1,1,1,2
528,OXFORD,Ontario,1933 - ,19,1940.03.26,1265,5ce55de7-d2dd-4916-a4ab-0a9d644a9a9a,"RENNIE, Almon Secord",10975,0.5687,Liberal Party of Canada,"Gentleman, merchant",,0,3,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,9,2,1,2,2,1,9,9,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,9,2,2,1,2,9,1,1,9,2,2,2,2,1,1,2,2,2,9,2,1,9,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,9
