Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H19S1V001,H19S1V002,H19S1V003,H19S1V004,H19S1V005,H19S1V006,H19S2V001,H19S2V002,H19S2V003,H19S2V004,H19S2V005,H19S2V006,H19S2V007,H19S3V001,H19S3V002,H19S3V003,H19S3V004,H19S3V005,H19S3V006,H19S3V007,H19S3V008,H19S3V009,H19S3V010,H19S3V011,H19S3V012,H19S3V013,H19S3V014,H19S3V015,H19S3V016,H19S4V001,H19S4V002,H19S4V003,H19S4V004,H19S4V005,H19S4V006,H19S4V007,H19S4V008,H19S4V009,H19S4V010,H19S4V011,H19S4V012,H19S4V013,H19S4V014,H19S4V015,H19S4V016,H19S4V017,H19S4V018,H19S4V019,H19S4V020,H19S5V001,H19S5V002,H19S5V003,H19S5V004,H19S5V005,H19S5V006,H19S5V007,H19S5V008,H19S5V009,H19S5V010,H19S5V011,H19S5V012,H19S5V013,H19S5V014,H19S5V015,H19S5V016,H19S5V017,H19S5V018,H19S5V019,H19S5V020,H19S5V021,H19S5V022,H19S5V023,H19S5V024,H19S5V025,H19S5V026,H19S5V027,H19S5V028,H19S6V001,H19S6V002
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,06.03.1940,06.18.1940,06.19.1940,07.05.1940,07.05.1940,07.05.1940,12.03.1940,12.03.1940,12.05.1940,03.25.1941,05.01.1941,05.01.1941,05.22.1941,02.18.1942,02.19.1942,02.19.1942,02.19.1942,02.19.1942,03.04.1942,03.04.1942,03.17.1942,04.20.1942,07.02.1942,07.07.1942,07.07.1942,07.16.1942,07.23.1942,07.23.1942,07.28.1942,02.02.1943,02.18.1943,02.23.1943,02.23.1943,02.25.1943,03.01.1943,03.08.1943,03.25.1943,03.25.1943,03.25.1943,03.30.1943,05.06.1943,05.10.1943,05.10.1943,05.19.1943,05.20.1943,06.07.1943,06.30.1943,07.05.1943,07.19.1943,02.08.1944,02.10.1944,02.10.1944,02.10.1944,02.10.1944,02.21.1944,02.22.1944,03.10.1944,03.20.1944,03.27.1944,05.08.1944,05.11.1944,05.11.1944,05.15.1944,06.13.1944,06.29.1944,07.11.1944,07.25.1944,07.28.1944,07.31.1944,07.31.1944,08.09.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,03.25.1945,04.13.1945
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,BROME--MISSISQUOI,Quebec,1924 - 1966,19,1940.03.26,2614,bb4cc9e9-62b6-4c5e-8cfe-a4fed71c6b82,"HALLE, Maurice",8302,0.7582,Liberal Party of Canada,"Executive secretary, farmer",,1,1,,,,,,,,,,,,,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,2,2,9,9
587,QUEEN'S,Prince Edward Island,1903 - 1966,19,1940.03.26,2621,bbf601ac-11ae-44b0-8bec-e379540a370a,"DOUGLAS, James Lester",10411,0.2663,Liberal Party of Canada,"Exporter, farmer",,0,1,,,,,,,,,,,,,2,9,9,2,2,1,2,2,2,2,9,9,9,2,1,2,2,1,9,9,2,9,9,1,1,2,2,1,2,1,2,2,2,2,2,9,9,9,9,9,9,2,2,1,9,9,1,9,2,2,2,2,2,1,9,9,2,2,9,9,9,9,9,1,9,9,1,1,1,1,9,2,2,1,1,1,1,1,2
137,CHARLEVOIX--SAGUENAY,Quebec,1924 - 1947,19,1940.03.26-1941.12.14,2638,bd9b695e-03eb-4481-be01-3402cff4d261,"CASGRAIN, Hon. Pierre-Francois",14336,0.7075,Liberal Party of Canada,Lawyer,,1,7,,1,,,,,,,,Resignation. Appointed Puisne Judge of the Superior Court of Quebec: 1941.12.14,,,2,1,1,2,2,1,9,9,2,2,2,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
487,NIPISSING,Ontario,1892 - 2003,19,1940.03.26,2643,bde42488-05e2-47ed-9198-b4c92e8c1b54,"HURTUBISE, Joseph Raoul",26916,0.7056,Liberal Party of Canada,"Physician, surgeon",,1,3,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,9,2,2,2,2,2,1,2,2,1,9,9,2,2,1,2,2,9,9,2,2,2,2,2,1,1,9,2,2,9,9,1,2,1,1,9,2,1,1,1,1,9,2,2,1,1,1,1,1,9
203,EGLINTON,Ontario,1933 - 1976,19,1940.03.26,2662,bf625a1b-7f5f-4709-9f6f-acce82ade8ce,"HOBLITZELL, Frederick George",17166,0.5035,Liberal Party of Canada,"Managing director, president / manager",,0,1,,,,,,,,,United States,,,,9,1,1,9,9,9,2,2,2,2,9,9,9,2,1,2,1,1,9,9,9,9,9,1,9,9,9,9,9,1,9,2,2,2,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,1,1,1,9,9
145,CHURCHILL,Manitoba,1933 - ,19,1940.03.26,2674,c0217f54-28e5-4cd6-8ce3-4d47e7475495,"CRERAR, Hon. Thomas Alexander",8276,0.6251,Liberal Party of Canada,"Farmer, grain merchant, managing director, teacher",,0,5,,1,,,,,,,,,,,2,1,9,2,2,1,2,2,2,9,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,9,2,1,2,9,2,2,2,2,2,1,9,9,9,9,9,2,2,1,2,2,9,1,2,2,2,2,2,1,1,2,2,2,1,9,1,2,9,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2
44,BELLECHASSE,Quebec,1867 - 1996,19,1940.03.26,2709,c23fbdb4-202f-4e39-bf69-6f60ac5ee1bc,"PICARD, L.-Philippe",6585,0.7357,Liberal Party of Canada,"Executive assistant, lawyer, reporter",,1,1,,,,,,,,,,,,,2,9,1,2,2,1,2,2,2,9,2,2,1,2,1,2,2,1,9,9,9,9,1,9,9,9,9,9,9,1,2,2,2,2,9,9,2,2,1,9,9,2,2,9,9,9,9,9,9,2,2,2,2,1,9,9,9,2,9,9,1,2,9,1,9,2,1,1,9,9,1,1,2,9,9,2,2,1,2
58,BOW RIVER,Alberta,1914 - 1966,19,1940.03.26,2717,c2d813a5-a966-4bb3-ae3f-2aa943b5d543,"JOHNSTON, Charles Edward",5410,0.3434,Social Credit,Teacher,,0,2,,,,,,,,,United States,,,,1,2,1,1,1,2,1,1,9,2,1,1,2,1,1,2,2,2,2,1,1,9,1,1,2,1,2,1,9,2,1,2,2,1,1,2,9,9,9,1,1,2,2,9,1,1,2,9,9,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,9,9,9,9,9,9,2,1,2,2,1,1,1,9
294,HUMBOLDT,Saskatchewan,1905 - 1952,19,1943.08.09,2722,c39f4538-336c-4b45-8010-93f1bec0c06f,"BURTON, Joseph William",8910,0.6167,Co-operative Commonwealth Federation,Farmer,,0,1,,,,,,,,,United States,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,1,2,2,1,1,1,9,1,1,1,2,9,1,1,9,1,1,1,9,2,2,2,2,1,1,1,2
825,WINNIPEG SOUTH CENTRE,Manitoba,1924 - 1976,19,1940.03.26,2748,c548c92b-53f3-4c39-b9d9-f8f634004d2f,"MAYBANK, Ralph",19486,0.5449,Liberal Party of Canada,Barrister,,0,2,,,,,,,,,,,,,9,1,1,2,2,1,2,2,9,2,9,9,1,2,1,2,2,1,9,9,2,9,1,1,1,2,9,9,9,1,2,2,2,9,9,1,2,2,1,9,9,2,2,9,2,1,1,1,9,2,9,9,9,9,1,2,9,9,1,2,9,2,9,1,2,2,1,1,9,9,1,2,2,1,1,1,1,1,2
613,RICHMOND--WOLFE,Quebec,1867 - 1966,19,1940.03.26,2756,c5b34e5a-94e7-4e3a-b523-2ba5754a6c4c,"MULLINS, James Patrick",8554,0.6657,Liberal Party of Canada,Insurance agent,,0,2,,,,,,,,,,,,,9,1,1,9,9,9,2,2,2,2,2,2,9,2,1,2,2,1,2,2,2,9,1,2,1,9,9,9,9,1,2,2,2,9,9,9,2,2,1,2,1,9,9,1,2,9,1,9,9,2,2,2,2,1,9,2,9,9,9,9,1,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,2
30,BATTLE RIVER,Alberta,1914 - 1952,19,1940.03.26,2763,c66ed2bf-66f2-427f-a708-65e7ecf47863,"FAIR, Robert",5045,0.4117,Social Credit,Farmer,,0,2,,,,,,,,,Ireland,,,,1,2,1,1,1,2,1,1,9,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,9,1,2,9,9,9,1,1,9,9,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,9,1,1,9,9,1,1,1,1,1,9,9,9,2,1,2,2,1,1,1,2
269,HAMILTON EAST,Ontario,1903 - 2003,19,1940.03.26,2775,c6ef8017-0558-4aa8-bec2-8be5c5417d80,"ROSS, Thomas H.",14053,0.4739,Liberal Party of Canada,"Business consultant, insurance broker, public relations consultant",,0,1,,,,,,,,,,,,,2,1,1,9,9,9,2,2,2,2,2,2,1,2,1,2,2,1,2,2,9,9,9,1,1,9,2,1,2,1,2,2,2,2,9,9,9,9,9,9,9,2,2,1,2,9,1,9,9,2,2,9,9,9,9,9,9,2,9,2,1,9,1,9,9,2,9,9,9,9,9,2,2,1,1,1,1,1,9
472,NANAIMO,British Columbia,1903 - 1962,19,1940.03.26,2783,c761a451-f143-4678-b25f-d13f27d52e5f,"CHAMBERS, Alan",10668,0.4246,Liberal Party of Canada,"Exporter, importer, merchant",,0,1,,,,,,,,,England,,,,9,1,1,2,2,1,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
639,ST. JAMES,Quebec,1892 - 1947,19,1940.03.26-1944.05.10,2836,cb1e4d8c-278f-42ee-a925-d4df8127700a,"DUROCHER, Eugene",27219,0.7788,Liberal Party of Canada,Insurance broker,,1,2,,,,,,,,,,Died in office: 1944.05.10,,,9,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,1,2,2,2,2,9,9,2,2,1,2,1,2,2,1,2,9,9,9,9,2,2,2,2,1,9,2,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
681,SHELBURNE--YARMOUTH--CLARE,Nova Scotia,1933 - 1947,19,1940.03.26,2860,cd1d4f94-d4de-42cb-a256-0b0d948a7f22,"POTTIER, Vincent-Joseph",10851,0.6229,Liberal Party of Canada,Barrister,,0,2,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,1,1,1,2,2,1,9,1,2,2,2,2,2,9,2,2,1,2,9,9,9,9,9,2,1,1,2,9,2,2,2,1,9,9,2,2,1,9,9,9,1,9,2,9,1,1,1,1,9,2,2,1,1,1,1,1,2
666,SASKATOON CITY,Saskatchewan,1933 - 1947,19,1940.08.19,2864,cd519f4c-2e6c-423f-a87d-fae814d3cad2,"BENCE, Alfred Henry",4798,0.3153,Conservative (1867-1942),Barrister,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,2,1,1,9,1,1,2,2,9,2,1,2,2,9,1,9,1,1,2,1,2,1,9,9,2,2,2,1,1,2,2,2,1,1,9,9,9,2,1,1,2,9,9,2,2,9,9,9,9,1,9,1,2,2,1,9,9,9,2,1,2,1,2,2,1,2,1,1,1,2,2,1,2
250,GRENVILLE--DUNDAS,Ontario,1924 - 1966,19,1940.03.26,2874,cdd10c21-6c0d-459f-a8a0-99d3c72da7b1,"CASSELMAN, Arza Clair",7225,0.5615,National Government,"Barrister, lawyer",,0,6,,,,,,,,,,,,,9,1,1,2,1,1,2,1,2,2,1,1,2,2,1,9,1,2,2,9,1,1,9,1,2,9,2,1,1,2,2,2,2,1,1,2,2,2,1,9,9,2,2,2,1,9,2,1,9,2,2,2,1,1,2,1,2,1,2,2,1,9,1,1,2,1,9,1,2,2,9,2,1,1,1,2,2,1,2
778,VICTORIA,Ontario,1903 - 1966,19,1940.03.26,2881,ce87ba2a-6127-44cc-9cca-1dcffc932048,"MCNEVIN, Bruce",8499,0.5338,Liberal Party of Canada,Farmer,,0,2,,,,,,,,,,,,,9,1,1,9,9,9,2,2,2,2,9,9,9,2,1,2,2,1,2,2,2,9,9,1,1,2,2,1,2,1,2,2,2,2,9,9,9,9,9,2,1,2,2,1,2,9,1,9,9,2,2,2,2,1,9,2,2,9,9,2,1,2,1,1,9,9,9,1,9,9,1,2,2,1,1,1,1,1,9
11,ALGOMA WEST,Ontario,1903 - 1966,19,1940.03.26,2921,d24700e7-2465-4465-a49c-7496259cf5d9,"NIXON, George Ewart",8632,0.5251,Liberal Party of Canada,Merchant,,0,1,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,2,2,9,2,1,2,2,1,9,9,2,2,9,1,1,2,2,1,2,1,2,2,2,2,9,1,2,2,1,2,9,9,9,1,9,9,1,1,9,9,9,9,9,9,1,2,9,9,9,2,1,9,9,1,2,9,1,1,1,1,1,9,2,1,1,1,1,1,2
815,WEYBURN,Saskatchewan,1914 - 1947,19,1940.03.26-1944.05.31,2936,d34eb71d-3bc8-4258-8a3f-2007fa662c38,"DOUGLAS, Thomas Clement",8509,0.521,Co-operative Commonwealth Federation,"Minister, printer",,0,2,,,,,,,,,Scotland,Resignation. Enters provincial politics in Saskatchewan: 1944.05.31,,,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,9,9,9,9,2,2,1,2,1,2,2,9,1,2,1,9,2,1,9,2,9,2,1,1,9,9,1,1,2,2,1,2,2,1,1,1,2,1,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
185,DUFFERIN--SIMCOE,Ontario,1924 - 1966,19,1940.03.26,2968,d5828758-1cba-4fc0-85ba-bc61c620ed60,"ROWE, Hon. William Earl",6527,0.607,National Government,"Farmer, rancher",,0,5,,,,,,,,,United States,,,,9,1,1,9,9,9,2,1,9,2,9,9,2,9,1,2,1,2,2,1,1,9,9,1,2,9,9,9,1,2,2,2,2,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,2,2,9,9,9,9,1,9,9,9,9,9,9,9,9,2,1,2,9,2,2,9,2,1,1,1,2,2,9,9
762,VANCOUVER NORTH,British Columbia,1924 - 1947,19,1940.03.26,2970,d59901cd-17d4-4346-9114-11a9957eaea7,"SINCLAIR, James",10496,0.3815,Liberal Party of Canada,Civil engineer,,0,1,,,,,,,,,Scotland,,,,9,1,1,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,1,9,9,2,2,9,9,1,9,9,9,9,9,9,9,9,9,9,2,1,1,1,1,1,9,9
129,CHAMBLY--ROUVILLE,Quebec,1933 - 1966,19,1940.03.26,2980,d61f7675-ca36-4f5a-ba94-aa6f818f3d8a,"DUPUIS, Vincent",11964,0.6541,Liberal Party of Canada,Lawyer,,1,4,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,9,2,2,1,2,1,2,2,1,2,2,9,9,1,9,1,9,9,9,2,1,2,2,2,2,9,9,9,9,9,2,9,2,2,1,2,9,1,9,2,2,2,2,2,1,9,2,9,9,1,9,1,2,1,1,2,2,1,1,9,9,9,1,2,1,1,1,1,1,2
476,NEEPAWA,Manitoba,1914 - 1947,19,1940.03.26,2982,d65d77d7-0da6-4bf8-af5d-e26078a92acb,"MACKENZIE, Frederick Donald",6724,0.4874,Liberal Party of Canada,"School principal, teacher",,0,2,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,9,2,2,1,9,9,9,9,9,9,9,9,9,1,1,1,2,2,1,2,9,2,2,2,2,2,9,2,2,1,9,9,2,2,1,9,2,1,1,2,9,2,2,2,1,1,2,2,2,9,2,1,2,1,1,9,9,9,1,1,1,9,2,2,1,1,1,1,1,2
696,SPADINA,Ontario,1933 - 1987,19,1940.03.26,2986,d680f4a9-7ac0-4af8-9c49-4fe918fa9a81,"FACTOR, Samuel",20506,0.5457,Liberal Party of Canada,"Barrister, lawyer",,0,3,,,,,,,,,Russia,,,,9,1,1,9,9,9,9,9,9,9,9,9,9,9,1,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,1,9,2,2,9,9,9,1,9,9,1,9,2,9,9,9,9,9,2,2,1,1,1,1,9,9
748,TRINITY,Ontario,1933 - 1987,19,1940.03.26,2997,d7573d56-83e2-49cc-b9d8-3f5c6bf944fd,"ROEBUCK, Arthur Wentworth",14901,0.5401,Liberal Party of Canada,"Barrister, newspaper editor, newspaper owner",,0,1,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,9,9,1,1,1,2,2,1,2,1,2,2,2,2,2,9,9,9,9,9,9,2,2,1,9,1,9,9,9,2,9,9,9,9,1,2,2,2,1,2,1,2,9,1,9,2,1,1,1,1,1,2,2,1,1,1,1,1,2
246,GREENWOOD,Ontario,1933 - 1976,19,1940.03.26,3006,d7d1c6b0-bb86-473e-a28b-dcb4659d416e,"MASSEY, Denton",14710,0.576,National Government,"Engineer, minister",,0,2,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
464,MOOSE JAW,Saskatchewan,1907 - 1952,19,1940.03.26,3039,da1e46fc-5b99-4c79-850a-a1cf6cbe555f,"ROSS, John Gordon",9373,0.5456,Liberal Party of Canada,"Farmer, rancher",,0,4,,,,,,,,,,,,,2,1,1,2,2,1,9,9,9,2,9,9,1,9,9,9,9,9,2,2,2,9,9,1,2,2,2,1,2,1,2,2,2,2,2,1,9,9,9,2,9,9,9,9,9,9,1,1,9,2,2,2,2,1,1,2,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,1,1,1,2
454,MOUNT ROYAL,Quebec,1924 - 1966,19,1940.03.26,3040,da4c584a-ab93-4a87-bdff-56179d914805,"WHITMAN, Frederick Primrose",19858,0.5648,Liberal Party of Canada,Salesman,,0,1,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,9,2,2,2,2,1,1,2,2,2,9,9,1,2,1,9,9,2,9,9,9,9,9,2,2,1,1,1,1,1,9
213,ESSEX EAST,Ontario,1924 - 1966,19,1940.03.26,3058,dbc81dd3-47f7-4448-a205-ccbf43047e83,"MARTIN, Paul",9811,0.4639,Liberal Party of Canada,"Barrister, lawyer, lecturer",,0,2,,,1,,,,,,,,,,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,2,2,1,2,9,2,9,1,1,1,9,9,9,2,9,2,2,2,2,2,1,2,2,1,2,1,2,2,1,9,2,1,1,2,2,2,2,2,1,1,2,9,2,1,9,9,9,1,9,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2
599,RENFREW NORTH,Ontario,1867 - 1972,19,1940.03.26,3072,dca0a287-8341-45f3-a7a4-6ca0d0b2e16c,"WARREN, Ralph Melville",6199,0.5417,Liberal Party of Canada,Farmer,,0,2,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,9,1,1,2,2,1,2,1,2,2,2,2,9,9,2,2,1,2,9,9,9,1,2,9,1,9,9,2,2,2,2,1,1,9,2,9,1,9,9,9,9,9,9,2,1,1,9,9,1,2,2,1,1,1,1,1,2
581,QUEBEC EAST,Quebec,1867 - 1966,19,1942.02.09,3074,dcd2258a-b8c3-4099-bffb-7b24cce8341e,"ST-LAURENT, Hon. Louis Stephen",16708,0.5668,Liberal Party of Canada,"Lawyer, professor of law",,1,1,,1,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,9,2,2,1,2,1,2,2,1,2,2,1,1,2,9,2,2,9,1,1,2,2,9,9,2,1,2,1,1,9,2,1,1,1,1,1,2,2,1,1,1,1,1,2
703,ST. PAUL'S,Ontario,1933 - 1966,19,1940.03.26,3089,deccabc4-17c4-44e2-aa8d-18fcb0c9ca75,"ROSS, Douglas Gooderham",15591,0.5127,National Government,"Businessman, insurance broker",,0,2,,,,,,,,,,,,,2,1,1,2,1,1,2,1,9,2,9,9,2,2,1,2,1,2,2,1,1,9,1,1,2,1,9,9,1,2,2,2,2,1,1,9,2,2,1,9,1,9,9,2,1,9,2,1,9,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,9,1,9,1,2,2,9,2,1,1,1,2,2,1,9
443,MIDDLESEX WEST,Ontario,1867 - 1966,19,1940.03.26,3098,df7811f7-f9f8-4cec-b8b9-8f0cf68df631,"MCCUBBIN, Robert",6024,0.6079,Liberal Party of Canada,Farmer,,0,1,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,9,9,2,2,1,9,2,1,1,9,2,2,9,9,9,1,2,2,2,9,9,1,9,9,9,9,2,9,1,1,1,1,2,2,1,1,1,1,1,2
138,CHARLOTTE,New Brunswick,1867 - 1966,19,1940.03.26,3103,e01724ae-aeeb-4d1c-8f29-705cbff9d2b3,"HILL, Burton M.",6099,0.5814,Liberal Party of Canada,Civil engineer,,0,2,,,,,,,,,,,,,9,1,9,9,9,9,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,9,1,1,2,2,1,2,9,2,2,2,2,9,9,2,2,1,9,1,9,9,1,2,9,9,9,2,2,2,2,2,1,1,2,9,9,9,2,1,9,9,1,9,9,1,1,1,1,9,2,2,1,1,1,1,1,2
255,GREY--BRUCE,Ontario,1933 - 1966,19,1940.03.26,3113,e0e6e421-b166-4aff-bdf8-ba1036e43068,"HARRIS, Walter Edward",6389,0.397,Liberal Party of Canada,"Barrister, lawyer",,0,1,,,,,,,,,,,,,2,1,1,9,9,9,9,9,9,2,9,9,9,2,1,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,1,1,1,9
266,HALTON,Ontario,1867 - 1987,19,1940.03.26,3117,e1359024-e3e8-44b0-b0ec-978bea83de1d,"CLEAVER, Hughes",7788,0.5574,Liberal Party of Canada,Lawyer,,0,2,,,,,,,,,,,,,9,1,1,9,9,9,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,9,2,1,9,1,2,2,2,2,9,1,2,2,1,2,1,9,9,1,2,2,1,9,2,2,2,2,2,1,1,2,2,2,9,2,1,2,1,1,9,2,1,1,1,1,1,2,2,9,1,1,1,1,2
707,STORMONT,Ontario,1924 - 1966,19,1940.03.26,3135,e2b15c2f-35a6-4e4e-8e52-a4357fdebc0d,"CHEVRIER, Lionel",10197,0.6218,Liberal Party of Canada,"Barrister and solicitor, counsel, lawyer",,1,2,,,1,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,1,1,1,2,2,1,2,1,2,2,2,2,9,9,2,2,1,2,1,2,2,1,9,9,9,1,9,2,2,2,2,1,1,2,9,2,1,2,1,2,1,1,9,9,1,9,1,1,9,2,2,1,1,1,1,1,2
294,HUMBOLDT,Saskatchewan,1905 - 1952,19,1940.03.26-1942.11.05,3139,e31ed908-1d2a-40e5-b882-d72948f63d57,"FLEMING, Harry Raymond",8808,0.5389,Liberal Party of Canada,"Physician, surgeon",,0,2,,,,,,,,,,Died in office: 1942.11.05,,,2,1,1,2,2,1,2,2,9,2,9,9,1,2,1,2,2,1,2,2,9,9,9,1,1,2,2,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
137,CHARLEVOIX--SAGUENAY,Quebec,1924 - 1947,19,1942.11.30,3145,e3b05247-eaf8-4bc8-b048-0ea09d9b696c,"DORION, Frederic",9773,0.5023,Independent,Lawyer,,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,9,1,1,9,9,9,2,9,9,9,9,2,1,9,1,1,9,2,2,1,1,2,2,2,1
239,GLENGARRY,Ontario,1924 - 1952,19,1940.03.26,3152,e4658b38-20b0-4ffd-84fc-6543df8a7ea7,"MACDIARMID, William B.",4578,0.6194,Liberal Party of Canada,Physician,,0,1,,,,,,,,,,,,,2,1,9,2,2,1,2,9,2,2,2,2,1,2,1,2,2,1,2,2,2,2,9,1,1,2,2,1,2,1,2,2,2,2,9,9,2,2,1,2,1,2,2,9,2,2,1,1,9,2,2,2,2,1,1,2,2,2,9,2,1,9,1,1,9,2,1,1,9,9,9,2,2,1,1,1,1,1,2
289,HULL,Quebec,1914 - 1984,19,1940.03.26,3170,e5ed9765-2639-4a7d-bd0c-56f55fc71719,"FOURNIER, Alphonse",11253,0.5057,Liberal Party of Canada,"Lawyer, teacher",,1,3,,1,,,,,,,United States,,,,2,1,1,2,2,1,2,2,2,9,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,9,2,2,2,2,2,1,2,2,1,2,1,9,9,1,2,2,1,9,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,9,2,1,1,1,1,9,9,2,1,1,1,1,1,2
